cat_id ra dec V_Swope_flux V_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
0.0 88.105679 15.836056 32912.127 187.17345740749 15.9091 0.002 15.3127 0.0023 15.0886 0.0018
0.0 88.023395 15.835201 8297.776 140.56339543182 17.346 0.0063 16.9007 0.003 16.7112 0.0065
0.0 88.22377 15.836473 7780.663 134.54624006277 17.3998 0.0032 16.9179 0.0026 16.6985 0.006
0.0 88.21077 15.836896 9432.815 127.36892094901 17.237 0.0076 16.7486 0.0026 16.5449 0.0052
0.0 88.101253 15.83742 9509.344 157.96227929582 17.2236 0.0053 16.7431 0.0021 16.5326 0.0073
0.0 88.012143 15.838194 16144.114 142.27642974391 16.5612 0.0033 16.1362 0.0031 15.9615 0.0031
0.0 88.046151 15.839726 17705.986 173.61180521248 16.7583 0.0021 15.6551 0.0021 15.1844 0.0018
0.0 88.075312 15.841173 34731.267 166.39470701379 15.7454 0.002 15.3394 0.0013 15.1781 0.0037
0.0 88.12246 15.843328 94333.548 269.83483986007 14.8346 0.0014 14.0892 0.0023 13.7281 0.001
0.0 88.024805 15.842571 8909.971 147.21390162801 17.2164 0.0016 16.8431 0.006 16.6991 0.0073
0.0 88.068073 15.8438 29840.496 140.88401600314 15.8854 0.0025 15.5543 0.0026 15.4286 0.0033
0.0 88.036132 15.844357 37512.999 187.75554962818 15.7112 0.0032 15.2541 0.0019 15.0558 0.006
0.0 88.132825 15.844049 13467.065 152.8132720634 16.9555 0.0049 16.2111 0.0025 15.9089 0.0026
0.0 88.051058 15.84523 10817.976 155.06689494256 17.0552 0.0063 16.4961 0.0017 16.254 0.0041
0.0 88.226617 15.845571 8713.221 142.98858438949 17.2866 0.003 16.8125 0.0025 16.5908 0.0027
0.0 88.104161 15.845811 8184.695 144.54253070112 17.3229 0.0043 16.9756 0.0023 16.8393 0.0026
0.0 88.169895 15.846706 9128.135 130.79794231768 17.2057 0.0014 16.8909 0.0027 16.7808 0.0036
0.0 88.132014 15.848854 23885.446 146.17374453353 16.4299 0.0014 15.437 0.002 14.9902 0.0031
0.0 88.147917 15.848644 8987.285 137.66176652055 17.2453 0.0032 16.7513 0.0025 16.5071 0.0014
0.0 88.012433 15.848937 8424.137 139.21155769373 17.3199 0.0043 16.838 0.0018 16.617 0.0061
0.0 88.246222 15.849225 7205.419 129.48257675267 17.5749 0.0066 16.8425 0.0028 16.4558 0.0047
0.0 88.027504 15.850981 20410.292 179.93376606668 16.4612 0.003 15.7798 0.003 15.4544 0.0104
0.0 88.22573 15.853767 83108.369 232.05505032566 14.8486 0.0014 14.375 0.0043 14.1722 0.0033
0.0 88.071746 15.855344 44226.556 197.65581492318 15.5479 0.0016 15.0311 0.0022 14.8009 0.0026
0.0 88.086326 15.854559 11328.009 155.54664696024 16.942 0.0037 16.5155 0.0031 16.3368 0.0042
0.0 88.075607 15.857786 113857.479 321.51154959853 14.557 0.0288 13.9314 0.0015 13.7397 0.001
0.0 88.175672 15.85604 12102.32 153.81336626442 16.9375 0.0025 16.4312 0.0036 16.1921 0.0052
0.0 88.177786 15.856567 10599.783 153.79315359615 17.1518 0.006 16.4123 0.0038 16.0944 0.0033
0.0 88.02092 15.862678 79283.047 285.72613089105 14.8609 0.001 14.4902 0.0014 14.346 0.0076
0.0 88.034404 15.859361 30664.148 149.58460416137 15.9306 0.0019 15.4368 0.0022 15.2333 0.0027
0.0 88.03209 15.859334 13863.016 149.54986537776 16.7764 0.0036 16.3722 0.003 16.2203 0.0035
0.0 88.040927 15.859735 33136.88 153.41568090877 15.8723 0.0058 15.3316 0.0019 15.1254 0.0029
0.0 88.108427 15.859339 19235.621 143.29845290149 16.473 0.0038 15.8907 0.0018 15.6329 0.0022
0.0 88.151739 15.862237 50828.996 161.51542632069 15.5583 0.0058 14.6692 0.0031 14.26 0.0012
0.0 88.179523 15.866317 38169.961 186.62945108186 15.7042 0.0012 15.2109 0.0011 15.0056 0.0022
0.0 88.248312 15.866736 8943.446 139.10025142254 17.2885 0.0033 16.7864 0.0012 16.5579 0.0054
0.0 88.244905 15.868143 17610.303 166.64933136722 16.5346 0.0022 16.0364 0.0027 15.8054 0.0032
0.0 88.029584 15.869196 11921.014 148.98713550847 17.0035 0.003 16.3381 0.0022 16.0517 0.0051
0.0 88.198083 15.871702 91898.454 228.22145991928 14.8473 0.0098 14.1284 0.0046 13.7335 0.001
0.0 88.133769 15.869465 9199.656 157.80283803535 17.1983 0.0076 16.74 0.002 16.5452 0.0036
0.0 88.229086 15.87173 16545.032 137.26688603073 16.5945 0.0037 16.0796 0.0056 15.8498 0.0036
0.0 88.063853 15.873714 69364.035 250.10974428804 15.0485 0.0021 14.5737 0.0017 14.3842 0.003
0.0 88.232925 15.872795 15790.929 148.07578202454 16.6463 0.0038 16.147 0.0023 15.9283 0.004
0.0 88.029548 15.874701 46472.242 189.04509552598 15.4495 0.002 15.0542 0.0011 14.9051 0.0025
0.0 88.078677 15.876773 23947.778 172.73187554462 16.2572 0.0039 15.6215 0.0013 15.3444 0.0051
0.0 88.104878 15.876668 9615.765 127.86725785356 17.24 0.0013 16.7151 0.0018 16.4914 0.0024
0.0 88.156523 15.876394 9009.132 147.06377096443 17.3591 0.0059 16.649 0.0032 16.3431 0.01
0.0 88.084318 15.879907 31506.087 180.44198298057 15.904 0.0019 15.4396 0.0012 15.2448 0.0043
0.0 88.111658 15.882196 22563.572 150.36853126734 16.2109 0.0033 15.789 0.0024 15.617 0.0039
0.0 88.18338 15.882575 13008.806 142.90174039117 16.8723 0.0049 16.3287 0.0018 16.0929 0.0014
0.0 88.046192 15.88553 64887.093 205.66113227397 15.3177 0.002 14.3935 0.002 13.9823 0.0011
0.0 88.231871 15.885945 19277.589 138.84772164504 16.4129 0.0022 16.0243 0.0031 15.8596 0.0016
0.0 88.174106 15.885463 9094.153 135.56137239581 17.3387 0.0003 16.5758 0.0015 16.188 0.0125
0.0 88.082547 15.887047 54042.874 168.1941883934 15.3374 0.0027 14.781 0.0016 14.5536 0.0013
0.0 88.076642 15.887993 79391.265 260.80240338575 15.0569 0.0028 14.2393 0.0041 13.8641 0.0054
0.0 88.236389 15.888174 48160.953 169.66060771352 15.3806 0.0028 15.0426 0.0012 14.9051 0.0034
0.0 88.142622 15.887998 12705.903 135.02544644501 16.9224 0.0029 16.4058 0.0023 16.1635 0.0043
0.0 88.105442 15.891965 8681.291 152.840781888 17.3927 0.0043 16.7013 0.0024 16.4316 0.0032
0.0 88.046716 15.89304 20600.795 212.26139480346 16.5356 0.0065 15.7833 0.0024 15.5176 0.0037
0.0 88.24176 15.8943 10633.931 156.28071758291 17.2243 0.0031 16.4611 0.0023 16.0766 0.0023
0.0 88.162881 15.895449 22712.032 141.96579450136 16.2051 0.0025 15.7955 0.0027 15.6138 0.0081
0.0 88.076531 15.896524 65755.478 224.79075355454 15.3472 0.0024 14.2301 0.0026 13.9374 0.0014
0.0 88.028419 15.895414 12822.244 169.11280192175 17.018 0.0032 16.1706 0.0016 15.8248 0.0055
0.0 88.190272 15.896026 8087.646 139.05819656011 17.3896 0.0035 16.8838 0.0032 16.6452 0.0044
0.0 88.10206 15.898602 22613.961 160.47744705647 16.2603 0.0027 15.7346 0.0016 15.4918 0.0193
0.0 88.106647 15.897846 8161.28 128.87529479862 17.3738 0.0062 16.8505 0.0026 16.6121 0.0034
0.0 88.241473 15.900079 9423.14 130.74575260219 17.2631 0.0027 16.6243 0.0032 16.3252 0.0024
0.0 88.183859 15.901083 30180.421 146.07681448898 15.9425 0.0017 15.4166 0.0013 15.1859 0.0037
0.0 88.020821 15.901 13715.206 169.29979917843 16.8478 0.0023 16.294 0.0052 16.0626 0.0011
0.0 88.014173 15.903816 154435.997 501.93804161718 14.1586 0.0002 13.7869 0.002 13.5759 0.001
0.0 88.209379 15.902146 20293.34 147.43581013926 16.3476 0.0006 15.9716 0.0017 15.8212 0.0031
0.0 88.217734 15.904115 76098.159 218.41652960781 14.8958 0.0012 14.4941 0.0049 14.3247 0.0039
0.0 88.246847 15.903687 9049.651 131.13247105036 17.2057 0.0033 16.8087 0.0021 16.6268 0.0014
0.0 88.198322 15.904719 18640.561 143.93445220963 16.6264 0.0004 15.7342 0.0018 15.3292 0.0039
0.0 88.233647 15.905432 26748.129 150.34723741072 16.088 0.0029 15.5821 0.0023 15.3583 0.0019
0.0 88.076818 15.905997 38632.79 188.1727451545 15.6116 0.0022 15.2477 0.0015 15.0987 0.0041
0.0 88.142463 15.906337 23368.998 167.97709030735 16.2238 0.0032 15.6841 0.0025 15.4209 0.0009
0.0 88.013678 15.906208 10386.691 155.01288638069 17.1599 0.0028 16.559 0.0019 16.3045 0.004
0.0 88.117869 15.90963 59405.864 187.54413260192 15.1445 0.0041 14.7749 0.0029 14.6233 0.0017
0.0 88.20232 15.908703 18628.203 150.49526894388 16.6124 0.003 15.7344 0.001 15.3237 0.0025
0.0 88.096127 15.910597 28375.421 151.35565379763 16.0112 0.0021 15.5188 0.002 15.3036 0.0051
0.0 88.161139 15.910791 7944.761 145.94764213353 17.3452 0.0029 16.9833 0.0031 16.8273 0.0039
0.0 88.084101 15.91186 8881.433 141.36594274861 17.2402 0.003 16.7437 0.0031 16.5362 0.0089
0.0 88.110402 15.915296 61342.552 204.89931696885 15.2773 0.0017 14.501 0.0065 14.1129 0.004
0.0 88.028181 15.914833 18160.454 152.44094370968 16.5629 0.0003 15.9474 0.0018 15.7053 0.007
0.0 88.153079 15.914737 9556.052 129.58843055183 17.2142 0.0013 16.566 0.0013 16.281 0.001
0.0 88.222735 15.914874 12754.802 134.38484199637 16.8594 0.0028 16.3137 0.0042 16.064 0.0052
0.0 88.176056 15.915943 42584.195 163.45141434076 15.4962 0.0017 15.1245 0.0014 14.9811 0.0007
0.0 88.16333 15.916912 49819.111 171.31019243931 15.3571 0.0019 14.935 0.0002 14.739 0.0037
0.0 88.229571 15.917264 10480.571 145.59099182466 17.0359 0.0022 16.6168 0.0013 16.4235 0.003
0.0 88.216854 15.91682 48427.302 171.87452931415 15.4014 0.0019 14.9491 0.0033 14.7523 0.0032
0.0 88.190928 15.917573 41329.827 204.96323031208 15.5608 0.0022 15.0713 0.0019 14.8557 0.0037
0.0 88.251322 15.916562 12539.082 137.52646428186 17.0252 0.005 16.3144 0.0032 15.9662 0.0038
0.0 88.174339 15.918537 53101.81 217.20589009606 15.2748 0.0031 14.8481 0.0014 14.6882 0.003
0.0 88.126913 15.919838 87811.251 248.59746718565 14.7734 0.0014 14.2835 0.0058 14.1039 0.002
0.0 88.139431 15.919662 68872.326 214.12668870131 15.1799 0.0021 14.3277 0.0031 13.943 0.0032
0.0 88.023779 15.920233 20651.823 155.05232206395 16.4367 0.0027 15.8217 0.0029 15.5807 0.0047
0.0 88.200805 15.922109 8531.1 142.35787619496 17.423 0.0053 16.5941 0.0027 16.269 0.0045
0.0 88.192416 15.923758 12916.144 139.62183798413 16.8131 0.0045 16.3706 0.0021 16.1796 0.0025
0.0 88.191449 15.926059 131792.997 313.82994648992 14.3519 0.0038 13.8092 0.0018 13.6433 0.001
0.0 88.126798 15.924769 13614.018 140.44753535862 16.7129 0.007 16.4048 0.0052 16.2751 0.0033
0.0 88.248259 15.924901 15906.588 140.5485025773 16.9531 0.002 15.7317 0.0019 14.7697 0.0004
0.0 88.243824 15.925268 6684.627 122.5560313555 17.6335 0.0044 17.053 0.0017 16.8085 0.0039
0.0 88.083596 15.927143 41945.328 189.62695330937 15.6684 0.0033 14.9551 0.0015 14.6733 0.0097
0.0 88.028711 15.927321 8804.86 154.65203077666 17.308 0.0044 16.8212 0.0036 16.6041 0.003
0.0 88.063652 15.928381 46880.714 178.98518823502 15.4312 0.0014 14.9988 0.0034 14.8021 0.0019
0.0 88.115837 15.929473 71201.867 227.22144870348 15.0346 0.0024 14.435 0.0033 14.1615 0.0022
0.0 88.211846 15.92997 55483.12 182.76986931241 15.2532 0.0006 14.8281 0.0043 14.6267 0.0011
0.0 88.232889 15.930817 63905.621 226.50238006224 15.109 0.0012 14.6818 0.0028 14.5117 0.0033
0.0 88.180041 15.933575 70585.927 229.16870492319 14.935 0.0024 14.6136 0.0033 14.4891 0.0042
0.0 88.025664 15.933103 8935.529 137.07908147993 17.3195 0.0033 16.7959 0.004 16.5563 0.0042
0.0 88.117908 15.942143 61310.375 218.32476834901 15.3037 0.0023 14.469 0.0044 14.0666 0.0006
0.0 88.062097 15.943823 23979.763 149.86297996098 16.1549 0.0039 15.7025 0.0021 15.5115 0.0062
0.0 88.239354 15.945303 10242.776 138.88988004805 17.1188 0.0064 16.7168 0.002 16.5301 0.0048
0.0 88.13639 15.94582 13823.65 135.65551552514 16.7382 0.0033 16.242 0.0018 16.0336 0.007
0.0 88.057828 15.947045 58750.739 228.34665784786 15.1818 0.0019 14.7381 0.0024 14.5574 0.0061
0.0 88.244741 15.950481 96976.434 343.75623870898 14.6784 0.0017 14.2677 0.0135 14.0373 0.0
0.0 88.141711 15.949982 23688.385 135.39806733102 16.3127 0.0023 15.5185 0.0023 15.138 0.0034
0.0 88.148466 15.951184 61897.879 197.40988847566 15.0953 0.0022 14.6917 0.002 14.5377 0.0044
0.0 88.151924 15.950759 18640.164 139.31145618358 16.4156 0.0023 15.9836 0.0022 15.8095 0.0032
0.0 88.006649 15.950493 8407.712 123.95065985509 17.4352 0.0001 16.7158 0.0022 16.3769 0.0016
0.0 88.06326 15.951536 9003.032 136.5906404381 17.3669 0.0061 16.574 0.0024 16.2436 0.0051
0.0 88.17764 15.954247 30780.694 154.18934759667 15.9194 0.0019 15.373 0.0015 15.1312 0.0017
0.0 88.195574 15.954526 10408.941 138.54617640242 17.0781 0.0033 16.5893 0.0023 16.3733 0.0046
0.0 88.032808 15.956869 40741.45 196.81421529265 15.9314 0.0013 14.7493 0.0015 14.1767 0.0019
0.0 88.190622 15.958514 7957.729 144.09192919511 17.7092 0.0056 16.4764 0.0041 15.636 0.0035
0.0 88.022254 15.958512 9190.961 127.77665955869 17.3451 0.005 16.6632 0.0019 16.3806 0.0016
0.0 88.050303 15.959374 14431.585 157.42675319031 16.704 0.0025 16.2284 0.0019 16.0152 0.0025
0.0 88.104409 15.961164 9859.535 136.43838237089 17.1513 0.0039 16.727 0.0017 16.5315 0.0031
0.0 88.064871 15.961669 18705.267 142.82040574482 16.4581 0.0048 15.956 0.0025 15.7216 0.0056
0.0 88.109243 15.962542 20096.547 139.24270638829 16.3304 0.0045 15.8953 0.0019 15.7214 0.0036
0.0 88.032763 15.963121 15123.581 140.16420122265 16.7505 0.0028 16.1367 0.0017 15.892 0.005
0.0 88.218809 15.964551 51963.866 243.06908661428 15.3856 0.0031 14.8407 0.0009 14.6118 0.0074
0.0 88.086122 15.963405 12730.823 137.17433503052 16.8361 0.0036 16.427 0.0014 16.2508 0.0047
0.0 88.198174 15.965058 13507.846 137.39008099991 16.7833 0.0022 16.4119 0.0013 16.2646 0.0041
0.0 88.179604 15.965592 12379.858 139.09062855353 17.0255 0.0051 16.2466 0.0038 15.9335 0.0054
0.0 88.194905 15.966834 66391.869 190.17554357629 15.163 0.001 14.5303 0.0011 14.2545 0.0009
0.0 88.090505 15.966866 25887.162 159.09948808911 16.1064 0.0043 15.5577 0.0007 15.3327 0.0009
0.0 88.179129 15.969533 66653.106 200.91378848319 15.0652 0.001 14.5807 0.0052 14.3795 0.0055
0.0 88.184787 15.969201 13524.521 152.99577483586 16.8585 0.0032 16.2734 0.0035 16.0258 0.0067
0.0 88.172405 15.970871 32566.199 163.59255510896 15.8582 0.0023 15.3775 0.0027 15.1831 0.003
0.0 88.246869 15.972034 62237.207 282.40071010365 15.2272 0.0064 14.6726 0.0012 14.4539 0.0039
0.0 88.197518 15.970746 9714.75 145.32347731766 17.2207 0.0048 16.59 0.0039 16.3339 0.0029
0.0 88.119242 15.97285 18508.21 142.29483548552 16.5183 0.0043 15.8485 0.002 15.5494 0.0078
0.0 88.166978 15.972824 16975.772 155.27732758484 16.5427 0.0017 16.071 0.002 15.8646 0.002
0.0 88.079305 15.974684 106895.02 213.08573111575 14.5682 0.006 14.0472 0.011 14.1223 0.0015
0.0 88.078824 15.976606 28036.051 213.08401516866 15.9683 0.0028 15.5244 0.0019 15.3314 0.0041
0.0 88.240465 15.973945 27082.977 177.58956516281 16.0699 0.0026 15.5923 0.0014 15.3827 0.0036
0.0 88.088584 15.974843 58860.661 197.05270501281 15.4396 0.0024 14.4046 0.0037 13.9055 0.005
0.0 88.145507 15.976139 149191.461 252.56936924434 14.1664 0.0032 13.6777 0.0001 13.7793 0.0013
0.0 88.031267 15.976117 11049.427 142.88184452162 17.0994 0.0021 16.5257 0.0015 16.2755 0.0025
0.0 88.12698 15.978026 86748.069 236.99915385415 14.8574 0.0013 14.1262 0.0047 13.895 0.0011
0.0 88.203215 15.978522 25184.874 141.48841925583 16.0944 0.0026 15.7542 0.0018 15.6115 0.0028
0.0 88.169454 15.978858 46954.988 185.10360121888 15.4742 0.0027 14.8955 0.0016 14.6707 0.009
