cat_id ra dec V_Swope_flux V_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
10.0 88.233655 15.905414 15210.896 99.598409363281 16.088 0.0029 15.5821 0.0023 15.3583 0.0019
10.0 88.017952 15.904695 3151.066 32.769246767492 17.6825 0.0025 17.2149 0.0023 17.0077 0.0088
10.0 88.076816 15.906003 21601.67 37.969061161687 15.6116 0.0022 15.2477 0.0015 15.0987 0.0041
10.0 88.214183 15.904643 2103.265 32.926446677443 18.3034 0.0106 17.5931 0.0036 17.2708 0.0066
10.0 88.142468 15.906335 13283.458 37.683345034757 16.2238 0.0032 15.6841 0.0025 15.4209 0.0009
10.0 88.225064 15.905578 2727.929 36.816818733649 17.8653 0.0041 17.5198 0.0018 17.3593 0.0156
10.0 88.013698 15.906217 5695.943 34.90179202573 17.1599 0.0028 16.559 0.0019 16.3045 0.004
10.0 87.992363 15.905973 2277.088 33.422891227655 18.1151 0.0047 17.5546 0.0033 17.3168 0.0034
10.0 88.117879 15.90963 33015.738 35.840271519484 15.1445 0.0041 14.7749 0.0029 14.6233 0.0017
10.0 88.202311 15.908672 10707.948 37.706781533341 16.6124 0.003 15.7344 0.001 15.3237 0.0025
10.0 88.166916 15.907958 3781.294 38.294534406813 17.7341 0.0035 16.6838 0.0026 16.2075 0.0041
10.0 88.227914 15.910282 3685.41 34.61465474105 17.6139 0.0073 17.0999 0.0046 16.8711 0.0038
10.0 88.119778 15.909222 3212.645 37.279601097241 17.8694 0.0056 17.1213 0.003 16.7898 0.0031
10.0 88.096128 15.910588 15776.788 36.477978456028 16.0112 0.0021 15.5188 0.002 15.3036 0.0051
10.0 88.161134 15.910761 4214.192 40.906355705846 17.3452 0.0029 16.9833 0.0031 16.8273 0.0039
10.0 88.148969 15.910178 2785.74 40.889610594696 17.9335 0.0038 17.3895 0.0027 17.1499 0.0062
10.0 88.084102 15.911877 5176.53 36.180644702547 17.2402 0.003 16.7437 0.0031 16.5362 0.0089
10.0 88.110408 15.91529 34953.257 111.92232548023 15.2773 0.0017 14.501 0.0065 14.1129 0.004
10.0 88.227977 15.912664 3151.432 32.191522360049 17.6764 0.0017 17.3089 0.0027 17.1392 0.0023
10.0 88.02819 15.914858 9503.253 119.12236586838 16.5629 0.0003 15.9474 0.0018 15.7053 0.007
10.0 88.222729 15.914872 7575.471 35.804233931155 16.8594 0.0028 16.3137 0.0042 16.064 0.0052
10.0 88.176056 15.915932 23959.239 40.558706846388 15.4962 0.0017 15.1245 0.0014 14.9811 0.0007
10.0 88.216853 15.916815 27658.776 34.070363432626 15.4014 0.0019 14.9491 0.0033 14.7523 0.0032
10.0 88.163326 15.916892 27457.747 96.679937532388 15.3571 0.0019 14.935 0.0002 14.739 0.0037
10.0 88.190912 15.917556 23620.415 111.04325686987 15.5608 0.0022 15.0713 0.0019 14.8557 0.0037
10.0 88.229566 15.917238 6085.856 33.368165412721 17.0359 0.0022 16.6168 0.0013 16.4235 0.003
10.0 88.174325 15.91853 29640.767 148.67286885419 15.2748 0.0031 14.8481 0.0014 14.6882 0.003
10.0 88.126923 15.91983 48313.374 39.59073417442 14.7734 0.0014 14.2835 0.0058 14.1039 0.002
10.0 88.139432 15.919649 38308.109 31.380059724137 15.1799 0.0021 14.3277 0.0031 13.943 0.0032
10.0 88.064618 15.917497 1868.884 33.615579804372 18.4499 0.0031 17.7899 0.0038 17.4939 0.0078
10.0 88.123629 15.918902 3902.714 45.459297897099 17.4538 0.0067 17.0746 0.0034 16.9086 0.0097
10.0 88.023794 15.920244 10794.848 32.258340904145 16.4367 0.0027 15.8217 0.0029 15.5807 0.0047
10.0 88.087706 15.919822 3506.595 40.776772872472 17.6038 0.0035 17.0696 0.0035 16.8376 0.0071
10.0 88.135901 15.919897 1904.749 34.15887060295 18.3085 0.015 17.6829 0.0054 17.3884 0.0041
10.0 88.192851 15.921401 4380.904 29.785531578501 17.3983 0.0124 16.922 0.0029 16.7225 0.0043
10.0 87.984924 15.922453 30101.762 37.255710107328 15.5046 0.0018 14.6193 0.0018 14.2237 0.0008
10.0 88.200802 15.922109 4846.183 32.448960963875 17.423 0.0053 16.5941 0.0027 16.269 0.0045
10.0 88.192399 15.923741 7502.024 38.793988228977 16.8131 0.0045 16.3706 0.0021 16.1796 0.0025
10.0 88.191428 15.926044 73881.931 34.321372862483 14.3519 0.0038 13.8092 0.0018 13.6433 0.001
10.0 88.201565 15.923789 3592.554 48.137774401415 17.617 0.0056 17.1328 0.003 16.9144 0.0049
10.0 88.126796 15.924737 7564.365 35.462421416665 16.7129 0.007 16.4048 0.0052 16.2751 0.0033
10.0 88.083594 15.927146 23132.612 43.144897663168 15.6684 0.0033 14.9551 0.0015 14.6733 0.0097
10.0 88.185326 15.925231 4294.722 31.172865269803 17.384 0.0056 16.9299 0.002 16.7406 0.0043
10.0 88.220711 15.925659 3702.054 37.921982915421 17.6457 0.0032 17.0249 0.0026 16.7478 0.0029
10.0 87.983494 15.925887 5797.704 37.408662712378 17.109 0.0029 16.6307 0.0025 16.4498 0.0026
10.0 88.15668 15.925755 2591.14 43.139406031771 18.029 0.0097 17.3318 0.0053 17.054 0.0144
10.0 88.212773 15.926687 2433.644 42.307741142109 18.0272 0.0092 17.5792 0.0028 17.3635 0.0035
10.0 88.063656 15.928376 26151.265 160.64975947983 15.4312 0.0014 14.9988 0.0034 14.8021 0.0019
10.0 88.115822 15.929472 39649.196 35.553463320263 15.0346 0.0024 14.435 0.0033 14.1615 0.0022
10.0 88.211855 15.929957 32339.381 39.165021553784 15.2532 0.0006 14.8281 0.0043 14.6267 0.0011
10.0 88.218786 15.928174 2197.784 36.752336796993 18.1325 0.0089 17.5315 0.0052 17.2293 0.0032
10.0 88.23288 15.930803 36459.148 33.759731892949 15.109 0.0012 14.6818 0.0028 14.5117 0.0033
10.0 88.180033 15.933563 39557.323 42.008229973844 14.935 0.0024 14.6136 0.0033 14.4891 0.0042
10.0 88.025667 15.933099 4691.22 33.311165037706 17.3195 0.0033 16.7959 0.004 16.5563 0.0042
10.0 88.063422 15.934179 3106.343 33.760558817876 17.7411 0.0039 17.2643 0.0029 17.0482 0.0037
10.0 88.154628 15.934669 2698.393 34.221639944638 17.9119 0.0037 17.4553 0.0022 17.2657 0.0057
10.0 88.181179 15.93604 2264.299 34.258280928031 18.0022 0.0038 17.5507 0.0018 17.3502 0.0033
10.0 88.077406 15.936689 2456.793 34.056491439218 18.0731 0.0059 17.5134 0.0046 17.2485 0.0178
10.0 88.071438 15.937657 3610.402 38.483406326616 17.6455 0.0051 16.973 0.0071 16.6987 0.0065
10.0 88.117897 15.942136 34144.382 41.29766780172 15.3037 0.0023 14.469 0.0044 14.0666 0.0006
10.0 87.995491 15.943324 75934.041 30.979732854086 14.3435 0.0064 13.8049 0.0075 13.6315 0.0124
10.0 88.062107 15.943825 13533.44 35.061471007343 16.1549 0.0039 15.7025 0.0021 15.5115 0.0062
10.0 88.006664 15.944119 2044.924 34.070793566709 18.3985 0.0067 17.4274 0.0044 17.0097 0.0056
10.0 88.189318 15.944951 4184.017 43.283133187121 17.5272 0.0044 16.8141 0.0029 16.4717 0.0031
10.0 88.181058 15.944329 2271.989 39.712317587462 17.9968 0.0034 17.5837 0.004 17.4022 0.0
10.0 88.057837 15.947049 32377.359 33.222412689202 15.1818 0.0019 14.7381 0.0024 14.5574 0.0061
10.0 88.136387 15.945809 7701.235 39.695109373269 16.7382 0.0033 16.242 0.0018 16.0336 0.007
10.0 88.072875 15.946014 4190.486 33.678949009716 17.4264 0.004 16.9946 0.0025 16.8149 0.0036
10.0 88.094485 15.946825 3383.191 34.87198701451 17.6723 0.0042 17.1887 0.0028 16.9885 0.0067
10.0 88.225878 15.94879 2140.3 37.320748198846 18.307 0.0062 17.7614 0.0024 17.4937 0.0036
10.0 88.141706 15.949987 13093.259 153.91627993445 16.3127 0.0023 15.5185 0.0023 15.138 0.0034
10.0 88.148462 15.951193 34335.118 32.89020278188 15.0953 0.0022 14.6917 0.002 14.5377 0.0044
10.0 88.048281 15.949628 2657.472 43.960780292975 17.9601 0.004 17.5048 0.0026 17.312 0.0059
10.0 88.151919 15.950759 10053.298 31.116228564159 16.4156 0.0023 15.9836 0.0022 15.8095 0.0032
10.0 88.006641 15.950478 4524.296 49.259471080303 17.4352 0.0001 16.7158 0.0022 16.3769 0.0016
10.0 88.06325 15.951548 4918.065 32.673600340024 17.3669 0.0061 16.574 0.0024 16.2436 0.0051
10.0 88.162527 15.951802 2386.456 33.591617513441 18.3218 0.0059 17.1073 0.0021 16.0119 0.008
10.0 88.003936 15.951936 3258.147 35.042224232217 17.752 0.004 17.2468 0.0028 16.9923 0.0059
10.0 88.177636 15.954247 18120.468 36.704668035713 15.9194 0.0019 15.373 0.0015 15.1312 0.0017
10.0 88.098171 15.953621 4706.688 34.643936872731 17.2928 0.011 16.9208 0.0035 16.8048 0.0097
10.0 88.153831 15.953932 3638.263 50.153984800756 17.5666 0.0035 17.0155 0.0029 16.7712 0.0048
10.0 88.195563 15.954516 6084.708 30.35810508225 17.0781 0.0033 16.5893 0.0023 16.3733 0.0046
10.0 88.032806 15.956872 22242.986 42.052315907751 15.9314 0.0013 14.7493 0.0015 14.1767 0.0019
10.0 88.190638 15.958549 4585.625 55.821749963181 17.7092 0.0056 16.4764 0.0041 15.636 0.0035
10.0 88.230636 15.958656 3772.203 34.98932427676 17.6823 0.008 16.9971 0.0023 16.7009 0.0052
10.0 88.022252 15.958533 5042.917 45.449536094095 17.3451 0.005 16.6632 0.0019 16.3806 0.0016
10.0 88.050312 15.959376 8007.728 32.711742782575 16.704 0.0025 16.2284 0.0019 16.0152 0.0025
10.0 88.104407 15.96117 5070.79 91.444201731238 17.1513 0.0039 16.727 0.0017 16.5315 0.0031
10.0 88.064874 15.961683 9916.943 39.38884954554 16.4581 0.0048 15.956 0.0025 15.7216 0.0056
10.0 88.109233 15.96255 10638.51 40.056442556616 16.3304 0.0045 15.8953 0.0019 15.7214 0.0036
10.0 88.230849 15.961502 3596.549 36.061834341958 17.7239 0.0069 17.0998 0.0018 16.8336 0.0046
10.0 88.218807 15.964562 29930.733 35.107769756439 15.3856 0.0031 14.8407 0.0009 14.6118 0.0074
10.0 88.086127 15.963411 6824.96 54.183343109553 16.8361 0.0036 16.427 0.0014 16.2508 0.0047
10.0 88.198149 15.965057 7609.523 37.711939159439 16.7833 0.0022 16.4119 0.0013 16.2646 0.0041
10.0 88.194877 15.966842 38403.742 37.909221206447 15.163 0.001 14.5303 0.0011 14.2545 0.0009
10.0 88.179607 15.965582 6912.51 77.6883440078 17.0255 0.0051 16.2466 0.0038 15.9335 0.0054
10.0 88.090494 15.966881 13837.778 36.953618846471 16.1064 0.0043 15.5577 0.0007 15.3327 0.0009
10.0 88.17912 15.969541 39777.364 185.09442539406 15.0652 0.001 14.5807 0.0052 14.3795 0.0055
10.0 88.184777 15.969203 7815.013 34.139980312115 16.8585 0.0032 16.2734 0.0035 16.0258 0.0067
10.0 88.172393 15.970888 18488.314 36.836428715195 15.8582 0.0023 15.3775 0.0027 15.1831 0.003
10.0 87.982995 15.969906 4218.098 36.370664399903 17.4121 0.0052 17.0346 0.003 16.8926 0.0041
10.0 88.057432 15.970027 2550.435 38.642963993873 17.9118 0.0026 17.4487 0.0039 17.2424 0.0022
10.0 88.197497 15.97075 5593.218 57.263809626788 17.2207 0.0048 16.59 0.0039 16.3339 0.0029
10.0 88.166972 15.972831 9614.183 29.592006597893 16.5427 0.0017 16.071 0.002 15.8646 0.002
10.0 88.11924 15.972868 9854.633 52.922510388583 16.5183 0.0043 15.8485 0.002 15.5494 0.0078
10.0 88.088582 15.974848 31390.607 28.67433802743 15.4396 0.0024 14.4046 0.0037 13.9055 0.005
10.0 88.201324 15.972712 2083.696 33.309126208845 18.2433 0.0049 17.7216 0.004 17.4837 0.0042
10.0 88.145516 15.976131 82553.435 37.675127259411 14.1664 0.0032 13.6777 0.0001 13.7793 0.0013
10.0 88.107931 15.973591 2385.241 33.785306103418 17.9672 0.009 17.4377 0.0034 17.1901 0.0063
10.0 88.016299 15.974526 3492.111 36.584967564603 17.5969 0.0017 17.0512 0.0021 16.8267 0.0051
10.0 88.126976 15.978032 46597.863 33.93098741966 14.8574 0.0013 14.1262 0.0047 13.895 0.0011
10.0 88.169456 15.978868 27242.944 40.348991987388 15.4742 0.0027 14.8955 0.0016 14.6707 0.009
10.0 88.203207 15.978526 14349.546 38.368749229258 16.0944 0.0026 15.7542 0.0018 15.6115 0.0028
10.0 87.993123 15.977865 3482.578 40.609460731743 17.793 0.0065 17.071 0.0039 16.8 0.0042
10.0 88.188773 15.97779 2131.052 38.997220345341 18.251 0.0045 17.6657 0.005 17.3932 0.0037
10.0 87.99026 15.977509 1855.522 32.903849622774 18.733 0.0092 17.4651 0.0038 16.5502 0.0046
10.0 88.201896 15.981444 52460.307 39.865344207196 14.8249 0.0027 14.1407 0.0021 13.838 0.0042
10.0 88.016282 15.978427 2296.46 38.850463341358 18.055 0.0068 17.6296 0.0039 17.4489 0.0029
10.0 88.018923 15.979296 2575.698 34.356816376252 17.9333 0.0074 17.5479 0.0033 17.3827 0.0006
10.0 88.229484 15.981639 17492.183 76.632820200404 16.0816 0.0018 15.2704 0.0025 14.875 0.0035
10.0 88.068484 15.981117 5859.509 36.303464676226 17.0514 0.0049 16.4922 0.0044 16.2458 0.0005
10.0 88.173537 15.982098 10755.056 75.59819666601 16.4469 0.0025 15.9916 0.0029 15.7978 0.0015
10.0 88.155498 15.983396 10891.282 33.571008287442 16.4064 0.008 15.933 0.0069 15.6926 0.0076
10.0 88.03719 15.985113 27960.856 37.961643565874 15.5261 0.0035 14.7091 0.0007 14.3272 0.0037
10.0 88.08133 15.984243 10880.807 37.57506280256 16.3438 0.0035 15.8629 0.0028 15.6458 0.0007
10.0 87.991914 15.985274 26235.457 262.48520992326 15.4734 0.003 15.0131 0.0009 14.8246 0.0038
10.0 88.221253 15.98711 2762.252 32.096997797939 17.9511 0.006 17.4449 0.0025 17.2075 0.0045
10.0 88.182426 15.989515 21463.753 290.41886379749 15.689 0.0016 15.2584 0.0021 15.0711 0.0038
10.0 88.198813 15.99158 45854.811 120.46974056265 15.0156 0.0018 14.2704 0.0056 13.9016 0.0081
10.0 88.232118 15.991751 19981.969 78.42514145174 15.78 0.0024 15.3075 0.0026 15.1104 0.0002
10.0 88.143682 15.991677 18073.201 62.158765489542 15.7946 0.0035 15.4555 0.0042 15.3096 0.003
10.0 88.127033 15.990873 4562.13 35.7262826824 17.3752 0.0054 16.6184 0.0025 16.3057 0.0063
10.0 88.201627 15.990828 3786.46 37.29710133516 17.5891 0.0066 17.1327 0.0018 16.9247 0.004
10.0 88.229453 15.991669 10309.527 49.442546533267 16.5061 0.0025 15.9766 0.0019 15.742 0.0046
10.0 88.066475 15.992683 7787.568 33.866074332869 16.7175 0.0029 16.1834 0.0023 15.9467 0.0007
10.0 88.165522 15.992902 8903.967 57.154577758792 16.6835 0.0018 16.1022 0.0024 15.867 0.0027
10.0 88.157134 15.992315 2778.118 37.9006502109 18.0516 0.0074 17.107 0.0038 16.7176 0.004
10.0 87.983435 15.992607 3034.362 31.261107510836 17.979 0.004 16.9832 0.0012 16.5911 0.0025
10.0 88.01422 15.993332 8749.189 35.227002186161 16.6599 0.0072 16.1139 0.0034 15.8886 0.0013
10.0 88.005618 15.992854 3605.536 35.529714282077 17.7187 0.0041 16.9906 0.0029 16.6606 0.01
10.0 88.210598 15.995597 10785.962 34.626447666385 16.6049 0.002 15.8113 0.0015 15.4583 0.0027
10.0 88.231998 15.998428 62082.208 37.186659838899 14.5958 0.0016 14.0523 0.0025 13.842 0.0055
10.0 88.220656 15.995617 2472.108 36.147502604517 18.1764 0.0079 17.5728 0.0029 17.2957 0.0
10.0 88.166035 15.995599 3787.725 38.666695796582 17.551 0.0053 17.1575 0.0018 17.0 0.0083
10.0 88.042785 15.998878 13582.788 34.212064614222 16.1311 0.0051 15.7004 0.0021 15.5256 0.0025
10.0 88.053317 15.997469 2105.358 28.564152961572 18.2451 0.0003 17.5271 0.0062 17.2219 0.0021
10.0 88.16529 15.999483 16327.506 42.84522205431 16.0159 0.0024 15.5414 0.0024 15.3292 0.0014
10.0 88.214122 16.000302 8162.815 35.63305185657 16.7996 0.0019 16.2267 0.0015 16.0061 0.0062
10.0 88.142011 16.002162 7229.673 31.200127013788 16.8306 0.0021 16.3825 0.0024 16.1707 0.0037
11.0 244.49563 -0.109594 197087.001 1361.6536850231 17.3198 0.0031 16.3501 0.002 15.9706 0.002
11.0 244.671883 -0.109962 29627.329 406.62816725397 19.4355 0.0084 18.5433 0.0048 18.1051 0.0038
11.0 244.563035 -0.109434 21395.66 343.33791392497 19.8504 0.0133 18.6522 0.0064 17.6398 0.0035
11.0 244.620939 -0.108504 58071.314 622.79749313523 18.4682 0.0052 18.1471 0.0042 18.0066 0.0027
11.0 244.539791 -0.106837 101862.459 628.89960824262 17.8605 0.0034 17.4095 0.0027 17.248 0.0026
11.0 244.478506 -0.106622 81547.302 347.72035989118 18.165 0.0038 17.4788 0.0026 17.1768 0.0042
11.0 244.617742 -0.103441 31397.277 409.884969684 19.1671 0.0106 18.7326 0.0051 18.5398 0.0036
11.0 244.644558 -0.102379 96491.883 447.78339192517 17.8848 0.0046 17.5801 0.0024 17.4579 0.0025
11.0 244.461213 -0.100865 33819.585 404.54464837779 19.3198 0.014 18.1397 0.0027 17.238 0.0034
11.0 244.564227 -0.100999 34947.477 407.26588539226 19.0742 0.0047 18.573 0.0054 18.3444 0.0031
11.0 244.549047 -0.098799 130655.951 377.66284097417 17.5774 0.0037 17.2055 0.0037 17.0625 0.0023
11.0 244.666096 -0.098078 173890.38 444.01447047836 17.274 0.0028 16.9045 0.0023 16.7505 0.0026
11.0 244.52018 -0.097449 73277.244 469.66559294843 18.4263 0.0036 17.4294 0.0024 17.0184 0.0024
11.0 244.513066 -0.097326 57373.625 453.44314530821 18.5547 0.0074 17.9069 0.0025 17.6501 0.0031
11.0 244.654053 -0.096358 39070.359 321.84353857846 19.1914 0.0095 18.0915 0.0026 17.5855 0.0039
11.0 244.613327 -0.095211 75030.604 322.88129989129 18.2512 0.0042 17.7763 0.0052 17.5805 0.0027
11.0 244.502383 -0.092696 17857.613 311.08302683964 19.8769 0.0068 19.1873 0.0054 18.8822 0.0086
11.0 244.639668 -0.091451 23940.487 394.46501082474 19.4446 0.0136 19.1075 0.0054 18.9892 0.0062
11.0 244.510275 -0.090712 118793.27 427.61677321342 17.7294 0.0031 17.2016 0.0022 16.9729 0.0028
11.0 244.636768 -0.088792 310392.557 339.99455797423 16.7242 0.0039 16.2103 0.0017 15.9852 0.0022
11.0 244.521708 -0.088913 23070.741 382.17442914209 19.693 0.0108 18.7011 0.0052 18.2788 0.0035
11.0 244.557739 -0.08899 23596.929 415.09989501416 19.3952 0.0075 19.0718 0.0061 18.9274 0.0087
11.0 244.558373 -0.084464 23656.546 415.20716033546 19.5508 0.0123 18.8719 0.0052 18.6051 0.009
11.0 244.551278 -0.083356 153826.248 1854.9796161965 17.4455 0.0036 16.963 0.0016 16.7561 0.0018
11.0 244.548648 -0.083223 49701.537 343.4645501174 18.9098 0.0074 17.8505 0.0027 17.402 0.0026
11.0 244.458134 -0.081219 52445.492 384.0062040507 18.7345 0.0065 17.8882 0.0025 17.4919 0.0019
11.0 244.46531 -0.079151 281751.811 352.67317703642 16.8988 0.0032 16.1324 0.0017 15.8157 0.0025
11.0 244.553231 -0.07812 344926.732 387.8590642281 16.5769 0.0038 16.1276 0.0025 15.9553 0.0009
11.0 244.509088 -0.076371 31252.764 474.79825697335 19.4815 0.0116 18.2995 0.0048 17.7438 0.0028
11.0 244.551142 -0.076551 30613.891 379.43815897366 19.2206 0.0054 18.7385 0.0026 18.5334 0.0049
11.0 244.562627 -0.073645 42246.979 662.46973892785 18.8652 0.0066 18.4235 0.0056 18.2411 0.0035
11.0 244.50595 -0.073949 36687.105 381.55281568333 19.3466 0.009 18.09 0.0047 17.3802 0.0032
11.0 244.658943 -0.071892 151116.914 417.59702471562 17.4866 0.0031 16.9928 0.0019 16.7961 0.0027
11.0 244.514646 -0.072282 42488.347 424.33931020776 18.8443 0.0057 18.3447 0.0055 18.1403 0.0062
11.0 244.503766 -0.071155 203422.141 757.59796974635 17.1473 0.0041 16.677 0.002 16.4855 0.0019
11.0 244.439769 -0.070473 38032.78 429.68335633708 19.155 0.0124 18.0433 0.0023 17.549 0.0026
11.0 244.582809 -0.070035 26374.552 448.35330743415 19.5215 0.0104 18.7761 0.0052 18.4739 0.0041
11.0 244.617087 -0.06879 68078.454 513.31987025388 18.6221 0.0041 17.5482 0.0026 17.0693 0.0024
11.0 244.635353 -0.069423 28878.861 366.57598324942 19.3311 0.0091 18.8084 0.0061 18.5748 0.0041
11.0 244.666238 -0.06895 31268.468 389.17673866086 19.5256 0.0124 18.2358 0.0031 17.1698 0.0028
11.0 244.628665 -0.066352 86434.43 592.91046467392 18.0902 0.0035 17.6825 0.0026 17.5011 0.0028
11.0 244.476225 -0.065112 27752.352 483.4897909328 19.2765 0.0127 18.7901 0.0054 18.5916 0.0058
11.0 244.533139 -0.064147 63270.072 390.06127152766 18.4575 0.0046 17.8804 0.0036 17.6427 0.0029
11.0 244.61603 -0.063113 39466.101 481.77552035935 19.0189 0.0087 18.3835 0.0044 18.0806 0.0042
11.0 244.588401 -0.062374 64359.175 519.87334453706 18.4649 0.0049 17.9099 0.0024 17.6665 0.0029
11.0 244.53517 -0.062295 26336.639 422.61798957144 19.7046 0.0097 18.4253 0.004 17.0 0.0027
11.0 244.649937 -0.060778 202750.15 381.51224235539 17.2777 0.0038 16.5305 0.002 16.2402 0.0017
11.0 244.669503 -0.061566 40381.324 418.33512836655 18.8836 0.0056 18.4816 0.0052 18.3135 0.0046
11.0 244.528242 -0.060095 337878.935 383.51362937331 16.8264 0.0043 15.8205 0.0025 15.422 0.0016
11.0 244.445017 -0.05943 207918.014 1250.1280107562 17.1513 0.003 16.52 0.0012 16.2799 0.0018
11.0 244.636202 -0.059882 40844.175 427.16893130914 19.2179 0.0063 18.0081 0.0028 17.1256 0.0024
11.0 244.471737 -0.059237 55213.424 446.42898059616 18.8327 0.0055 17.6342 0.0026 17.0342 0.0033
11.0 244.540172 -0.05942 23876.349 398.04310132266 19.721 0.0212 18.7352 0.0045 18.3228 0.004
11.0 244.547704 -0.054618 205100.138 460.49242629507 17.1318 0.002 16.7202 0.0022 16.5631 0.0017
11.0 244.51223 -0.054382 32441.262 461.28399699826 19.2332 0.0075 18.5701 0.0043 18.2843 0.0038
11.0 244.637624 -0.054217 27763.713 488.28983000683 19.386 0.0046 18.8583 0.0045 18.6637 0.0049
11.0 244.602333 -0.053211 64442.854 467.09779739915 18.4381 0.0055 17.9282 0.003 17.7143 0.0027
11.0 244.567814 -0.048777 262733.46 1656.2022937899 16.9597 0.0029 16.3354 0.0027 16.1073 0.0018
11.0 244.639441 -0.047961 46147.219 389.49983398249 18.9827 0.0054 17.9859 0.0026 17.5644 0.0029
11.0 244.482631 -0.047393 46716.417 464.78910511079 19.0469 0.0078 17.8272 0.0033 16.7302 0.0019
11.0 244.534415 -0.047462 42270.43 391.38957193025 18.876 0.0054 18.3901 0.0038 18.1907 0.0039
11.0 244.48778 -0.046418 31579.069 379.3247081338 19.0847 0.0083 18.7742 0.0029 18.6713 0.0038
11.0 244.456406 -0.044763 36450.338 410.96089953663 18.9947 0.006 18.5735 0.0035 18.428 0.0054
11.0 244.570173 -0.043435 243293.358 426.55331448076 16.9485 0.002 16.5609 0.0019 16.3843 0.0018
11.0 244.604285 -0.040671 195336.047 363.49568207324 17.4217 0.0042 16.4222 0.0016 15.9819 0.0013
11.0 244.527898 -0.041071 54945.039 392.20685774159 18.6025 0.0047 18.0687 0.003 17.8328 0.0033
11.0 244.506488 -0.040587 62560.393 359.89899729735 18.4796 0.0076 17.959 0.0031 17.7432 0.0029
11.0 244.462316 -0.038795 79909.24 442.09649942088 18.1573 0.0053 17.7603 0.0037 17.606 0.0043
11.0 244.606186 -0.038695 31258.188 333.01803117653 19.2783 0.0056 18.6103 0.0056 18.3335 0.0051
11.0 244.501357 -0.037552 259796.149 426.45815904715 16.9511 0.0034 16.302 0.0019 16.0451 0.0015
11.0 244.488545 -0.038191 82550.214 408.97663640285 18.0776 0.005 17.7765 0.0022 17.6665 0.0027
11.0 244.510711 -0.037752 24430.477 377.75216327766 19.4643 0.008 19.0999 0.0051 18.9512 0.0072
11.0 244.569836 -0.034935 107190.171 366.73841593386 17.9218 0.0026 17.376 0.003 17.1355 0.0025
11.0 244.630331 -0.034348 332811.88 442.32692209821 16.6128 0.0022 16.1782 0.0017 16.0103 0.0025
11.0 244.60144 -0.034294 189345.031 477.31757406121 17.2221 0.0025 16.8093 0.0023 16.6499 0.0018
11.0 244.505737 -0.030564 160690.392 655.94164722021 17.6331 0.0052 16.6084 0.0027 16.1871 0.0023
11.0 244.641104 -0.030988 25258.374 396.62978056933 19.6529 0.0106 18.6445 0.0043 18.214 0.0034
11.0 244.567321 -0.030064 93867.086 536.03987069548 18.0268 0.0033 17.5387 0.0034 17.3085 0.0022
11.0 244.519856 -0.029442 35265.026 402.0156555293 19.0418 0.0081 18.6667 0.0055 18.5345 0.007
11.0 244.452098 -0.02702 31473.623 354.60448351877 19.5445 0.009 18.2472 0.0035 17.4067 0.0029
11.0 244.557774 -0.0267 50597.746 617.1731832845 18.6593 0.0032 18.2596 0.0024 18.0808 0.0036
11.0 244.651175 -0.025871 38790.433 442.35788259096 18.98 0.0044 18.4396 0.0041 18.1793 0.0056
11.0 244.491379 -0.025158 96515.189 1265.9906281364 17.9721 0.0039 17.4993 0.0036 17.3224 0.003
11.0 244.504006 -0.023643 93482.105 404.26965586992 18.0758 0.0042 17.4078 0.0029 17.1366 0.002
11.0 244.442567 -0.023197 62276.956 356.64841109316 18.4764 0.0045 17.9031 0.0028 17.6733 0.0038
11.0 244.652068 -0.022486 98806.061 359.08462698614 18.0352 0.0047 17.3112 0.0027 17.0092 0.0017
11.0 244.639881 -0.022311 20750.636 366.7924027056 19.6387 0.0097 19.2312 0.0067 19.0581 0.0065
11.0 244.623628 -0.020358 66589.739 343.88878122571 18.3817 0.0038 17.9759 0.0037 17.8292 0.0037
11.0 244.594065 -0.01944 45453.776 512.72328002983 18.8273 0.0069 18.2784 0.0028 18.0447 0.0036
11.0 244.522498 -0.018375 240517.353 768.55412974877 17.0057 0.001 16.4981 0.0021 16.3057 0.0023
11.0 244.525795 -0.01462 188605.544 366.34759452077 17.215 0.003 16.8019 0.0016 16.6157 0.0028
11.0 244.595006 -0.012072 47869.48 669.65610095011 18.813 0.0057 18.1169 0.0026 17.7891 0.0032
11.0 244.462549 -0.011446 78584.219 751.33687750239 18.2249 0.0059 17.6449 0.0034 17.4 0.0025
11.0 244.469717 -0.010474 113699.857 506.89677388684 17.8419 0.0044 17.2497 0.0031 17.0243 0.002
11.0 244.494033 -0.008087 148548.911 383.67639072036 17.5554 0.0034 16.9953 0.0028 16.7502 0.0017
11.0 244.520623 -0.007438 33126.411 400.29018060685 19.3376 0.0086 18.4099 0.0059 18.0105 0.0033
11.0 244.651851 -0.003357 51723.414 458.35929805123 18.8073 0.0055 17.9293 0.0031 17.5414 0.0032
11.0 244.514756 -0.002664 143849.214 501.66155177441 17.5484 0.0055 17.0643 0.0031 16.8745 0.0025
11.0 244.635452 -0.003241 28542.297 382.71537172014 19.5183 0.0063 18.4988 0.004 18.0217 0.0033
11.0 244.674945 0.010997 220251.388 706.01514600639 17.1135 0.0026 16.4652 0.0021 16.1852 0.0022
