cat_id ra dec g_Swope_flux g_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
10.0 88.231867 15.885953 6074.283 33.486453826684 16.4129 0.0022 16.0243 0.0031 15.8596 0.0016
10.0 88.174094 15.885498 2559.315 33.475844865101 17.3387 0.0003 16.5758 0.0015 16.188 0.0125
10.0 88.07666 15.888029 20157.005 28.542738606053 15.0569 0.0028 14.2393 0.0041 13.8641 0.0054
10.0 88.236378 15.888192 16050.472 32.434699547217 15.3806 0.0028 15.0426 0.0012 14.9051 0.0034
10.0 88.142617 15.888014 3692.129 36.169949369968 16.9224 0.0029 16.4058 0.0023 16.1635 0.0043
10.0 88.186155 15.888479 2336.797 29.376958816026 17.442 0.0044 17.1148 0.0041 16.979 0.0075
10.0 88.105464 15.891993 2433.073 28.932264789104 17.3927 0.0043 16.7013 0.0024 16.4316 0.0032
10.0 88.046732 15.893096 5253.489 30.79682145862 16.5356 0.0065 15.7833 0.0024 15.5176 0.0037
10.0 88.162886 15.895462 7068.675 27.910681667886 16.2051 0.0025 15.7955 0.0027 15.6138 0.0081
10.0 88.076548 15.896601 15162.457 30.83613352092 15.3472 0.0024 14.2301 0.0026 13.9374 0.0014
10.0 88.028418 15.89544 3215.166 32.609801679787 17.018 0.0032 16.1706 0.0016 15.8248 0.0055
10.0 88.190288 15.896014 2372.582 37.250912179575 17.3896 0.0035 16.8838 0.0032 16.6452 0.0044
10.0 88.208616 15.896654 3538.955 33.795668551109 16.9805 0.0043 16.7205 0.0027 16.6374 0.0055
10.0 88.106652 15.89787 2405.406 42.533142499071 17.3738 0.0062 16.8505 0.0026 16.6121 0.0034
10.0 88.102078 15.89862 6735.923 30.377454124161 16.2603 0.0027 15.7346 0.0016 15.4918 0.0193
10.0 88.183856 15.901096 9285.984 42.211863648452 15.9425 0.0017 15.4166 0.0013 15.1859 0.0037
10.0 88.01421 15.903841 45124.52 36.329817403537 14.1586 0.0002 13.7869 0.002 13.5759 0.001
10.0 88.20937 15.902159 6203.714 26.898789526823 16.3476 0.0006 15.9716 0.0017 15.8212 0.0031
10.0 88.217716 15.904122 23967.55 31.892231992188 14.8958 0.0012 14.4941 0.0049 14.3247 0.0039
10.0 88.091151 15.903299 1919.717 32.793091967219 17.6431 0.0063 17.1255 0.0018 16.9032 0.0058
10.0 88.198312 15.904741 4770.115 57.491102256522 16.6264 0.0004 15.7342 0.0018 15.3292 0.0039
10.0 88.233649 15.905439 8371.211 63.115542386595 16.088 0.0029 15.5821 0.0023 15.3583 0.0019
10.0 88.076838 15.906011 12185.655 31.584193745477 15.6116 0.0022 15.2477 0.0015 15.0987 0.0041
10.0 88.142464 15.906355 7023.26 27.763692838747 16.2238 0.0032 15.6841 0.0025 15.4209 0.0009
10.0 88.225065 15.90557 1559.493 26.465008504372 17.8653 0.0041 17.5198 0.0018 17.3593 0.0156
10.0 88.207562 15.905488 1536.819 27.472518676906 17.912 0.0075 17.3305 0.0019 17.0887 0.0049
10.0 88.117884 15.909654 18961.992 64.681014036178 15.1445 0.0041 14.7749 0.0029 14.6233 0.0017
10.0 88.11977 15.909236 1558.235 28.660297915321 17.8694 0.0056 17.1213 0.003 16.7898 0.0031
10.0 88.202309 15.908713 4630.063 33.222815103123 16.6124 0.003 15.7344 0.001 15.3237 0.0025
10.0 88.096143 15.910612 8659.104 29.508462954816 16.0112 0.0021 15.5188 0.002 15.3036 0.0051
10.0 88.161119 15.910782 2447.307 30.96915970975 17.3452 0.0029 16.9833 0.0031 16.8273 0.0039
10.0 88.084118 15.91187 2755.973 32.488483299568 17.2402 0.003 16.7437 0.0031 16.5362 0.0089
10.0 88.110403 15.915314 16170.449 95.763284984205 15.2773 0.0017 14.501 0.0065 14.1129 0.004
10.0 88.028213 15.914864 4736.371 57.268720859947 16.5629 0.0003 15.9474 0.0018 15.7053 0.007
10.0 88.176047 15.915948 13437.955 37.438422989984 15.4962 0.0017 15.1245 0.0014 14.9811 0.0007
10.0 88.222721 15.914887 3889.859 26.837866660923 16.8594 0.0028 16.3137 0.0042 16.064 0.0052
10.0 88.163327 15.916911 15216.339 78.230228675463 15.3571 0.0019 14.935 0.0002 14.739 0.0037
10.0 88.216841 15.916833 14816.693 50.590678373494 15.4014 0.0019 14.9491 0.0033 14.7523 0.0032
10.0 88.231519 15.91642 8596.462 50.571522558756 16.0624 0.0043 15.8299 0.0042 15.7423 0.0035
10.0 88.229559 15.917274 3387.65 28.981837533503 17.0359 0.0022 16.6168 0.0013 16.4235 0.003
10.0 88.190906 15.917582 12638.196 71.278960491703 15.5608 0.0022 15.0713 0.0019 14.8557 0.0037
10.0 88.174331 15.91854 16580.985 97.074576483937 15.2748 0.0031 14.8481 0.0014 14.6882 0.003
10.0 88.126926 15.919841 26182.568 65.254868268015 14.7734 0.0014 14.2835 0.0058 14.1039 0.002
10.0 88.139431 15.91967 17202.125 30.020686177474 15.1799 0.0021 14.3277 0.0031 13.943 0.0032
10.0 88.12362 15.918921 2170.44 29.061464788238 17.4538 0.0067 17.0746 0.0034 16.9086 0.0097
10.0 88.023814 15.920273 5372.56 34.093332667759 16.4367 0.0027 15.8217 0.0029 15.5807 0.0047
10.0 88.08772 15.919818 2012.931 27.171360116532 17.6038 0.0035 17.0696 0.0035 16.8376 0.0071
10.0 88.192849 15.92142 2342.812 33.581646319012 17.3983 0.0124 16.922 0.0029 16.7225 0.0043
10.0 88.191421 15.926068 38254.393 129.11995947652 14.3519 0.0038 13.8092 0.0018 13.6433 0.001
10.0 88.192387 15.92376 3966.633 44.419299130414 16.8131 0.0045 16.3706 0.0021 16.1796 0.0025
10.0 88.126789 15.92477 4366.981 29.216110058636 16.7129 0.007 16.4048 0.0052 16.2751 0.0033
10.0 88.185313 15.925243 2347.515 29.97312382531 17.384 0.0056 16.9299 0.002 16.7406 0.0043
10.0 88.083605 15.927171 11177.658 34.696807086155 15.6684 0.0033 14.9551 0.0015 14.6733 0.0097
10.0 88.220704 15.925692 1862.111 28.369433729696 17.6457 0.0032 17.0249 0.0026 16.7478 0.0029
10.0 88.034899 15.926647 1850.39 29.071246951681 17.5715 0.0057 17.0039 0.0027 16.7337 0.0018
10.0 88.063668 15.928397 14396.123 26.133205811108 15.4312 0.0014 14.9988 0.0034 14.8021 0.0019
10.0 88.11584 15.929478 20730.403 87.261750404146 15.0346 0.0024 14.435 0.0033 14.1615 0.0022
10.0 88.211837 15.929983 17130.816 27.970976893789 15.2532 0.0006 14.8281 0.0043 14.6267 0.0011
10.0 88.232883 15.930823 19806.967 26.908574711332 15.109 0.0012 14.6818 0.0028 14.5117 0.0033
10.0 88.180039 15.933576 22448.681 32.55325711416 14.935 0.0024 14.6136 0.0033 14.4891 0.0042
10.0 88.11612 15.934809 12629.413 30.645888603191 15.5663 0.0027 15.3616 0.0041 15.3109 0.002
10.0 88.063413 15.934194 1733.856 27.354367880773 17.7411 0.0039 17.2643 0.0029 17.0482 0.0037
10.0 88.07145 15.937653 1738.663 27.6295723826 17.6455 0.0051 16.973 0.0071 16.6987 0.0065
10.0 88.04638 15.942417 53710.892 28.859773670135 13.9787 0.0029 13.7069 0.0066 13.4964 0.001
10.0 88.117907 15.942152 15017.51 108.17204553178 15.3037 0.0023 14.469 0.0044 14.0666 0.0006
10.0 87.995511 15.943333 38794.192 108.21778286278 14.3435 0.0064 13.8049 0.0075 13.6315 0.0124
10.0 87.997069 15.944774 2149.715 36.06286859243 17.4644 0.0014 17.2241 0.0044 17.1231 0.002
10.0 88.186896 15.941547 1710.628 30.826356775965 17.7551 0.0008 17.3496 0.0038 17.1733 0.005
10.0 88.062114 15.943839 7258.318 32.278529687604 16.1549 0.0039 15.7025 0.0021 15.5115 0.0062
10.0 88.136385 15.945815 4117.582 58.007762181978 16.7382 0.0033 16.242 0.0018 16.0336 0.007
10.0 88.189309 15.944955 2190.709 29.814551646608 17.5272 0.0044 16.8141 0.0029 16.4717 0.0031
10.0 88.057854 15.947073 17724.45 30.182206761794 15.1818 0.0019 14.7381 0.0024 14.5574 0.0061
10.0 88.23933 15.945276 3108.52 31.380085668436 17.1188 0.0064 16.7168 0.002 16.5301 0.0048
10.0 88.072889 15.946028 2293.107 30.300755790791 17.4264 0.004 16.9946 0.0025 16.8149 0.0036
10.0 88.141702 15.949997 5745.858 77.979281229579 16.3127 0.0023 15.5185 0.0023 15.138 0.0034
10.0 88.148468 15.951197 18974.156 29.185585932104 15.0953 0.0022 14.6917 0.002 14.5377 0.0044
10.0 88.17961 15.949232 1665.688 28.28968530512 17.6984 0.0019 17.1424 0.0021 16.8614 0.005
10.0 88.151925 15.950758 5469.122 29.057170695688 16.4156 0.0023 15.9836 0.0022 15.8095 0.0032
10.0 88.006664 15.950496 2339.822 34.5506544157 17.4352 0.0001 16.7158 0.0022 16.3769 0.0016
10.0 88.063269 15.95156 2338.857 30.769361476795 17.3669 0.0061 16.574 0.0024 16.2436 0.0051
10.0 87.988319 15.952645 6258.62 31.718732875805 16.3395 0.0027 16.079 0.0029 16.0046 0.0023
10.0 88.003953 15.95193 1663.108 27.89119654818 17.752 0.004 17.2468 0.0028 16.9923 0.0059
10.0 88.177632 15.954242 9037.575 31.549605561329 15.9194 0.0019 15.373 0.0015 15.1312 0.0017
10.0 88.098171 15.953639 2455.357 35.423440096305 17.2928 0.011 16.9208 0.0035 16.8048 0.0097
10.0 88.153831 15.953916 1897.293 33.658713314138 17.5666 0.0035 17.0155 0.0029 16.7712 0.0048
10.0 88.195564 15.954526 3180.835 33.593867517126 17.0781 0.0033 16.5893 0.0023 16.3733 0.0046
10.0 88.0435 15.955021 2151.075 34.50379236019 17.49 0.0052 17.2243 0.0036 17.1286 0.0025
10.0 88.032828 15.956889 8411.182 29.952174040844 15.9314 0.0013 14.7493 0.0015 14.1767 0.0019
10.0 88.022286 15.95854 2390.205 36.331967033834 17.3451 0.005 16.6632 0.0019 16.3806 0.0016
10.0 88.19062 15.958553 1633.979 29.173708169252 17.7092 0.0056 16.4764 0.0041 15.636 0.0035
10.0 88.050321 15.959401 4269.366 31.736954800607 16.704 0.0025 16.2284 0.0019 16.0152 0.0025
10.0 88.230635 15.95866 1809.878 28.176507581468 17.6823 0.008 16.9971 0.0023 16.7009 0.0052
10.0 88.064878 15.96169 5360.87 38.631649592148 16.4581 0.0048 15.956 0.0025 15.7216 0.0056
10.0 88.1044 15.96118 2906.191 26.353458526818 17.1513 0.0039 16.727 0.0017 16.5315 0.0031
10.0 88.109241 15.962559 5947.208 32.371196220141 16.3304 0.0045 15.8953 0.0019 15.7214 0.0036
10.0 88.096751 15.96211 2775.277 26.867248924095 17.2348 0.0124 17.0031 0.0026 16.9404 0.0135
10.0 88.032762 15.963142 4210.218 40.169574334869 16.7505 0.0028 16.1367 0.0017 15.892 0.005
10.0 88.086139 15.963429 3773.645 41.466156202928 16.8361 0.0036 16.427 0.0014 16.2508 0.0047
10.0 88.218804 15.964573 15066.706 30.610893505112 15.3856 0.0031 14.8407 0.0009 14.6118 0.0074
10.0 88.19488 15.966843 18746.639 36.602357197393 15.163 0.001 14.5303 0.0011 14.2545 0.0009
10.0 88.179588 15.965586 3226.333 30.380962810512 17.0255 0.0051 16.2466 0.0038 15.9335 0.0054
10.0 88.090509 15.966882 7245.147 67.017982714345 16.1064 0.0043 15.5577 0.0007 15.3327 0.0009
10.0 88.034648 15.968379 21714.99 84.172083095476 14.9575 0.0022 14.665 0.0013 14.5719 0.0057
10.0 88.044551 15.968759 12048.925 80.241090089436 15.6101 0.0024 15.3332 0.0025 15.2365 0.001
10.0 88.179116 15.969546 19764.727 29.502226158077 15.0652 0.001 14.5807 0.0052 14.3795 0.0055
10.0 88.184772 15.969204 3913.78 28.69489683077 16.8585 0.0032 16.2734 0.0035 16.0258 0.0067
10.0 88.172396 15.970878 9429.189 29.411940468318 15.8582 0.0023 15.3775 0.0027 15.1831 0.003
10.0 88.197505 15.970761 2788.024 28.158644248515 17.2207 0.0048 16.59 0.0039 16.3339 0.0029
10.0 88.057433 15.970028 1547.544 28.157139594392 17.9118 0.0026 17.4487 0.0039 17.2424 0.0022
10.0 88.0385 15.975046 24389.241 34.80340559288 14.8599 0.0018 14.5769 0.0012 14.4939 0.0021
10.0 88.119236 15.972866 4917.673 34.058607180617 16.5183 0.0043 15.8485 0.002 15.5494 0.0078
10.0 88.166968 15.972827 5010.41 32.245626785298 16.5427 0.0017 16.071 0.002 15.8646 0.002
10.0 88.14552 15.976127 43197.648 28.106145800361 14.1664 0.0032 13.6777 0.0001 13.7793 0.0013
10.0 88.088587 15.974853 13170.695 39.079380418391 15.4396 0.0024 14.4046 0.0037 13.9055 0.005
10.0 88.031274 15.976129 3063.746 38.992692638281 17.0994 0.0021 16.5257 0.0015 16.2755 0.0025
10.0 88.002448 15.976389 3040.792 36.968883733985 17.0655 0.0037 16.845 0.0016 16.7798 0.0059
10.0 88.126971 15.97804 22481.851 33.877313813955 14.8574 0.0013 14.1262 0.0047 13.895 0.0011
10.0 88.169441 15.97887 13057.679 30.485484660086 15.4742 0.0027 14.8955 0.0016 14.6707 0.009
10.0 88.203204 15.9785 7886.967 33.132693265655 16.0944 0.0026 15.7542 0.0018 15.6115 0.0028
10.0 88.201892 15.981452 25311.956 35.728433306248 14.8249 0.0027 14.1407 0.0021 13.838 0.0042
10.0 88.068487 15.981115 3013.528 29.725896822091 17.0514 0.0049 16.4922 0.0044 16.2458 0.0005
10.0 88.229481 15.981646 8132.504 39.741244597423 16.0816 0.0018 15.2704 0.0025 14.875 0.0035
10.0 88.173537 15.982094 5486.582 29.406423460695 16.4469 0.0025 15.9916 0.0029 15.7978 0.0015
10.0 88.155489 15.98339 5608.487 29.820280038956 16.4064 0.008 15.933 0.0069 15.6926 0.0076
10.0 88.081342 15.98424 5912.541 75.830456330922 16.3438 0.0035 15.8629 0.0028 15.6458 0.0007
10.0 87.991935 15.98528 13584.248 67.971941256517 15.4734 0.003 15.0131 0.0009 14.8246 0.0038
10.0 88.037209 15.985107 12291.416 163.11119265084 15.5261 0.0035 14.7091 0.0007 14.3272 0.0037
10.0 88.118257 15.987838 38465.547 29.342069019503 14.2988 0.0015 14.0774 0.0449 14.0711 0.0099
10.0 88.170314 15.985323 2038.739 34.98558969116 17.5616 0.0042 17.276 0.0041 17.1689 0.0054
10.0 88.182425 15.989512 11561.9 34.959605106661 15.689 0.0016 15.2584 0.0021 15.0711 0.0038
10.0 88.198816 15.991589 20882.841 28.952948714935 15.0156 0.0018 14.2704 0.0056 13.9016 0.0081
10.0 88.143689 15.991666 9970.133 55.309386421436 15.7946 0.0035 15.4555 0.0042 15.3096 0.003
10.0 88.232123 15.991752 10749.56 31.37656677985 15.78 0.0024 15.3075 0.0026 15.1104 0.0002
10.0 88.229457 15.991677 5463.624 29.690809957194 16.5061 0.0025 15.9766 0.0019 15.742 0.0046
10.0 88.127019 15.990864 2287.088 27.650535431555 17.3752 0.0054 16.6184 0.0025 16.3057 0.0063
10.0 88.201635 15.990829 2028.01 27.082317850268 17.5891 0.0066 17.1327 0.0018 16.9247 0.004
10.0 88.066487 15.992673 4152.357 30.02680798913 16.7175 0.0029 16.1834 0.0023 15.9467 0.0007
10.0 88.165511 15.992901 4431.196 41.376513741619 16.6835 0.0018 16.1022 0.0024 15.867 0.0027
10.0 88.014232 15.993342 4374.061 26.399141346783 16.6599 0.0072 16.1139 0.0034 15.8886 0.0013
10.0 88.005624 15.992861 1597.353 27.190455474175 17.7187 0.0041 16.9906 0.0029 16.6606 0.01
10.0 88.210597 15.9956 4848.398 28.993974498418 16.6049 0.002 15.8113 0.0015 15.4583 0.0027
10.0 88.164287 15.9963 1783.621 27.386548677045 17.73 0.0089 17.3916 0.0071 17.2828 0.0093
10.0 88.232051 15.998415 31890.59 31.001420963755 14.5958 0.0016 14.0523 0.0025 13.842 0.0055
10.0 88.042805 15.998879 7336.845 44.915333066667 16.1311 0.0051 15.7004 0.0021 15.5256 0.0025
10.0 88.214116 16.000295 4263.889 32.081829754055 16.7996 0.0019 16.2267 0.0015 16.0061 0.0062
10.0 88.225204 16.002858 45221.915 29.556449697066 14.2249 0.0032 13.8593 0.0228 13.6895 0.002
10.0 88.14201 16.00215 3803.678 55.979747138515 16.8306 0.0021 16.3825 0.0024 16.1707 0.0037
10.0 88.043419 16.00452 8901.634 117.74386808947 15.857 0.0046 15.0081 0.0009 14.6094 0.004
10.0 87.992803 16.005209 19007.213 223.33971802143 15.1122 0.0023 14.7262 0.002 14.5603 0.0015
10.0 88.020842 16.004407 6822.029 24.756737343402 16.2194 0.01 15.7325 0.0018 15.5288 0.0051
10.0 88.196144 16.006365 36019.693 30.380957575766 14.4866 0.0014 14.1451 0.0021 14.0162 0.0028
10.0 88.069051 16.003996 1918.497 30.297353813727 17.5528 0.0102 17.1908 0.0043 17.0539 0.0054
10.0 88.22453 16.006196 17899.406 70.899139245396 15.2004 0.002 14.6645 0.0026 14.4443 0.0036
10.0 88.133231 16.005985 4900.342 54.245552288048 16.4843 0.0019 15.8753 0.0016 15.5953 0.0025
10.0 88.06263 16.007969 10985.738 54.254733169394 15.6839 0.003 15.1743 0.0025 14.9305 0.002
10.0 88.216327 16.006799 10243.696 31.833578511438 15.8518 0.0032 15.6035 0.0026 15.536 0.0019
10.0 88.060628 16.008981 19987.557 37.393058669793 15.0267 0.0033 14.5951 0.0021 14.4106 0.0058
10.0 88.065881 16.00792 2477.81 38.483849733097 17.2509 0.0055 16.8116 0.0045 16.6203 0.0015
10.0 88.024252 16.008754 4434.138 35.183245731667 16.6728 0.0045 16.1334 0.0017 15.9319 0.0032
10.0 88.07838 16.009766 2988.016 30.510023252011 17.0251 0.0028 16.2574 0.0006 15.8929 0.0035
10.0 88.047405 16.009644 1518.702 26.898568254343 17.8304 0.0071 17.2223 0.0025 16.9663 0.0023
11.0 88.065386 15.741964 19180.884 133.44734460937 15.7493 0.0032 15.222 0.0019 15.0074 0.0078
11.0 87.997064 15.74142 6675.296 120.60889706819 16.9276 0.0032 16.431 0.0023 16.2126 0.0031
11.0 88.043058 15.742804 25082.257 133.06259699332 15.4491 0.0004 15.0272 0.0011 14.8415 0.0026
11.0 88.155612 15.742597 14779.923 120.78963141324 15.9785 0.0102 15.0392 0.001 14.6354 0.0044
11.0 88.112877 15.744502 20307.172 145.10429026626 15.6825 0.0015 15.2979 0.0022 15.1633 0.0042
11.0 88.023517 15.745694 30907.061 146.81923166024 15.2268 0.0019 14.7811 0.0024 14.6098 0.004
11.0 87.980569 15.747427 11553.804 136.19324533486 16.2538 0.0054 15.5448 0.0015 15.245 0.0062
11.0 88.182247 15.746992 11598.928 141.73507903884 16.309 0.0032 15.8427 0.0022 15.6489 0.0025
11.0 88.052865 15.747079 9497.38 135.61967400006 16.4463 0.0048 15.7244 0.003 15.4219 0.0038
11.0 88.161654 15.750049 7890.024 134.36228063424 16.707 0.003 16.0344 0.0034 15.7646 0.002
11.0 88.044602 15.753428 22339.464 165.21293567707 15.5785 0.0048 15.132 0.0023 14.9383 0.0032
11.0 88.003334 15.753272 9859.055 137.16109482193 16.4615 0.0031 15.886 0.0011 15.6162 0.0038
11.0 88.015635 15.754794 17307.955 147.91143320718 15.7974 0.0028 15.0389 0.0017 14.6497 0.0026
11.0 88.063632 15.756713 12475.613 141.47468643331 16.2019 0.0004 15.7213 0.002 15.5147 0.0032
11.0 88.041698 15.758334 7766.241 134.13538202404 16.7205 0.0016 16.0057 0.0027 15.6585 0.0082
11.0 88.099214 15.758617 15594.374 135.99678941222 15.9501 0.0038 15.4736 0.0015 15.2652 0.0046
11.0 88.074624 15.758948 9926.824 133.4327343959 16.445 0.0032 15.793 0.0026 15.49 0.0016
11.0 88.024677 15.76391 56272.671 152.99664867689 14.5678 0.0021 14.1353 0.0053 13.9005 0.0114
11.0 88.175144 15.762715 25825.137 145.05871822401 15.412 0.0031 14.9726 0.0021 14.7988 0.0036
11.0 88.06551 15.761954 8570.334 130.83850809544 16.5859 0.0067 16.1609 0.0021 15.9661 0.0069
11.0 88.197493 15.768277 9714.255 119.63326093576 16.488 0.0023 15.9238 0.002 15.6765 0.0058
11.0 88.013273 15.768398 14250.788 144.17679411502 16.0361 0.0107 15.6473 0.0026 15.452 0.0032
11.0 88.072878 15.773313 9418.589 140.43439534213 16.4753 0.0122 15.5773 0.0016 15.2168 0.0032
11.0 88.036866 15.77479 42520.468 188.0173960465 14.871 0.0031 14.5241 0.0012 14.3915 0.0017
11.0 88.049059 15.776464 13144.071 120.77272955706 16.1077 0.0051 15.6087 0.0015 15.3832 0.0018
11.0 88.020112 15.778277 13646.323 138.57947396463 16.0923 0.0036 15.7539 0.0019 15.6147 0.0016
11.0 88.007218 15.778963 15976.608 142.28726839313 15.8921 0.0029 14.7852 0.0015 14.2829 0.0027
11.0 88.222268 15.783987 40241.452 229.62335060908 14.918 0.0038 13.9306 0.0018 13.4761 0.0
11.0 88.068496 15.784228 32547.897 154.02191878996 15.1689 0.001 14.7624 0.0021 14.5939 0.001
11.0 88.012867 15.785815 45433.76 190.25208941765 14.7874 0.0032 14.4557 0.0015 14.3424 0.0095
11.0 88.017981 15.787106 23164.539 129.49789325359 15.506 0.0018 14.9716 0.0015 14.7305 0.0022
11.0 88.145284 15.787001 10699.813 131.13388984636 16.3396 0.004 15.8888 0.0023 15.6872 0.0038
11.0 88.192957 15.788406 8896.094 129.18407780747 16.5619 0.0029 16.0599 0.0014 15.8507 0.0035
11.0 88.141185 15.790722 50482.886 193.47169151238 14.6521 0.0022 14.2064 0.0042 14.0149 0.0036
11.0 88.004063 15.790431 32227.305 152.83707349154 15.1348 0.0021 14.4303 0.002 14.1448 0.0012
11.0 88.123596 15.792297 8126.848 133.0023495559 16.6419 0.0028 16.1354 0.0027 15.8895 0.0031
11.0 88.218743 15.793513 11979.153 137.65308345368 16.3047 0.0023 15.904 0.0021 15.7331 0.0067
11.0 88.192549 15.796127 26734.968 160.42706506129 15.3703 0.0019 15.033 0.0041 14.9033 0.0032
11.0 88.188896 15.794645 8003.985 134.89935674468 16.6999 0.0042 16.0434 0.0017 15.7854 0.0022
11.0 87.988332 15.796426 28819.937 170.70680482601 15.2491 0.0028 14.4469 0.0011 14.0717 0.0083
11.0 88.083257 15.796825 11295.901 136.11231905008 16.3267 0.0028 15.9275 0.0019 15.7698 0.0061
11.0 87.991524 15.799406 38844.66 179.31336629037 14.9539 0.0039 14.4912 0.0002 14.3109 0.0007
11.0 88.15166 15.799284 10031.237 131.74519564719 16.3628 0.0032 15.7919 0.0013 15.5322 0.0052
11.0 87.994586 15.799832 12524.965 132.79461412128 16.1894 0.0032 15.4809 0.0016 15.1522 0.0019
11.0 88.096908 15.800593 8757.042 126.37564419294 16.5402 0.0039 16.1339 0.002 15.9822 0.009
11.0 88.04391 15.800782 6474.547 111.94776685091 16.8651 0.0023 16.3223 0.0024 16.0959 0.0029
11.0 88.102159 15.802664 9829.18 129.74700356944 16.4474 0.0066 16.0005 0.0021 15.8 0.0042
11.0 88.103058 15.805284 49913.565 181.62223014437 14.6626 0.0064 14.2452 0.0015 14.0803 0.0037
11.0 87.992046 15.805489 42206.127 182.07287505671 14.8194 0.0024 14.0002 0.005 13.6087 0.001
11.0 88.024902 15.805841 53812.309 167.05786020994 14.6102 0.0028 14.168 0.0035 14.0004 0.0032
11.0 88.136663 15.80482 8785.78 118.61005445725 16.5592 0.003 15.9323 0.0017 15.6798 0.0046
11.0 88.177141 15.805895 16726.659 123.45497067199 15.8519 0.0032 15.3871 0.0025 15.1957 0.0012
11.0 88.129655 15.808178 27328.756 151.09709070642 15.3081 0.0029 14.757 0.0027 14.5229 0.0031
11.0 88.097856 15.808501 11575.847 139.22025661469 16.2616 0.0034 15.7757 0.0016 15.5649 0.0067
11.0 88.008102 15.808763 14090.113 146.87266552072 16.0534 0.0025 15.6346 0.0011 15.4683 0.003
11.0 88.160901 15.809836 12537.528 131.8564816668 16.1583 0.0037 15.7778 0.002 15.6155 0.0022
11.0 88.121825 15.810699 9164.06 143.26925071106 16.4927 0.0033 15.9885 0.0029 15.7742 0.0055
11.0 88.024441 15.813012 7361.781 123.58669156147 16.7467 0.0046 16.249 0.0022 16.024 0.0015
11.0 88.142699 15.813493 18078.367 149.55987260938 15.7467 0.0017 15.1232 0.0019 14.8365 0.0074
11.0 88.010944 15.8134 12503.915 156.93355588239 16.1625 0.003 15.7553 0.0032 15.5671 0.0015
11.0 88.22761 15.814479 34980.312 186.27682751668 15.0642 0.0035 14.4988 0.0031 14.2828 0.0047
11.0 88.175258 15.814565 10953.574 130.92087648236 16.356 0.0056 15.9485 0.0016 15.7902 0.0109
11.0 88.166159 15.814644 8002.287 129.73585700433 16.663 0.0021 16.202 0.0009 15.9983 0.0035
11.0 88.046318 15.81722 70354.645 229.73444713893 14.3 0.0022 13.9528 0.004 13.7758 0.0044
11.0 87.995927 15.814872 6583.64 119.24607011917 16.8669 0.0024 16.3138 0.0022 16.0615 0.0054
11.0 88.079908 15.816935 32082.076 153.20964823745 15.1632 0.0034 14.9073 0.0035 14.8249 0.0023
11.0 88.104924 15.816452 14527.431 148.18461254473 16.0275 0.0022 15.7442 0.0031 15.6575 0.0087
11.0 88.160961 15.818537 17123.134 140.57030722906 15.8388 0.0007 15.377 0.0017 15.1861 0.0033
11.0 88.007476 15.819871 17164.968 141.06081954209 15.8243 0.0051 15.4304 0.0014 15.2527 0.0019
11.0 88.00496 15.82063 8444.678 138.0231694121 16.578 0.0034 16.1171 0.0019 15.9163 0.0063
11.0 88.073027 15.821885 28221.739 135.97550151784 15.2562 0.0011 14.8071 0.0024 14.6262 0.0027
11.0 88.181727 15.829313 13937.943 118.71381415516 16.0659 0.0026 15.565 0.0023 15.3631 0.0084
11.0 87.984296 15.832062 63405.423 172.36712950827 14.4273 0.0054 14.1878 0.0039 14.1289 0.0006
11.0 88.068594 15.830233 9840.039 120.72322838894 16.4522 0.0021 16.0968 0.001 15.9901 0.0042
11.0 88.217023 15.831512 8797.026 129.04828565103 16.5573 0.0066 16.2599 0.0027 16.1583 0.0094
11.0 88.175082 15.832195 7705.808 122.5105031564 16.7115 0.0001 16.2122 0.0023 15.9832 0.0094
11.0 88.105686 15.836052 15551.12 137.06550828156 15.9091 0.002 15.3127 0.0023 15.0886 0.0018
11.0 87.992523 15.83644 23384.478 176.66674864164 15.4865 0.0032 15.0329 0.0032 14.8527 0.0015
11.0 88.01213 15.838153 8755.248 142.72082920222 16.5612 0.0033 16.1362 0.0031 15.9615 0.0031
11.0 88.079487 15.839554 29760.171 156.15718673789 15.2284 0.0032 14.9382 0.0016 14.8419 0.0046
11.0 88.046165 15.839721 6840.019 123.03388227988 16.7583 0.0021 15.6551 0.0021 15.1844 0.0018
11.0 88.075326 15.841152 18426.218 137.73684433196 15.7454 0.002 15.3394 0.0013 15.1781 0.0037
11.0 88.001696 15.842637 51403.723 169.9103687595 14.6033 0.0012 14.1816 0.0016 14.034 0.0004
11.0 88.122477 15.843325 40668.336 163.60797138524 14.8346 0.0014 14.0892 0.0023 13.7281 0.001
11.0 88.068087 15.843775 15933.637 136.0527909021 15.8854 0.0025 15.5543 0.0026 15.4286 0.0033
11.0 88.036117 15.844328 18539.886 157.55767485748 15.7112 0.0032 15.2541 0.0019 15.0558 0.006
11.0 88.132843 15.844046 6154.493 108.20112321009 16.9555 0.0049 16.2111 0.0025 15.9089 0.0026
11.0 88.132027 15.848854 8985.758 123.49178124504 16.4299 0.0014 15.437 0.002 14.9902 0.0031
11.0 88.027491 15.850966 9089.446 136.80200866158 16.4612 0.003 15.7798 0.003 15.4544 0.0104
11.0 88.225718 15.853773 42237.407 203.86957442463 14.8486 0.0014 14.375 0.0043 14.1722 0.0033
