cat_id ra dec B_Swope_flux B_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
0.0 322.958333 0.190565 3374.713 61.092588949351 19.3337 0.0092 18.5981 0.0065 18.3125 0.0044
0.0 322.980539 0.193612 26692.865 131.89603697569 17.1661 0.005 16.596 0.0032 16.3583 0.0024
0.0 323.036262 0.201129 111219.924 291.91151878812 15.7713 0.0037 15.3776 0.0037 15.2385 0.0018
0.0 322.922157 0.202756 55407.733 298.60619546461 16.4583 0.0049 16.0325 0.0029 15.8582 0.0015
0.0 323.1479 0.201833 16442.515 91.836133249492 17.8454 0.0059 17.4774 0.0059 17.3399 0.0022
0.0 323.133808 0.204669 108194.278 306.34327674209 15.6865 0.0027 15.0616 0.0064 14.8305 0.0014
0.0 323.029546 0.208062 14357.325 88.694605866868 17.8269 0.0064 17.0525 0.0044 16.7549 0.0039
0.0 323.149154 0.208444 7508.083 68.22948654994 18.6737 0.0101 18.3274 0.0067 18.1847 0.0036
0.0 322.949812 0.208925 6351.822 69.261103071448 18.7352 0.0059 18.0924 0.0036 17.8373 0.004
0.0 323.159176 0.211369 76371.419 249.64731309554 16.1375 0.0048 15.6953 0.0031 15.5349 0.0017
0.0 323.097134 0.211002 5779.963 62.077699358072 18.8682 0.0113 18.0751 0.0042 17.7617 0.0033
0.0 322.957795 0.213787 5792.605 63.336787331784 19.0262 0.0041 18.7573 0.0063 18.6253 0.0039
0.0 323.00644 0.216192 14419.784 90.762489040719 17.9002 0.0049 17.3383 0.0046 17.1049 0.0028
0.0 323.004316 0.215967 10933.49 86.820660546784 18.2386 0.0069 17.8103 0.0071 17.6106 0.0028
0.0 323.033384 0.216394 9116.918 75.264269253613 18.3732 0.0036 17.8089 0.0091 17.5899 0.002
0.0 322.987992 0.21914 10664.91 75.896877531001 18.2711 0.0053 17.8236 0.0038 17.6349 0.0036
0.0 323.035734 0.224725 143911.355 608.64928416313 15.4173 0.0038 14.856 0.0032 14.6514 0.0035
0.0 323.141725 0.221905 12930.867 83.122933093661 18.1157 0.0073 17.7752 0.0064 17.6397 0.0034
0.0 323.068046 0.227636 456546.099 1583.5415867717 14.2203 0.0012 13.8334 0.0021 13.6829 0.001
0.0 322.939603 0.226429 8378.174 73.653034822904 18.3928 0.0106 17.6117 0.0033 17.3054 0.0024
0.0 323.098755 0.229253 3660.534 65.885718938812 19.5588 0.0097 19.2991 0.0088 19.1985 0.0068
0.0 322.968084 0.230485 3659.94 62.63442978815 19.5048 0.0152 19.103 0.0103 18.9525 0.0063
0.0 322.977109 0.232044 13302.935 79.456115431664 17.9317 0.0049 17.2786 0.0051 17.0344 0.0025
0.0 323.01831 0.236513 132121.354 457.01973810149 15.5185 0.0051 15.0389 0.0029 14.8515 0.0025
0.0 323.015215 0.238567 429586.049 1432.9426074467 14.2601 0.0046 13.7695 0.0029 13.6055 0.0013
0.0 323.148297 0.234875 13668.888 64.005896087794 17.9887 0.0031 17.5337 0.0065 17.3486 0.0029
0.0 323.021871 0.235834 24348.567 128.56160386659 17.5067 0.0032 17.2394 0.0055 17.1276 0.0029
0.0 323.11856 0.237147 45442.024 168.72150793976 16.6852 0.0061 16.1679 0.0031 15.9708 0.0031
0.0 322.972145 0.24192 102334.295 356.9099471607 15.7128 0.0009 15.022 0.0044 14.7141 0.0012
0.0 322.952593 0.240889 49583.805 164.12581802028 16.5281 0.0024 15.9643 0.0021 15.7421 0.0018
0.0 323.016984 0.240378 10933.147 91.616458477462 18.1923 0.0048 17.5874 0.0046 17.3206 0.0046
0.0 323.072653 0.240193 12748.339 83.935500700337 18.0407 0.0058 17.5177 0.0034 17.3105 0.0065
0.0 323.138734 0.24439 6569.905 60.790220151493 18.7629 0.0062 18.3368 0.0057 18.169 0.0057
0.0 323.118293 0.245983 7541.814 58.597155171475 18.6656 0.0058 18.2401 0.009 18.1112 0.0035
0.0 323.101161 0.249173 34386.181 141.73941813359 16.9094 0.0028 16.2394 0.0044 15.9802 0.0023
0.0 322.921528 0.253081 63298.521 169.44044598226 16.3419 0.0063 15.8929 0.0037 15.6986 0.0013
0.0 322.996932 0.252709 9157.34 73.900966349733 18.3033 0.0069 17.5525 0.0039 17.2212 0.0025
0.0 323.108457 0.253688 18394.509 93.716819541326 17.5915 0.006 16.9976 0.0058 16.7997 0.0019
0.0 323.129536 0.252863 4860.938 65.048130819126 19.0588 0.0048 18.4608 0.0056 18.2521 0.004
0.0 323.002015 0.253598 8453.638 72.404961659052 18.4793 0.0057 17.96 0.0051 17.7688 0.0042
0.0 323.011139 0.255675 8782.288 78.613418305153 18.5062 0.0118 18.0006 0.0029 17.8226 0.0052
0.0 323.007984 0.255694 10453.906 79.248152799809 18.2527 0.0054 17.6624 0.005 17.4556 0.0034
0.0 322.922797 0.257597 5718.816 67.9762684716 18.8615 0.0152 18.2831 0.0061 18.0597 0.0046
0.0 323.089872 0.257575 3872.158 64.547780523299 19.4497 0.0195 18.9761 0.0052 18.8022 0.0054
0.0 323.039511 0.262375 48257.371 208.86561188043 16.6183 0.0035 16.056 0.0024 15.83 0.0017
0.0 323.104486 0.265071 3569.718 62.69496550635 19.3001 0.0106 18.6684 0.0074 18.4368 0.0045
0.0 323.052014 0.27082 324684.662 1008.1091864846 14.6373 0.0064 14.3092 0.0009 14.2224 0.0039
0.0 322.942858 0.26844 89124.73 293.81874743903 15.9198 0.0025 15.4216 0.0011 15.2718 0.0026
0.0 322.930906 0.268278 10461.141 69.565041500559 18.3641 0.0071 18.0083 0.0049 17.8685 0.0021
0.0 323.058405 0.273963 168310.168 632.54788078172 15.3208 0.005 14.9233 0.0019 14.7917 0.0028
0.0 323.120904 0.272875 27890.915 109.09939976887 17.1678 0.0043 16.7042 0.0028 16.5287 0.0029
0.0 323.027877 0.27129 3943.657 71.797087793636 19.2678 0.0083 18.6941 0.0071 18.466 0.0057
0.0 323.078254 0.272225 7677.031 75.262657946909 18.6518 0.0093 18.2349 0.0034 18.0678 0.0038
0.0 322.958021 0.276662 26965.518 115.1183961655 17.3271 0.0076 17.0049 0.0064 16.885 0.0037
0.0 323.139778 0.279405 94628.538 258.32470231049 15.8401 0.0037 15.3504 0.0028 15.1868 0.0014
0.0 322.926128 0.279593 25102.239 105.22266207727 17.2248 0.0053 16.5777 0.0032 16.3143 0.0017
0.0 323.058243 0.284021 19604.169 101.09262830585 17.5203 0.0059 16.7955 0.0034 16.5231 0.002
0.0 322.937855 0.284099 8881.042 70.756501565395 18.3946 0.0086 17.878 0.004 17.654 0.0022
0.0 323.036953 0.285428 13876.587 84.310329349702 17.9944 0.0064 17.6146 0.0028 17.4779 0.0024
0.0 323.043958 0.290996 261181.076 951.55373322895 14.7623 0.0062 14.2098 0.0013 14.0171 0.0053
0.0 322.935361 0.289515 41963.124 169.12269992172 16.6442 0.0015 15.9037 0.0015 15.6296 0.0013
0.0 322.922935 0.291442 85923.095 306.3952396277 15.9357 0.0037 15.3859 0.0022 15.1611 0.0017
0.0 322.925109 0.296402 66531.345 234.96550899314 16.303 0.0061 15.9066 0.002 15.7619 0.0015
0.0 323.106336 0.297306 11074.752 77.928003019262 18.1213 0.0125 17.5716 0.0056 17.3661 0.0026
0.0 322.930975 0.301564 58803.544 267.46953296466 16.374 0.0025 15.8931 0.0016 15.6951 0.0023
0.0 323.104316 0.30435 42076.1 137.88692203378 16.7591 0.0067 16.3741 0.005 16.2429 0.0026
0.0 323.000168 0.303686 11204.178 90.955341775253 18.2362 0.0078 17.7994 0.0043 17.6359 0.0028
0.0 322.977257 0.307354 149356.825 624.4397725952 15.4048 0.0034 15.0085 0.001 14.8706 0.0025
0.0 322.930786 0.308546 20568.288 98.634514588179 17.5692 0.0046 17.203 0.0045 17.0578 0.0038
0.0 323.115075 0.308762 8806.355 72.193855429771 18.4189 0.0173 18.0178 0.0071 17.8724 0.0033
0.0 323.160494 0.310799 4527.176 63.764025416807 19.0504 0.0061 18.2054 0.0055 17.8904 0.0044
0.0 322.963325 0.31632 33533.391 147.23142367502 17.0476 0.0049 16.6996 0.0048 16.5619 0.0029
0.0 323.11719 0.316983 5236.734 65.427509686975 18.9891 0.0084 18.5453 0.005 18.3798 0.0047
0.0 323.007636 0.319719 12756.219 86.191334159788 18.0109 0.0074 17.4419 0.0075 17.1882 0.0027
0.0 323.066488 0.319362 9715.145 89.623079120713 18.3605 0.0041 17.9512 0.0051 17.7686 0.0044
0.0 323.068213 0.320247 18186.151 89.62289474328 17.626 0.0035 17.1538 0.0046 16.9976 0.0022
0.0 323.132533 0.319489 6772.09 72.360238251034 18.6683 0.008 18.1869 0.0029 17.9914 0.0037
0.0 322.920667 0.321849 10538.506 76.883931062932 18.2557 0.0043 17.7524 0.0027 17.5351 0.0036
0.0 323.081827 0.322292 6233.201 71.601191504169 18.74 0.0075 18.2402 0.0043 18.0392 0.0059
0.0 323.041777 0.324489 7838.265 72.640227795353 18.6955 0.0086 18.3397 0.0051 18.2314 0.0029
0.0 323.074617 0.328937 19421.393 101.87540929417 17.5857 0.0022 17.225 0.0022 17.0986 0.0033
0.0 323.160124 0.329003 23785.298 116.7993592582 17.443 0.0015 17.085 0.0027 16.9653 0.0025
0.0 323.145281 0.332342 170345.26 532.07905762267 15.3069 0.0015 14.9305 0.0022 14.8112 0.0008
0.0 323.085501 0.332315 119392.057 292.66711937151 15.5444 0.0038 15.0652 0.0025 14.8873 0.0015
0.0 323.011294 0.334901 14557.245 80.794753299694 17.849 0.0097 17.3713 0.0031 17.1825 0.0028
0.0 322.986249 0.33793 24466.84 118.74493563108 17.2489 0.0038 16.6935 0.0041 16.4894 0.0045
0.0 322.961787 0.341794 23883.71 129.48965564484 17.2239 0.0034 16.4606 0.0036 16.1704 0.0025
0.0 322.979086 0.34395 19088.778 98.14419802821 17.555 0.0037 17.0231 0.0033 16.8308 0.0028
0.0 323.073769 0.346501 62828.051 231.39571624099 16.3599 0.0037 16.0434 0.002 15.9382 0.0016
0.0 323.083932 0.34704 41873.609 151.63764895276 16.7397 0.0038 16.3036 0.003 16.1264 0.0028
0.0 323.080907 0.347085 9884.0 66.320928945132 18.3348 0.0097 17.934 0.0057 17.7865 0.0041
0.0 323.049767 0.354271 33817.638 156.08495255203 16.8009 0.0071 16.0594 0.0041 15.7835 0.0018
0.0 323.079818 0.357845 45116.964 166.72490373367 16.5688 0.0022 15.9673 0.0021 15.7761 0.0018
0.0 323.135415 0.357325 8528.24 90.222403057952 18.5189 0.0058 18.0247 0.0046 17.8367 0.0034
0.0 323.089026 0.357794 11126.69 71.312705585642 18.242 0.0026 17.8671 0.0063 17.7283 0.0035
0.0 323.093527 0.358553 17269.86 89.356347059259 17.7867 0.0041 17.4336 0.0041 17.306 0.0013
0.0 323.101024 0.363726 252680.458 735.64422081816 14.8019 0.0016 14.3058 0.0049 14.1546 0.0022
0.0 323.088958 0.363851 14151.647 91.384801240633 17.8598 0.0069 17.2257 0.0018 16.9805 0.0036
0.0 323.116255 0.364903 18741.275 93.024771945237 17.6651 0.0029 17.1871 0.0046 17.0006 0.0026
0.0 323.025423 0.364793 8753.588 76.441837759953 18.3986 0.0059 18.0144 0.005 17.8501 0.0097
0.0 322.939812 0.364944 10490.585 72.466969835933 18.2182 0.0038 17.7793 0.0028 17.6122 0.0041
0.0 323.015794 0.368149 10821.353 88.766244471444 17.9971 0.0106 17.2758 0.0033 16.9993 0.0047
0.0 323.135921 0.369126 6599.02 72.659713917689 18.6629 0.003 17.8708 0.0027 17.5922 0.0032
0.0 322.944607 0.370644 25992.112 92.973918163109 17.1904 0.0053 16.4845 0.0068 16.1854 0.0039
0.0 323.160043 0.370734 5417.128 70.280013633554 18.9158 0.0058 18.2077 0.0037 17.9342 0.003
0.0 322.956112 0.374192 19796.975 92.729542122856 17.6331 0.0033 17.2891 0.0029 17.166 0.0041
0.0 323.050651 0.374529 30650.42 135.81861664637 17.1043 0.0027 16.7596 0.0019 16.6362 0.0021
0.0 322.936825 0.375557 11604.453 78.091234145597 18.081 0.0046 17.4569 0.0031 17.2368 0.0029
0.0 323.056438 0.377084 4160.455 73.110621664005 19.1608 0.0175 18.5246 0.0073 18.2825 0.0039
1.0 88.013172 15.768348 14872.55 230.5065537185 16.0361 0.0107 15.6473 0.0026 15.452 0.0032
1.0 88.036795 15.774747 43177.527 320.62572098946 14.871 0.0031 14.5241 0.0012 14.3915 0.0017
1.0 88.048983 15.776437 12522.482 225.00197248965 16.1077 0.0051 15.6087 0.0015 15.3832 0.0018
1.0 88.068442 15.784217 32487.452 246.90944550188 15.1689 0.001 14.7624 0.0021 14.5939 0.001
1.0 88.012769 15.785788 46252.674 298.85654868877 14.7874 0.0032 14.4557 0.0015 14.3424 0.0095
1.0 88.017895 15.787089 21463.154 242.2036244391 15.506 0.0018 14.9716 0.0015 14.7305 0.0022
1.0 88.141188 15.790747 53004.425 296.87781960675 14.6521 0.0022 14.2064 0.0042 14.0149 0.0036
1.0 88.003968 15.790408 28200.84 221.29479814027 15.1348 0.0021 14.4303 0.002 14.1448 0.0012
1.0 88.218791 15.793531 11532.379 204.41634701929 16.3047 0.0023 15.904 0.0021 15.7331 0.0067
1.0 88.130478 15.795475 18932.508 199.94799106715 15.8303 0.0031 15.4496 0.003 15.3065 0.0024
1.0 88.192598 15.796148 29238.199 241.56516254413 15.3703 0.0019 15.033 0.0041 14.9033 0.0032
1.0 87.988214 15.796409 24619.486 254.86269557808 15.2491 0.0028 14.4469 0.0011 14.0717 0.0083
1.0 87.99144 15.799401 38672.996 251.22149050352 14.9539 0.0039 14.4912 0.0002 14.3109 0.0007
1.0 88.151671 15.799319 10548.477 191.72529287215 16.3628 0.0032 15.7919 0.0013 15.5322 0.0052
1.0 87.994498 15.799837 11038.062 196.29350115098 16.1894 0.0032 15.4809 0.0016 15.1522 0.0019
1.0 88.103037 15.805315 54607.117 292.49559804318 14.6626 0.0064 14.2452 0.0015 14.0803 0.0037
1.0 87.991944 15.805484 36112.532 273.56829638189 14.8194 0.0024 14.0002 0.005 13.6087 0.001
1.0 88.024842 15.805867 53742.727 257.69404966922 14.6102 0.0028 14.168 0.0035 14.0004 0.0032
1.0 88.17718 15.805931 18013.19 227.56876291232 15.8519 0.0032 15.3871 0.0025 15.1957 0.0012
1.0 88.129655 15.80822 27794.186 218.99141290524 15.3081 0.0029 14.757 0.0027 14.5229 0.0031
1.0 88.008036 15.808784 14496.41 255.38998400497 16.0534 0.0025 15.6346 0.0011 15.4683 0.003
1.0 88.227614 15.814506 33571.489 235.24749089753 15.0642 0.0035 14.4988 0.0031 14.2828 0.0047
1.0 88.010897 15.813446 13106.507 240.99089846585 16.1625 0.003 15.7553 0.0032 15.5671 0.0015
1.0 88.142692 15.813544 18318.21 209.24355411567 15.7467 0.0017 15.1232 0.0019 14.8365 0.0074
1.0 88.175292 15.814609 11684.183 207.01685255169 16.356 0.0056 15.9485 0.0016 15.7902 0.0109
1.0 88.046265 15.817267 73758.379 286.78231684289 14.3 0.0022 13.9528 0.004 13.7758 0.0044
1.0 88.079867 15.816979 35627.63 209.09936722778 15.1632 0.0034 14.9073 0.0035 14.8249 0.0023
1.0 88.104906 15.816511 16517.708 251.71572700246 16.0275 0.0022 15.7442 0.0031 15.6575 0.0087
1.0 88.16096 15.81858 17811.481 233.99218488497 15.8388 0.0007 15.377 0.0017 15.1861 0.0033
1.0 88.007425 15.819897 18517.595 231.11992234446 15.8243 0.0051 15.4304 0.0014 15.2527 0.0019
1.0 88.072985 15.821952 30651.936 237.86340333715 15.2562 0.0011 14.8071 0.0024 14.6262 0.0027
1.0 88.181752 15.829369 14554.719 220.34554497804 16.0659 0.0026 15.565 0.0023 15.3631 0.0084
1.0 87.992484 15.836461 23327.959 226.4271731068 15.4865 0.0032 15.0329 0.0032 14.8527 0.0015
1.0 88.105665 15.836128 15232.812 216.23363770563 15.9091 0.002 15.3127 0.0023 15.0886 0.0018
1.0 88.07945 15.839636 33544.977 245.26562226872 15.2284 0.0032 14.9382 0.0016 14.8419 0.0046
1.0 88.001647 15.842687 56114.353 267.99043841973 14.6033 0.0012 14.1816 0.0016 14.034 0.0004
1.0 88.075304 15.841239 19665.65 226.43006479577 15.7454 0.002 15.3394 0.0013 15.1781 0.0037
1.0 88.122473 15.843398 37426.664 230.67333141712 14.8346 0.0014 14.0892 0.0023 13.7281 0.001
1.0 88.068047 15.843852 18378.047 215.79522764999 15.8854 0.0025 15.5543 0.0026 15.4286 0.0033
1.0 88.03609 15.844392 20148.743 221.04517546864 15.7112 0.0032 15.2541 0.0019 15.0558 0.006
1.0 88.225722 15.85382 41631.912 294.56136306748 14.8486 0.0014 14.375 0.0043 14.1722 0.0033
1.0 88.071748 15.85542 22446.561 218.13114595649 15.5479 0.0016 15.0311 0.0022 14.8009 0.0026
1.0 88.075592 15.857863 54921.913 257.05636624075 14.557 0.0288 13.9314 0.0015 13.7397 0.001
1.0 88.020878 15.862718 46016.104 302.84740211677 14.8609 0.001 14.4902 0.0014 14.346 0.0076
1.0 88.03437 15.859439 15996.636 226.02088163326 15.9306 0.0019 15.4368 0.0022 15.2333 0.0027
1.0 88.040905 15.859812 16140.665 221.52484145976 15.8723 0.0058 15.3316 0.0019 15.1254 0.0029
1.0 88.196355 15.860447 23685.472 241.40757486121 15.5011 0.0055 15.056 0.002 14.8751 0.0037
1.0 88.179554 15.866386 19645.765 221.67170221479 15.7042 0.0012 15.2109 0.0011 15.0056 0.0022
1.0 88.198089 15.871768 37406.083 260.11380837995 14.8473 0.0098 14.1284 0.0046 13.7335 0.001
1.0 88.063834 15.873792 36059.501 270.20196663978 15.0485 0.0021 14.5737 0.0017 14.3842 0.003
1.0 88.029501 15.874756 26219.437 228.63140308884 15.4495 0.002 15.0542 0.0011 14.9051 0.0025
1.0 88.084322 15.880012 16207.427 228.85357310453 15.904 0.0019 15.4396 0.0012 15.2448 0.0043
1.0 88.111669 15.882304 13224.492 216.44376109735 16.2109 0.0033 15.789 0.0024 15.617 0.0039
1.0 87.992349 15.883699 34941.28 244.12757911625 15.1581 0.0021 14.7994 0.0016 14.6741 0.0016
1.0 88.082543 15.887146 25758.762 257.58237422661 15.3374 0.0027 14.781 0.0016 14.5536 0.0013
1.0 88.236354 15.888243 27246.309 258.40518124425 15.3806 0.0028 15.0426 0.0012 14.9051 0.0034
1.0 88.076635 15.88808 29036.584 260.77380191431 15.0569 0.0028 14.2393 0.0041 13.8641 0.0054
1.0 88.102062 15.898691 12322.838 218.6017050409 16.2603 0.0027 15.7346 0.0016 15.4918 0.0193
1.0 88.183878 15.901167 14619.221 243.76432242205 15.9425 0.0017 15.4166 0.0013 15.1859 0.0037
1.0 88.014161 15.903866 79595.491 246.82896541981 14.1586 0.0002 13.7869 0.002 13.5759 0.001
1.0 88.217712 15.904177 40626.403 236.65830146663 14.8958 0.0012 14.4941 0.0049 14.3247 0.0039
1.0 88.233633 15.905499 12833.863 218.28596237563 16.088 0.0029 15.5821 0.0023 15.3583 0.0019
1.0 88.076817 15.906085 21999.569 197.24812902147 15.6116 0.0022 15.2477 0.0015 15.0987 0.0041
1.0 88.117897 15.909717 34716.043 237.69402213624 15.1445 0.0041 14.7749 0.0029 14.6233 0.0017
1.0 88.096133 15.910685 14343.278 218.50907563631 16.0112 0.0021 15.5188 0.002 15.3036 0.0051
1.0 88.110417 15.915377 24272.735 238.57078280031 15.2773 0.0017 14.501 0.0065 14.1129 0.004
1.0 88.17605 15.91601 23972.182 228.35639170996 15.4962 0.0017 15.1245 0.0014 14.9811 0.0007
1.0 88.16332 15.916979 26755.438 209.13433531778 15.3571 0.0019 14.935 0.0002 14.739 0.0037
1.0 88.21683 15.916886 24485.147 221.98898318208 15.4014 0.0019 14.9491 0.0033 14.7523 0.0032
1.0 88.190894 15.917631 20857.033 223.83480324297 15.5608 0.0022 15.0713 0.0019 14.8557 0.0037
1.0 88.174323 15.91861 28784.685 230.96039226407 15.2748 0.0031 14.8481 0.0014 14.6882 0.003
1.0 88.126937 15.919926 44495.622 227.31476172778 14.7734 0.0014 14.2835 0.0058 14.1039 0.002
1.0 88.191429 15.926118 60724.119 227.17570496042 14.3519 0.0038 13.8092 0.0018 13.6433 0.001
1.0 88.025997 15.923395 13157.777 213.43892544679 16.1503 0.0022 15.7028 0.002 15.5137 0.0033
1.0 88.0836 15.927236 18141.752 230.86018867199 15.6684 0.0033 14.9551 0.0015 14.6733 0.0097
1.0 88.063677 15.928454 25347.577 224.39255095155 15.4312 0.0014 14.9988 0.0034 14.8021 0.0019
1.0 88.115858 15.929561 33771.196 238.03538570368 15.0346 0.0024 14.435 0.0033 14.1615 0.0022
1.0 88.211825 15.930024 28696.902 216.68347784206 15.2532 0.0006 14.8281 0.0043 14.6267 0.0011
1.0 88.232859 15.930853 32515.82 229.25299466098 15.109 0.0012 14.6818 0.0028 14.5117 0.0033
1.0 88.180015 15.933639 39063.945 230.85286628153 14.935 0.0024 14.6136 0.0033 14.4891 0.0042
1.0 88.046387 15.942429 97972.007 363.41615717279 13.9787 0.0029 13.7069 0.0066 13.4964 0.001
1.0 88.117914 15.942223 22350.399 222.3904840056 15.3037 0.0023 14.469 0.0044 14.0666 0.0006
1.0 87.995481 15.943325 65078.071 235.8843486093 14.3435 0.0064 13.8049 0.0075 13.6315 0.0124
1.0 88.062129 15.943876 12627.51 211.48425683542 16.1549 0.0039 15.7025 0.0021 15.5115 0.0062
1.0 88.057857 15.947104 30753.185 228.3944136102 15.1818 0.0019 14.7381 0.0024 14.5574 0.0061
1.0 88.148458 15.951256 32602.665 233.04270022284 15.0953 0.0022 14.6917 0.002 14.5377 0.0044
1.0 88.177619 15.954321 14027.248 199.18260388149 15.9194 0.0019 15.373 0.0015 15.1312 0.0017
1.0 88.109261 15.962632 10738.588 190.95363541187 16.3304 0.0045 15.8953 0.0019 15.7214 0.0036
1.0 88.218767 15.964616 24746.514 222.90204528707 15.3856 0.0031 14.8407 0.0009 14.6118 0.0074
1.0 88.194865 15.966901 28153.291 229.8632160151 15.163 0.001 14.5303 0.0011 14.2545 0.0009
1.0 88.090526 15.966934 12417.419 218.06419500901 16.1064 0.0043 15.5577 0.0007 15.3327 0.0009
1.0 88.034665 15.968397 40480.967 244.18318436001 14.9575 0.0022 14.665 0.0013 14.5719 0.0057
1.0 88.044558 15.968776 21503.07 181.93574221155 15.6101 0.0024 15.3332 0.0025 15.2365 0.001
1.0 88.1791 15.969593 33545.767 234.10956995511 15.0652 0.001 14.5807 0.0052 14.3795 0.0055
1.0 88.172381 15.970924 15705.017 213.74120104979 15.8582 0.0023 15.3775 0.0027 15.1831 0.003
1.0 88.079326 15.974732 51042.615 237.52779344068 14.5682 0.006 14.0472 0.011 14.1223 0.0015
1.0 88.076691 15.976796 24858.945 237.47584405796 15.2178 0.0038 14.4653 0.003 14.1326 0.0016
1.0 88.078853 15.976649 14470.068 237.53631046838 15.9683 0.0028 15.5244 0.0019 15.3314 0.0041
1.0 88.038507 15.975071 44058.159 228.07125339604 14.8599 0.0018 14.5769 0.0012 14.4939 0.0021
1.0 88.145509 15.97618 71148.44 286.67554065831 14.1664 0.0032 13.6777 0.0001 13.7793 0.0013
1.0 88.126982 15.978084 33174.9 222.53043232376 14.8574 0.0013 14.1262 0.0047 13.895 0.0011
1.0 88.203146 15.978547 13903.726 207.84961330807 16.0944 0.0026 15.7542 0.0018 15.6115 0.0028
1.0 88.169428 15.978911 20155.243 235.85043792798 15.4742 0.0027 14.8955 0.0016 14.6707 0.009
1.0 88.201861 15.981479 39266.486 247.6433214141 14.8249 0.0027 14.1407 0.0021 13.838 0.0042
1.0 87.991922 15.985278 23693.486 217.04490162664 15.4734 0.003 15.0131 0.0009 14.8246 0.0038
1.0 88.037219 15.985137 17973.086 218.41632773177 15.5261 0.0035 14.7091 0.0007 14.3272 0.0037
