cat_id ra dec B_Swope_flux B_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
20.0 322.987985 0.21915 8179.151 64.483918976362 18.2711 0.0053 17.8236 0.0038 17.6349 0.0036
20.0 323.141728 0.221921 8919.736 91.502242971521 18.1157 0.0073 17.7752 0.0064 17.6397 0.0034
20.0 323.035734 0.224728 102965.047 356.09259286792 15.4173 0.0038 14.856 0.0032 14.6514 0.0035
20.0 323.068035 0.227639 321642.879 1188.0386295111 14.2203 0.0012 13.8334 0.0021 13.6829 0.001
20.0 322.939605 0.226414 6286.4 65.814533302712 18.3928 0.0106 17.6117 0.0033 17.3054 0.0024
20.0 323.098754 0.22926 2689.46 47.193339251899 19.5588 0.0097 19.2991 0.0088 19.1985 0.0068
20.0 323.170783 0.230324 3609.604 64.492328430008 18.8694 0.0073 18.0905 0.0049 17.7709 0.0041
20.0 322.968078 0.230488 2589.503 42.666940560018 19.5048 0.0152 19.103 0.0103 18.9525 0.0063
20.0 322.977109 0.232038 9765.125 60.863665616085 17.9317 0.0049 17.2786 0.0051 17.0344 0.0025
20.0 323.018313 0.236504 93747.816 349.68286486227 15.5185 0.0051 15.0389 0.0029 14.8515 0.0025
20.0 323.148308 0.23491 9364.887 92.862891905515 17.9887 0.0031 17.5337 0.0065 17.3486 0.0029
20.0 323.015219 0.238567 307182.19 863.61095372111 14.2601 0.0046 13.7695 0.0029 13.6055 0.0013
20.0 323.021864 0.23582 17878.617 68.43622833797 17.5067 0.0032 17.2394 0.0055 17.1276 0.0029
20.0 323.118575 0.23716 30806.451 232.41492322319 16.6852 0.0061 16.1679 0.0031 15.9708 0.0031
20.0 322.972182 0.241958 75261.122 315.42115620879 15.7128 0.0009 15.022 0.0044 14.7141 0.0012
20.0 322.952593 0.240881 37284.17 186.60537542342 16.5281 0.0024 15.9643 0.0021 15.7421 0.0018
20.0 323.072651 0.240198 8992.556 69.888327026037 18.0407 0.0058 17.5177 0.0034 17.3105 0.0065
20.0 323.016982 0.24037 7785.406 60.612513555696 18.1923 0.0048 17.5874 0.0046 17.3206 0.0046
20.0 323.138738 0.244406 4605.537 59.135656202254 18.7629 0.0062 18.3368 0.0057 18.169 0.0057
20.0 323.11831 0.245981 5144.276 70.73111641948 18.6656 0.0058 18.2401 0.009 18.1112 0.0035
20.0 323.101175 0.249181 23298.716 160.9675065891 16.9094 0.0028 16.2394 0.0044 15.9802 0.0023
20.0 322.996918 0.252705 6451.728 59.231108199425 18.3033 0.0069 17.5525 0.0039 17.2212 0.0025
20.0 323.108471 0.253703 12709.686 107.27887702328 17.5915 0.006 16.9976 0.0058 16.7997 0.0019
20.0 323.129558 0.252868 3316.351 50.94865316682 19.0588 0.0048 18.4608 0.0056 18.2521 0.004
20.0 323.002023 0.253592 6362.948 58.971650531059 18.4793 0.0057 17.96 0.0051 17.7688 0.0042
20.0 323.011127 0.255668 5984.705 49.493516222252 18.5062 0.0118 18.0006 0.0029 17.8226 0.0052
20.0 323.00797 0.2557 7491.089 51.182383137296 18.2527 0.0054 17.6624 0.005 17.4556 0.0034
20.0 323.039519 0.262388 33503.087 149.13736139547 16.6183 0.0035 16.056 0.0024 15.83 0.0017
20.0 323.16187 0.263439 8737.141 80.531345999973 17.9696 0.0046 17.3094 0.0048 17.0262 0.0044
20.0 322.942855 0.268437 67142.47 389.82994431821 15.9198 0.0025 15.4216 0.0011 15.2718 0.0026
20.0 323.052021 0.270822 227281.838 971.2674870406 14.6373 0.0064 14.3092 0.0009 14.2224 0.0039
20.0 322.930892 0.268274 7657.858 74.687817632459 18.3641 0.0071 18.0083 0.0049 17.8685 0.0021
20.0 323.162764 0.269715 4250.945 53.357183904288 18.7947 0.0087 18.2626 0.0052 18.0427 0.0032
20.0 323.058422 0.273973 116696.153 577.43061965943 15.3208 0.005 14.9233 0.0019 14.7917 0.0028
20.0 323.027869 0.271276 2742.799 49.320842548739 19.2678 0.0083 18.6941 0.0071 18.466 0.0057
20.0 323.120923 0.272878 19050.846 174.39407984062 17.1678 0.0043 16.7042 0.0028 16.5287 0.0029
20.0 323.078245 0.272223 5298.548 62.729415387742 18.6518 0.0093 18.2349 0.0034 18.0678 0.0038
20.0 322.958012 0.276658 20210.442 117.07391352691 17.3271 0.0076 17.0049 0.0064 16.885 0.0037
20.0 323.139801 0.27942 65370.346 470.47119984804 15.8401 0.0037 15.3504 0.0028 15.1868 0.0014
20.0 323.058263 0.284027 13152.183 74.256299242687 17.5203 0.0059 16.7955 0.0034 16.5231 0.002
20.0 322.937847 0.284083 6650.603 62.901619445915 18.3946 0.0086 17.878 0.004 17.654 0.0022
20.0 323.036955 0.285429 9818.522 62.048859820795 17.9944 0.0064 17.6146 0.0028 17.4779 0.0024
20.0 323.04397 0.290993 177313.674 740.90338279132 14.7623 0.0062 14.2098 0.0013 14.0171 0.0053
20.0 323.165867 0.287474 7428.419 69.792491598573 18.2307 0.0056 17.8222 0.0049 17.6525 0.0023
20.0 322.935366 0.289513 30728.226 209.48356201199 16.6442 0.0015 15.9037 0.0015 15.6296 0.0013
20.0 323.106347 0.29732 7561.422 71.232252513927 18.1213 0.0125 17.5716 0.0056 17.3661 0.0026
20.0 322.930975 0.301554 43257.596 278.71403449733 16.374 0.0025 15.8931 0.0016 15.6951 0.0023
20.0 323.00017 0.303676 7950.24 71.882779347272 18.2362 0.0078 17.7994 0.0043 17.6359 0.0028
20.0 323.104322 0.304353 29611.596 219.55268496909 16.7591 0.0067 16.3741 0.005 16.2429 0.0026
20.0 322.977254 0.307354 109505.736 548.29850534954 15.4048 0.0034 15.0085 0.001 14.8706 0.0025
20.0 323.115082 0.308771 6319.818 64.859404211981 18.4189 0.0173 18.0178 0.0071 17.8724 0.0033
20.0 323.160517 0.310789 3126.349 53.240738361577 19.0504 0.0061 18.2054 0.0055 17.8904 0.0044
20.0 322.963327 0.316323 25243.474 150.53470234935 17.0476 0.0049 16.6996 0.0048 16.5619 0.0029
20.0 323.117213 0.316986 3659.869 53.577772753327 18.9891 0.0084 18.5453 0.005 18.3798 0.0047
20.0 323.066485 0.319347 6693.152 82.6322876752 18.3605 0.0041 17.9512 0.0051 17.7686 0.0044
20.0 323.068214 0.320253 12670.485 82.641978203289 17.626 0.0035 17.1538 0.0046 16.9976 0.0022
20.0 323.007648 0.319708 8887.046 72.366308614925 18.0109 0.0074 17.4419 0.0075 17.1882 0.0027
20.0 323.132562 0.319499 4945.514 53.084297098162 18.6683 0.008 18.1869 0.0029 17.9914 0.0037
20.0 323.081849 0.322295 4478.307 52.283929128155 18.74 0.0075 18.2402 0.0043 18.0392 0.0059
20.0 323.172099 0.323853 11270.058 84.36293590567 17.8411 0.0053 17.3862 0.0042 17.2184 0.0022
20.0 323.041775 0.324499 5167.165 56.958456978387 18.6955 0.0086 18.3397 0.0051 18.2314 0.0029
20.0 323.160139 0.329008 16640.954 93.664052176565 17.443 0.0015 17.085 0.0027 16.9653 0.0025
20.0 323.074613 0.328931 13727.655 85.509225689829 17.5857 0.0022 17.225 0.0022 17.0986 0.0033
20.0 323.145298 0.332343 119174.687 579.72245696386 15.3069 0.0015 14.9305 0.0022 14.8112 0.0008
20.0 323.085513 0.33232 85161.97 460.38155930366 15.5444 0.0038 15.0652 0.0025 14.8873 0.0015
20.0 323.011292 0.334888 10302.662 68.691513481791 17.849 0.0097 17.3713 0.0031 17.1825 0.0028
20.0 322.98624 0.337919 17429.77 109.34202563529 17.2489 0.0038 16.6935 0.0041 16.4894 0.0045
20.0 322.961786 0.341789 17236.082 120.75615726959 17.2239 0.0034 16.4606 0.0036 16.1704 0.0025
20.0 322.979087 0.343948 13711.304 99.994907974303 17.555 0.0037 17.0231 0.0033 16.8308 0.0028
20.0 323.073779 0.346492 44260.449 237.62593239449 16.3599 0.0037 16.0434 0.002 15.9382 0.0016
20.0 323.08394 0.347038 29240.717 162.04711442385 16.7397 0.0038 16.3036 0.003 16.1264 0.0028
20.0 323.164264 0.345509 3104.508 52.948059717061 19.1688 0.0066 18.4808 0.0032 18.2344 0.0036
20.0 323.126976 0.346548 7312.138 60.361304801904 18.2648 0.0073 17.6946 0.0053 17.4457 0.0027
20.0 323.080926 0.347091 6874.314 47.668697347124 18.3348 0.0097 17.934 0.0057 17.7865 0.0041
20.0 323.049782 0.354263 23628.376 126.70291578263 16.8009 0.0071 16.0594 0.0041 15.7835 0.0018
20.0 323.079835 0.357845 31713.455 144.00829897484 16.5688 0.0022 15.9673 0.0021 15.7761 0.0018
20.0 323.135433 0.357332 6012.779 57.95653261972 18.5189 0.0058 18.0247 0.0046 17.8367 0.0034
20.0 323.089025 0.357806 7610.396 66.958167516264 18.242 0.0026 17.8671 0.0063 17.7283 0.0035
20.0 323.093548 0.358545 11869.557 88.125040326429 17.7867 0.0041 17.4336 0.0041 17.306 0.0013
20.0 323.101039 0.363728 172785.766 747.50182978522 14.8019 0.0016 14.3058 0.0049 14.1546 0.0022
20.0 323.088982 0.363852 9493.186 70.533614213531 17.8598 0.0069 17.2257 0.0018 16.9805 0.0036
20.0 322.939808 0.364939 7983.666 70.531891200177 18.2182 0.0038 17.7793 0.0028 17.6122 0.0041
20.0 323.116271 0.364904 12837.856 84.34134973192 17.6651 0.0029 17.1871 0.0046 17.0006 0.0026
20.0 323.025414 0.364788 6336.489 60.544636477791 18.3986 0.0059 18.0144 0.005 17.8501 0.0097
20.0 323.015804 0.368138 8059.487 61.70954475113 17.9971 0.0106 17.2758 0.0033 16.9993 0.0047
20.0 323.135925 0.369108 4354.248 53.679968464925 18.6629 0.003 17.8708 0.0027 17.5922 0.0032
20.0 322.944606 0.370627 19107.006 106.47084778351 17.1904 0.0053 16.4845 0.0068 16.1854 0.0039
20.0 323.160055 0.370705 3843.945 49.042500906067 18.9158 0.0058 18.2077 0.0037 17.9342 0.003
21.0 244.630076 -0.118926 11417.314 125.26664334687 15.9466 0.0016 15.4537 0.0022 15.2772 0.001
21.0 244.666119 -0.098056 3754.103 64.730653251873 17.274 0.0028 16.9045 0.0023 16.7505 0.0026
21.0 244.451027 -0.095275 6664.38 110.60079860803 16.3513 0.0019 15.6332 0.0015 15.3253 0.0012
21.0 244.438176 -0.093429 14402.794 222.55230886932 15.7777 0.0012 15.3928 0.0012 15.2394 0.001
21.0 244.646121 -0.091958 7613.161 95.54977749801 16.273 0.005 15.4374 0.0021 15.1028 0.0017
21.0 244.551317 -0.088793 10100.426 150.62365790376 15.9607 0.0048 15.3034 0.0015 15.0813 0.0011
21.0 244.599847 -0.088047 12100.135 127.05229643879 15.9138 0.0034 15.4404 0.003 15.2628 0.0012
21.0 244.636828 -0.088771 5474.9 76.339495277834 16.7242 0.0039 16.2103 0.0017 15.9852 0.0022
21.0 244.510317 -0.085499 18398.576 262.60090986155 15.3456 0.0016 14.756 0.0014 14.5203 0.003
21.0 244.624275 -0.08388 6564.988 71.866108340408 16.4902 0.0031 15.821 0.0024 15.5271 0.0013
21.0 244.551258 -0.083333 3051.029 47.209412329286 17.4455 0.0036 16.963 0.0016 16.7561 0.0018
21.0 244.553217 -0.078102 6576.885 67.585683193143 16.5769 0.0038 16.1276 0.0025 15.9553 0.0009
21.0 244.595509 -0.073557 9926.455 103.38811965412 16.0623 0.0028 15.4374 0.0022 15.1519 0.0012
21.0 244.503723 -0.07116 3870.111 68.403852058917 17.1473 0.0041 16.677 0.002 16.4855 0.0019
21.0 244.635638 -0.066997 27530.959 208.91500766057 15.1025 0.0038 14.7344 0.0013 14.5914 0.0016
21.0 244.612522 -0.059002 8812.76 75.081716541111 16.1692 0.0018 15.4127 0.0023 15.1088 0.0016
21.0 244.489558 -0.054534 10507.458 137.73577441333 15.8743 0.003 15.1637 0.0023 14.8746 0.0016
21.0 244.547696 -0.054554 4194.165 60.210261922027 17.1318 0.002 16.7202 0.0022 16.5631 0.0017
21.0 244.56781 -0.048728 4527.253 56.751732106326 16.9597 0.0029 16.3354 0.0027 16.1073 0.0018
21.0 244.570187 -0.043381 5324.879 58.175787702214 16.9485 0.002 16.5609 0.0019 16.3843 0.0018
21.0 244.613982 -0.039489 34316.323 169.3003058995 14.7479 0.0019 14.1613 0.0013 13.9568 0.0013
21.0 244.501314 -0.037526 4130.57 57.533218048245 16.9511 0.0034 16.302 0.0019 16.0451 0.0015
21.0 244.630363 -0.03431 6860.807 68.216072672419 16.6128 0.0022 16.1782 0.0017 16.0103 0.0025
21.0 244.60145 -0.03424 3978.759 51.979788512273 17.2221 0.0025 16.8093 0.0023 16.6499 0.0018
21.0 244.677099 -0.032485 12763.569 106.49811335561 15.7797 0.0024 15.1698 0.0032 14.9413 0.0015
21.0 244.554366 -0.029493 9828.585 83.460802316843 16.0193 0.0041 15.1865 0.0022 14.8641 0.0018
21.0 244.522511 -0.018327 4419.555 52.295827068791 17.0057 0.001 16.4981 0.0021 16.3057 0.0023
21.0 244.525793 -0.01457 4004.433 50.018762346474 17.215 0.003 16.8019 0.0016 16.6157 0.0028
21.0 244.494016 -0.008036 2622.646 44.815611204402 17.5554 0.0034 16.9953 0.0028 16.7502 0.0017
21.0 244.540485 -0.000967 30554.538 122.05828018031 14.8598 0.0029 14.1895 0.0021 13.9214 0.0019
21.0 244.514752 -0.00259 2680.421 44.490041976204 17.5484 0.0055 17.0643 0.0031 16.8745 0.0025
21.0 244.597256 -0.000138 18214.576 92.572011226033 15.481 0.003 14.9468 0.0017 14.7161 0.0027
21.0 244.665631 0.000135 4405.158 50.264817339959 17.0647 0.0035 16.655 0.002 16.4929 0.002
21.0 244.559351 0.002415 5042.544 47.703553153088 16.9875 0.0043 16.5604 0.0023 16.3815 0.0021
21.0 244.609183 0.003555 2998.573 46.742381069689 17.5399 0.0048 17.168 0.0025 17.0178 0.0024
21.0 244.663798 0.004621 6407.779 59.482686750713 16.5541 0.0038 15.9623 0.0015 15.6748 0.0016
21.0 244.501071 0.005264 6445.635 65.343612991855 16.5858 0.0039 16.0596 0.0015 15.8455 0.002
21.0 244.571269 0.005687 4751.246 56.497123287094 16.9431 0.0033 16.3887 0.0036 16.1459 0.0014
21.0 244.674863 0.011186 3780.011 45.035578671983 17.1135 0.0026 16.4652 0.0021 16.1852 0.0022
21.0 244.630672 0.0139 5263.266 51.965535718498 16.904 0.0026 16.4066 0.0016 16.1968 0.002
21.0 244.612583 0.017513 12057.651 88.345798185803 15.9499 0.0034 15.499 0.0017 15.3194 0.0023
21.0 244.451966 0.017648 9991.816 86.521605651591 16.1516 0.0022 15.7019 0.0017 15.5325 0.0025
21.0 244.670746 0.024307 2913.964 44.929216929973 17.4685 0.004 16.9998 0.0025 16.8088 0.0019
21.0 244.663011 0.025852 3781.846 53.715715028384 17.2199 0.0035 16.7825 0.0017 16.6014 0.002
21.0 244.617023 0.025668 3543.817 51.662615082593 17.1577 0.0031 16.4606 0.0018 16.168 0.0023
21.0 244.590199 0.027996 3253.969 41.373397305312 17.3834 0.0027 16.8949 0.0024 16.7135 0.0017
21.0 244.560488 0.030817 18028.066 97.356165461744 15.6365 0.004 15.2656 0.0019 15.0856 0.0016
21.0 244.560056 0.034548 7353.844 59.014919970307 16.5395 0.0033 16.0923 0.003 15.9184 0.0015
21.0 244.574798 0.042229 4217.766 60.939037451379 17.0431 0.0042 16.4606 0.0024 16.2176 0.0018
21.0 244.519428 0.044477 12437.958 76.996159635197 15.9761 0.0012 15.6009 0.0017 15.4345 0.0014
21.0 244.45094 0.050048 68069.098 406.19369983441 14.6107 0.0066 13.9808 0.0187 14.1671 0.0093
21.0 244.486363 0.047438 3388.89 53.308576899321 17.2536 0.0022 16.7171 0.0028 16.5305 0.0023
21.0 244.625384 0.049868 11135.67 64.604087440197 15.9559 0.0023 15.3957 0.0021 15.1506 0.0023
21.0 244.498741 0.05016 17566.891 99.754453110965 15.5342 0.0025 15.1019 0.0029 14.9327 0.0012
21.0 244.631569 0.051953 10753.315 85.814433695699 15.9527 0.0038 15.2971 0.0013 15.0207 0.0027
21.0 244.674175 0.054179 3162.829 51.878017705333 17.3533 0.0036 16.8628 0.0021 16.6164 0.0021
21.0 244.531147 0.059761 4446.272 50.075486949688 17.0276 0.0029 16.577 0.0019 16.4176 0.0021
21.0 244.484445 0.062637 23382.803 141.1518870359 15.1451 0.0016 14.5802 0.0022 14.3883 0.0018
21.0 244.512088 0.063703 7014.187 52.442270129787 16.4433 0.003 15.8215 0.0022 15.5891 0.0016
21.0 244.479391 0.070913 13698.196 97.092349679373 15.6349 0.0028 14.9869 0.0022 14.7118 0.0017
21.0 244.446075 0.073924 5809.404 53.455875387374 16.5916 0.0027 15.8963 0.0023 15.6239 0.0014
21.0 244.476695 0.083039 28766.937 132.96553075158 15.0515 0.0021 14.7245 0.0018 14.6138 0.0023
21.0 244.611458 0.083479 15159.524 88.72523266879 15.5577 0.0026 14.8209 0.0011 14.4954 0.004
21.0 244.62483 0.085067 3187.26 45.404798083573 17.3489 0.0041 16.7081 0.0023 16.427 0.003
21.0 244.489292 0.091227 8571.215 55.945781944428 16.2787 0.0028 15.8168 0.002 15.6393 0.0016
21.0 244.591623 0.092067 11959.509 90.87173505539 15.9283 0.0022 15.4411 0.0021 15.2726 0.0027
21.0 244.455687 0.093199 21383.31 127.17397471942 15.2987 0.0022 14.7612 0.0014 14.5603 0.0019
21.0 244.513356 0.094208 3902.116 54.662312013108 17.093 0.0039 16.4892 0.0021 16.2663 0.0016
21.0 244.640904 0.094531 3650.056 49.037308996292 17.3172 0.004 16.9102 0.0021 16.7517 0.0018
21.0 244.611329 0.097836 7272.559 62.323645384465 16.4896 0.0025 15.9477 0.0047 15.7163 0.0034
21.0 244.633217 0.099259 7889.973 58.277153854041 16.4165 0.0022 15.8876 0.002 15.6885 0.0018
21.0 244.62892 0.101422 4465.32 45.809868233269 16.9507 0.0053 16.3115 0.0022 16.0504 0.0017
21.0 244.51312 0.102412 11319.174 73.00246231223 16.0134 0.0018 15.5689 0.0021 15.398 0.0019
21.0 244.619923 0.106345 4113.884 52.952654760969 17.148 0.0025 16.6738 0.0032 16.4702 0.0028
21.0 244.579406 0.110307 5566.013 57.93255587059 16.7549 0.0022 16.2624 0.0013 16.0801 0.0013
21.0 244.640903 0.111593 12362.16 70.13749739011 15.9051 0.0029 15.3598 0.0014 15.1501 0.0015
21.0 244.470126 0.112298 6135.543 66.00567139468 16.7101 0.002 16.3204 0.0022 16.1634 0.0023
21.0 244.468424 0.114814 11314.764 66.042668153845 15.9437 0.0025 15.3286 0.0017 15.0729 0.0018
21.0 244.608838 0.114692 3961.891 55.838953783354 17.2005 0.0035 16.7562 0.0032 16.5864 0.0027
21.0 244.617257 0.116914 3732.319 46.848593014033 17.2976 0.0017 16.8633 0.0033 16.6912 0.0023
21.0 244.492439 0.1194 4274.092 51.501368138566 16.9928 0.0025 16.4533 0.0024 16.2316 0.0015
21.0 244.44152 0.120724 7190.938 64.20300859134 16.5248 0.0026 16.1011 0.0022 15.9326 0.0014
22.0 88.024604 15.763861 52660.642 180.61474595735 14.5678 0.0021 14.1353 0.0053 13.9005 0.0114
22.0 87.994639 15.764837 4966.092 37.053965691098 17.113 0.0042 16.5821 0.0025 16.322 0.005
22.0 88.001095 15.764061 2142.782 31.74122186561 17.8695 0.0036 17.0986 0.0023 16.7826 0.003
22.0 88.118544 15.764318 2427.705 35.304392697973 17.7929 0.005 17.0215 0.0039 16.7025 0.0035
22.0 88.019996 15.764685 2573.702 38.147852998139 17.8538 0.0042 17.3789 0.0036 17.1705 0.002
22.0 88.048512 15.765383 3552.076 38.195370408033 17.4434 0.0037 16.9178 0.0019 16.6887 0.0074
22.0 88.130111 15.765529 2390.54 36.998328578057 18.0357 0.0147 17.5858 0.0033 17.3888 0.0044
22.0 88.091173 15.766038 1800.983 29.834885475714 18.2542 0.0018 17.8103 0.0022 17.5991 0.0125
22.0 88.078693 15.766883 3063.256 36.135054911923 17.7805 0.004 17.4315 0.003 17.2686 0.0042
22.0 88.013194 15.768356 14032.814 83.387546202372 16.0361 0.0107 15.6473 0.0026 15.452 0.0032
22.0 88.19752 15.76828 9459.564 55.162216482342 16.488 0.0023 15.9238 0.002 15.6765 0.0058
22.0 88.185748 15.767116 2113.246 33.598344568827 18.2277 0.0125 17.8155 0.0028 17.6378 0.0067
22.0 88.038211 15.768856 4430.475 35.532778653663 17.354 0.0075 17.0619 0.002 16.9476 0.0052
22.0 88.168442 15.768873 5383.012 48.098949653381 17.1993 0.0046 16.8608 0.002 16.7092 0.0057
22.0 88.010939 15.770284 2745.717 30.415329163072 17.6696 0.0099 17.0785 0.0021 16.8238 0.0028
22.0 87.994547 15.77069 2085.434 29.715273141383 18.1748 0.0045 17.7085 0.0048 17.4769 0.0062
22.0 88.235664 15.771356 4045.148 40.024376303999 17.4095 0.0027 16.922 0.002 16.7147 0.0036
22.0 88.036802 15.774777 43040.138 166.02735766965 14.871 0.0031 14.5241 0.0012 14.3915 0.0017
22.0 88.007988 15.772782 5689.362 35.704295890702 17.0899 0.0033 16.717 0.0011 16.5605 0.0025
22.0 88.168302 15.772729 4902.168 44.248540232072 17.1064 0.0034 16.3151 0.0019 15.9671 0.004
22.0 88.146132 15.773971 4968.124 56.642571080944 17.3454 0.0077 16.9996 0.0023 16.8635 0.0046
22.0 88.048991 15.776452 12556.994 65.949115713692 16.1077 0.0051 15.6087 0.0015 15.3832 0.0018
22.0 87.994196 15.774948 2491.318 32.306299981364 17.9557 0.0038 17.5678 0.003 17.3937 0.0054
22.0 88.045697 15.77662 3848.852 36.317985365213 17.4767 0.0037 17.0237 0.0024 16.8241 0.0021
22.0 88.21697 15.776715 6455.092 39.046933065789 16.9176 0.005 16.4191 0.0033 16.2051 0.0095
22.0 88.020053 15.778252 14653.461 68.955039421277 16.0923 0.0036 15.7539 0.0019 15.6147 0.0016
22.0 88.227875 15.776882 1826.0 32.884197044797 18.2998 0.0061 17.8665 0.0024 17.6737 0.0087
22.0 88.241337 15.77839 2493.542 33.498983276591 17.9646 0.0049 17.4613 0.0023 17.2372 0.0053
22.0 88.01194 15.780091 4376.999 37.555792105089 17.3971 0.003 16.986 0.0022 16.799 0.0034
22.0 88.000468 15.780906 2712.089 35.911667286221 18.0158 0.0126 17.57 0.0064 17.3484 0.0074
22.0 88.233736 15.781221 1848.357 32.277739287862 18.2262 0.0095 17.6836 0.003 17.4371 0.0
22.0 88.068451 15.784231 34184.861 162.33808661216 15.1689 0.001 14.7624 0.0021 14.5939 0.001
22.0 88.012803 15.7858 49060.243 217.22317276359 14.7874 0.0032 14.4557 0.0015 14.3424 0.0095
22.0 88.122664 15.784414 6839.153 56.63355441877 16.9294 0.0077 16.4891 0.002 16.2713 0.0029
22.0 88.179724 15.785215 3713.355 36.110395341073 17.4697 0.004 16.8088 0.0035 16.5239 0.0046
22.0 88.017916 15.787093 23098.84 94.902801735612 15.506 0.0018 14.9716 0.0015 14.7305 0.0022
22.0 88.071507 15.785796 2444.918 41.339921920809 17.9258 0.001 17.4418 0.0039 17.2103 0.0
22.0 88.162703 15.786583 6781.529 52.729660087724 16.9191 0.0032 16.4155 0.0019 16.1857 0.0053
22.0 88.145281 15.787011 11597.939 73.420703788333 16.3396 0.004 15.8888 0.0023 15.6872 0.0038
22.0 88.00419 15.786767 4900.012 49.160031724232 17.2515 0.0028 16.8166 0.0021 16.6177 0.0021
22.0 88.128489 15.786674 2576.041 30.542345002472 17.914 0.006 17.4344 0.0023 17.1976 0.0052
22.0 88.112994 15.787608 5921.362 41.572315077923 17.0033 0.0052 16.4944 0.0025 16.2668 0.0016
22.0 88.05769 15.787263 2559.268 33.167124020106 17.9087 0.0028 17.3078 0.0029 17.0503 0.0076
22.0 88.192993 15.788429 8918.205 44.564380248134 16.5619 0.0029 16.0599 0.0014 15.8507 0.0035
22.0 88.141176 15.790745 54568.968 353.86764321782 14.6521 0.0022 14.2064 0.0042 14.0149 0.0036
22.0 88.221258 15.789135 3517.409 32.957268646931 17.5421 0.0043 17.0149 0.002 16.7762 0.0047
22.0 88.003978 15.790423 29277.981 142.81050511885 15.1348 0.0021 14.4303 0.002 14.1448 0.0012
22.0 88.133882 15.789457 4174.126 46.493355437875 17.4756 0.0048 17.0082 0.0024 16.7999 0.0048
22.0 88.021051 15.789483 3327.603 37.988202399353 17.4765 0.0086 16.6644 0.0047 16.3189 0.0038
22.0 88.147357 15.790344 1785.114 29.926834708784 18.3126 0.0033 17.7284 0.0028 17.4558 0.0035
22.0 88.123583 15.792326 8754.691 68.027585415936 16.6419 0.0028 16.1354 0.0027 15.8895 0.0031
22.0 88.21878 15.79356 12050.454 74.211812304188 16.3047 0.0023 15.904 0.0021 15.7331 0.0067
22.0 88.019078 15.79249 2210.345 31.44724363509 18.0656 0.0054 17.6235 0.0042 17.4134 0.0042
22.0 88.161612 15.792253 1918.259 33.170455248179 18.3205 0.0081 17.7977 0.0037 17.5664 0.0053
22.0 88.188921 15.794661 7129.623 44.558423781463 16.6999 0.0042 16.0434 0.0017 15.7854 0.0022
22.0 88.192599 15.796154 28612.305 128.53793016254 15.3703 0.0019 15.033 0.0041 14.9033 0.0032
22.0 88.17529 15.795742 4459.51 36.059041748658 17.3227 0.002 16.8562 0.0025 16.6465 0.0061
22.0 88.118472 15.795077 2496.032 36.554688784089 17.8163 0.0063 17.0053 0.0041 16.634 0.01
22.0 88.083219 15.79684 12242.215 55.328801121376 16.3267 0.0028 15.9275 0.0019 15.7698 0.0061
22.0 88.00668 15.796291 4353.84 39.805679268068 17.3082 0.0065 16.8206 0.0017 16.6147 0.0027
22.0 88.169194 15.797164 1654.216 29.24293345565 18.3759 0.006 17.8286 0.0031 17.5846 0.0059
22.0 88.151665 15.799317 10659.737 52.10508877324 16.3628 0.0032 15.7919 0.0013 15.5322 0.0052
22.0 88.206405 15.798485 3045.638 35.215487574723 17.745 0.0032 17.3184 0.0017 17.1311 0.004
22.0 88.120834 15.798416 3838.519 37.706552072531 17.5162 0.0068 17.0468 0.0024 16.8224 0.0072
22.0 88.189556 15.798372 2506.713 30.49364445601 17.8316 0.0023 17.0498 0.0022 16.7012 0.0061
22.0 88.071666 15.798089 1706.477 28.671960874277 18.37 0.0026 17.9024 0.0045 17.7102 0.0059
22.0 88.12995 15.799767 8086.204 69.568477037776 16.7816 0.0048 16.4067 0.0026 16.2437 0.0056
22.0 87.994526 15.799845 10702.272 65.367828130996 16.1894 0.0032 15.4809 0.0016 15.1522 0.0019
22.0 88.096887 15.800635 9438.933 54.771446458535 16.5402 0.0039 16.1339 0.002 15.9822 0.009
22.0 88.043865 15.800814 6476.567 47.594574555683 16.8651 0.0023 16.3223 0.0024 16.0959 0.0029
22.0 88.102141 15.802701 10310.063 68.895752650875 16.4474 0.0066 16.0005 0.0021 15.8 0.0042
22.0 88.103036 15.805322 54955.21 305.90942399338 14.6626 0.0064 14.2452 0.0015 14.0803 0.0037
22.0 88.238902 15.802929 4617.515 41.65227222092 17.321 0.0015 17.0103 0.0021 16.8753 0.0021
22.0 88.171508 15.803019 4553.601 34.990407689569 17.2451 0.0054 16.622 0.0061 16.3509 0.0041
22.0 88.040181 15.803053 4668.471 43.583185581009 17.2516 0.004 16.7203 0.0024 16.5111 0.0072
22.0 88.024857 15.805869 55848.938 261.2978878099 14.6102 0.0028 14.168 0.0035 14.0004 0.0032
22.0 87.991964 15.805496 36519.247 151.8928478635 14.8194 0.0024 14.0002 0.005 13.6087 0.001
22.0 88.226083 15.803967 4705.396 39.801946801933 17.2359 0.0041 16.8044 0.0021 16.6053 0.0033
22.0 88.136631 15.804858 8622.719 61.522019991685 16.5592 0.003 15.9323 0.0017 15.6798 0.0046
22.0 88.177179 15.805928 17458.552 76.673157181795 15.8519 0.0032 15.3871 0.0025 15.1957 0.0012
