cat_id ra dec r_Swope_flux r_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
19.0 88.126063 15.798049 1842.383 1.0 19.1488 0.0129 18.2263 0.0034 17.8151 0.0069
19.0 88.129944 15.79975 9989.383 1.0 16.7816 0.0048 16.4067 0.0026 16.2437 0.0056
19.0 87.994606 15.799864 21939.728 1.0 16.1894 0.0032 15.4809 0.0016 15.1522 0.0019
19.0 88.123744 15.79846 1298.314 1.0 19.1122 0.0103 18.6093 0.0061 18.3483 0.0027
19.0 88.241402 15.799526 1416.271 1.0 19.7881 0.0099 18.5083 0.0045 17.9302 0.0038
19.0 88.043914 15.800795 10508.221 1.0 16.8651 0.0023 16.3223 0.0024 16.0959 0.0029
19.0 88.096917 15.800616 12630.688 1.0 16.5402 0.0039 16.1339 0.002 15.9822 0.009
19.0 88.090171 15.800041 812.84 1.0 19.7362 0.0201 19.142 0.0066 18.859 0.0152
19.0 88.16014 15.800249 796.491 1.0 19.6436 0.0252 19.1132 0.0063 18.8881 0.0124
19.0 88.102165 15.802679 14441.682 1.0 16.4474 0.0066 16.0005 0.0021 15.8 0.0042
19.0 88.243433 15.801423 881.744 1.0 19.9017 0.0085 19.1117 0.009 18.758 0.0102
19.0 88.158643 15.801933 2889.069 1.0 18.3182 0.0033 17.7443 0.0037 17.4821 0.0054
19.0 88.171493 15.802986 8423.346 1.0 17.2451 0.0054 16.622 0.0061 16.3509 0.0041
19.0 88.238863 15.802921 5422.522 1.0 17.321 0.0015 17.0103 0.0021 16.8753 0.0021
19.0 88.040208 15.803044 7343.768 1.0 17.2516 0.004 16.7203 0.0024 16.5111 0.0072
19.0 88.207793 15.802308 1982.146 1.0 19.3289 0.0032 18.1433 0.0037 17.5513 0.0025
19.0 88.241119 15.802283 1783.16 1.0 19.3827 0.007 18.2702 0.0038 17.7365 0.0074
19.0 88.103059 15.805292 73306.834 1.0 14.6626 0.0064 14.2452 0.0015 14.0803 0.0037
19.0 88.226053 15.803958 6715.171 1.0 17.2359 0.0041 16.8044 0.0021 16.6053 0.0033
19.0 88.024897 15.805871 76028.99 1.0 14.6102 0.0028 14.168 0.0035 14.0004 0.0032
19.0 87.992047 15.805515 87044.4 1.0 14.8194 0.0024 14.0002 0.005 13.6087 0.001
19.0 88.031213 15.803687 4834.785 1.0 18.0538 0.0044 17.1682 0.0027 16.7816 0.0021
19.0 88.167371 15.803493 2216.223 1.0 18.8069 0.0091 18.0481 0.0037 17.7273 0.0089
19.0 88.136646 15.804815 15122.724 1.0 16.5592 0.003 15.9323 0.0017 15.6798 0.0046
19.0 88.177151 15.805907 25430.531 1.0 15.8519 0.0032 15.3871 0.0025 15.1957 0.0012
19.0 88.16512 15.804588 3154.31 1.0 18.1059 0.0083 17.6841 0.0045 17.5026 0.0086
19.0 87.993012 15.803909 1120.744 1.0 19.2269 0.0045 18.7544 0.0101 18.4923 0.0147
19.0 88.087901 15.804668 1284.925 1.0 19.2487 0.0048 18.5501 0.0043 18.2305 0.0129
19.0 88.033536 15.804712 1724.054 1.0 18.7198 0.0116 18.2637 0.0059 18.0455 0.0027
19.0 88.208203 15.806759 6121.982 1.0 17.4016 0.0052 16.9151 0.0022 16.7063 0.0072
19.0 88.167091 15.805966 1055.285 1.0 19.2858 0.0138 18.8303 0.0055 18.647 0.0141
19.0 88.129638 15.808182 45326.703 1.0 15.3081 0.0029 14.757 0.0027 14.5229 0.0031
19.0 88.190007 15.806218 1171.415 1.0 19.5442 0.0173 18.7315 0.0071 18.3936 0.0173
19.0 88.001982 15.806471 1739.353 1.0 19.4099 0.005 18.2026 0.0029 17.6226 0.0083
19.0 88.143412 15.80685 2401.318 1.0 18.5528 0.0084 17.9716 0.0031 17.709 0.0067
19.0 88.242793 15.807427 2164.676 1.0 18.6798 0.0139 18.0542 0.0039 17.7785 0.0036
19.0 88.099977 15.807224 3153.725 1.0 18.13 0.0116 17.6126 0.0023 17.3661 0.0052
19.0 88.008106 15.808785 19812.459 1.0 16.0534 0.0025 15.6346 0.0011 15.4683 0.003
19.0 88.09786 15.808504 17558.6 1.0 16.2616 0.0034 15.7757 0.0016 15.5649 0.0067
19.0 88.1576 15.808168 3347.321 1.0 18.1311 0.0091 17.5613 0.003 17.2958 0.0055
19.0 88.006299 15.807478 2759.995 1.0 18.1587 0.0033 17.716 0.0027 17.5169 0.0083
19.0 87.991239 15.807614 1599.607 1.0 18.8689 0.01 18.3883 0.0036 18.1488 0.0097
19.0 88.171778 15.807717 1475.773 1.0 19.0345 0.0057 18.3869 0.0051 18.1229 0.0047
19.0 88.238754 15.807119 794.767 1.0 19.7897 0.0055 19.1743 0.0071 18.8927 0.0042
19.0 88.016463 15.80886 9128.865 1.0 17.1813 0.0048 16.4622 0.0024 16.1518 0.0038
19.0 88.160917 15.809842 17465.892 1.0 16.1583 0.0037 15.7778 0.002 15.6155 0.0022
19.0 88.067385 15.80847 2863.232 1.0 18.298 0.0102 17.7991 0.0034 17.5538 0.001
19.0 88.193524 15.808646 1561.922 1.0 19.1727 0.0186 18.4256 0.0064 18.1225 0.0076
19.0 88.122824 15.808155 588.468 1.0 20.1815 0.0458 19.3887 0.0051 18.9871 0.0125
19.0 88.102185 15.810077 10489.425 1.0 16.9551 0.0056 16.3418 0.0032 16.0651 0.006
19.0 88.217589 15.809216 612.019 1.0 20.1786 0.017 19.5977 0.0082 19.3987 0.0101
19.0 88.121813 15.810699 14486.95 1.0 16.4927 0.0033 15.9885 0.0029 15.7742 0.0055
19.0 88.107409 15.80964 1718.972 1.0 18.8553 0.0139 18.2947 0.0035 18.077 0.013
19.0 88.226297 15.809327 1467.434 1.0 19.7638 0.0249 18.5075 0.0098 17.7373 0.0061
19.0 88.155835 15.810075 1530.644 1.0 18.9544 0.0102 18.4754 0.0073 18.2736 0.0079
19.0 88.038273 15.810316 1850.15 1.0 19.0415 0.0084 18.1912 0.0051 17.8583 0.0183
19.0 88.206877 15.810727 2826.981 1.0 19.1399 0.0106 17.8421 0.006 16.8207 0.004
19.0 88.087241 15.811489 2390.956 1.0 18.8314 0.0072 17.9094 0.0037 17.5197 0.0039
19.0 88.231018 15.81074 822.422 1.0 20.0167 0.0148 19.116 0.0064 18.7239 0.0087
19.0 88.142694 15.813484 32697.735 1.0 15.7467 0.0017 15.1232 0.0019 14.8365 0.0074
19.0 88.227598 15.814475 57043.559 1.0 15.0642 0.0035 14.4988 0.0031 14.2828 0.0047
19.0 88.212852 15.812254 2726.52 1.0 18.2744 0.0114 17.7734 0.0035 17.5625 0.004
19.0 88.010939 15.813421 17692.621 1.0 16.1625 0.003 15.7553 0.0032 15.5671 0.0015
19.0 88.198719 15.811938 1081.339 1.0 19.2686 0.0107 18.7752 0.0041 18.5768 0.0081
19.0 88.024417 15.813035 11453.794 1.0 16.7467 0.0046 16.249 0.0022 16.024 0.0015
19.0 88.176643 15.812004 852.059 1.0 19.3811 0.0169 19.0343 0.0072 18.8933 0.0106
19.0 88.037494 15.812294 1626.093 1.0 19.5819 0.0095 18.341 0.004 17.7925 0.0142
19.0 88.102361 15.812768 1945.899 1.0 18.5867 0.0032 18.1212 0.0038 17.9146 0.0053
19.0 88.218219 15.812662 1047.083 1.0 19.462 0.0085 18.9423 0.0108 18.7109 0.0003
19.0 88.209767 15.812621 969.358 1.0 19.6763 0.0105 18.9463 0.0055 18.6178 0.0126
19.0 88.097243 15.812394 813.944 1.0 19.7535 0.0194 19.1868 0.0072 18.9287 0.0129
19.0 88.18061 15.814197 9334.367 1.0 16.8439 0.0049 16.4608 0.0029 16.3127 0.0054
19.0 88.175276 15.814573 15116.606 1.0 16.356 0.0056 15.9485 0.0016 15.7902 0.0109
19.0 88.050811 15.814681 14261.195 1.0 16.8554 0.0023 15.998 0.0022 15.6006 0.0041
19.0 88.166153 15.814646 11797.52 1.0 16.663 0.0021 16.202 0.0009 15.9983 0.0035
19.0 88.000159 15.813728 901.62 1.0 19.4555 0.0098 19.0094 0.0073 18.789 0.0106
19.0 87.995934 15.8149 10078.205 1.0 16.8669 0.0024 16.3138 0.0022 16.0615 0.0054
19.0 88.171815 15.814808 6515.76 1.0 17.1374 0.0021 16.8282 0.0041 16.7024 0.0064
19.0 88.168031 15.814191 1091.58 1.0 19.1721 0.0209 18.7059 0.0036 18.5115 0.0049
19.0 88.046303 15.817244 96036.042 1.0 14.3 0.0022 13.9528 0.004 13.7758 0.0044
19.0 88.229966 15.81546 2588.504 1.0 18.3051 0.0082 17.8334 0.0029 17.5668 0.0099
19.0 88.104925 15.816454 18030.673 1.0 16.0275 0.0022 15.7442 0.0031 15.6575 0.0087
19.0 88.079913 15.816953 38739.1 1.0 15.1632 0.0034 14.9073 0.0035 14.8249 0.0023
19.0 88.204983 15.815643 3522.883 1.0 18.7003 0.0074 17.5642 0.0043 17.0643 0.0007
19.0 88.065209 15.815066 818.164 1.0 19.7416 0.0062 19.2171 0.0116 18.9978 0.0078
19.0 88.040505 15.815556 1824.17 1.0 18.932 0.0088 18.2078 0.0037 17.883 0.0068
19.0 88.093345 15.816238 4359.166 1.0 18.0201 0.0064 17.2531 0.0026 16.8862 0.0051
19.0 88.153187 15.816038 2298.499 1.0 18.6224 0.0079 17.9529 0.0034 17.6659 0.0048
19.0 88.088539 15.816105 1991.111 1.0 18.6727 0.0026 18.1497 0.003 17.9149 0.0026
19.0 88.170816 15.816557 4566.728 1.0 18.0071 0.0035 17.2625 0.004 16.9173 0.0073
19.0 88.222644 15.81575 908.502 1.0 19.9602 0.0251 18.9788 0.0073 18.5708 0.0124
19.0 88.002451 15.815748 1156.99 1.0 19.2521 0.0076 18.6843 0.0058 18.4568 0.0088
19.0 88.077269 15.816381 1573.752 1.0 18.9583 0.0088 18.36 0.0049 18.0784 0.0053
19.0 88.157313 15.817269 6154.604 1.0 17.5136 0.0052 16.9382 0.0028 16.687 0.0007
19.0 88.238054 15.816819 948.572 1.0 19.868 0.0189 18.9759 0.0059 18.5972 0.0077
19.0 88.160965 15.818539 25229.323 1.0 15.8388 0.0007 15.377 0.0017 15.1861 0.0033
19.0 88.138068 15.81669 693.699 1.0 20.3572 0.025 19.1844 0.0054 18.6377 0.0092
19.0 88.074266 15.818037 4458.511 1.0 17.6946 0.0059 17.2255 0.0016 17.0149 0.0049
19.0 88.183067 15.819433 14661.418 1.0 16.7542 0.005 15.9597 0.003 15.5953 0.0046
19.0 88.007488 15.819896 23361.798 1.0 15.8243 0.0051 15.4304 0.0014 15.2527 0.0019
19.0 88.070732 15.819419 6469.176 1.0 17.3764 0.0041 16.859 0.0023 16.6308 0.0037
19.0 88.004965 15.820655 12418.915 1.0 16.578 0.0034 16.1171 0.0019 15.9163 0.0063
19.0 88.094352 15.819729 1893.598 1.0 18.7118 0.006 18.1912 0.0053 17.9567 0.0081
19.0 88.073025 15.821926 42947.836 1.0 15.2562 0.0011 14.8071 0.0024 14.6262 0.0027
19.0 88.010328 15.821097 6536.53 1.0 17.2165 0.0035 16.8186 0.0018 16.6464 0.0032
19.0 88.103262 15.820272 1606.502 1.0 19.0117 0.0132 18.4176 0.0042 18.1178 0.0042
19.0 88.110771 15.821568 6091.196 1.0 17.8252 0.0053 16.9336 0.0021 16.509 0.0102
19.0 88.123765 15.821565 4451.287 1.0 17.7539 0.0041 17.294 0.0029 17.0904 0.0053
19.0 88.084208 15.821189 1101.946 1.0 19.7416 0.0208 18.7452 0.0049 18.3234 0.012
19.0 88.198114 15.821773 1267.649 1.0 19.3136 0.0394 18.6595 0.0041 18.4042 0.0107
19.0 88.051083 15.822138 1431.043 1.0 19.4202 0.0072 18.6084 0.0075 18.2035 0.0077
19.0 88.034843 15.822732 3459.121 1.0 17.9536 0.0069 17.5656 0.0028 17.3868 0.005
19.0 88.214234 15.822602 2076.997 1.0 18.6444 0.005 18.1189 0.003 17.8749 0.0074
19.0 87.993506 15.822134 1206.876 1.0 19.3655 0.0135 18.7654 0.0065 18.4809 0.0133
19.0 88.001969 15.822617 901.304 1.0 19.2845 0.0054 18.7453 0.0058 18.4954 0.0025
19.0 88.018351 15.823631 3316.818 1.0 17.8354 0.0072 17.5704 0.0041 17.4784 0.007
19.0 88.229228 15.824448 6599.233 1.0 17.2732 0.002 16.8294 0.003 16.6359 0.009
19.0 88.085321 15.823321 1305.887 1.0 19.1068 0.0114 18.6634 0.0088 18.4659 0.0078
19.0 88.23534 15.823808 677.651 1.0 19.7421 0.0119 19.1511 0.0058 18.8844 0.0129
19.0 88.241422 15.824618 1947.386 1.0 18.7027 0.016 18.1419 0.0029 17.8849 0.0089
19.0 88.098895 15.824244 825.477 1.0 19.8031 0.0174 19.0907 0.0089 18.7556 0.0089
19.0 88.039175 15.8258 2572.828 1.0 18.5222 0.0178 17.881 0.0034 17.607 0.0024
19.0 88.131135 15.825984 2037.22 1.0 19.0731 0.017 18.173 0.0055 17.7479 0.0059
19.0 88.063837 15.826196 2098.075 1.0 18.7788 0.017 18.0196 0.0032 17.6396 0.0117
19.0 88.089263 15.827707 5237.723 1.0 17.6148 0.0028 17.1016 0.0019 16.8496 0.0044
19.0 88.109009 15.827822 3772.351 1.0 18.4568 0.0083 17.4029 0.0029 16.9758 0.0107
19.0 88.181727 15.82931 21170.593 1.0 16.0659 0.0026 15.565 0.0023 15.3631 0.0084
19.0 88.050166 15.827985 2342.28 1.0 18.6477 0.0101 18.0072 0.0041 17.7311 0.0037
19.0 88.21809 15.828075 1614.385 1.0 19.2106 0.0046 18.3231 0.006 17.9493 0.0099
19.0 88.068777 15.828385 1276.892 1.0 19.149 0.0089 18.5119 0.0043 18.2261 0.0079
19.0 88.103432 15.828928 2599.97 1.0 18.3326 0.0051 17.8468 0.0044 17.6264 0.0071
19.0 88.068587 15.830258 13202.445 1.0 16.4522 0.0021 16.0968 0.001 15.9901 0.0042
19.0 88.174859 15.82934 2111.58 1.0 18.8329 0.0088 18.0969 0.0048 17.7285 0.0061
19.0 87.99444 15.8297 3862.295 1.0 18.5468 0.0053 17.3393 0.0033 16.7447 0.0067
19.0 88.039908 15.829534 1308.013 1.0 19.1095 0.0044 18.5448 0.0044 18.31 0.0122
19.0 88.178185 15.830286 4069.763 1.0 17.94 0.0055 17.328 0.0028 17.055 0.008
19.0 87.991189 15.829531 886.437 1.0 19.3677 0.0097 18.9265 0.0053 18.7034 0.0127
19.0 88.13433 15.830038 2035.727 1.0 18.8821 0.0263 18.1246 0.0048 17.7865 0.0075
19.0 88.036124 15.831291 5584.547 1.0 17.7553 0.001 17.0361 0.0029 16.7162 0.0034
19.0 88.183343 15.830466 2094.652 1.0 18.6077 0.0067 18.0753 0.0039 17.8545 0.003
19.0 88.166284 15.831121 4181.216 1.0 18.1113 0.0019 17.1978 0.0049 16.7824 0.0037
19.0 88.17508 15.832188 11930.854 1.0 16.7115 0.0001 16.2122 0.0023 15.9832 0.0094
19.0 88.201553 15.832565 8270.294 1.0 17.0131 0.0003 16.5839 0.0017 16.4095 0.0064
19.0 88.19849 15.831988 1241.132 1.0 19.2345 0.0088 18.7495 0.0033 18.5316 0.0045
19.0 88.184824 15.833038 741.37 1.0 20.2308 0.0166 19.2671 0.0053 18.857 0.0105
19.0 88.161512 15.833152 797.291 1.0 19.7076 0.0108 19.1124 0.0055 18.8208 0.014
19.0 88.168872 15.834118 1805.552 1.0 18.964 0.0142 18.2402 0.0061 17.8943 0.0037
19.0 88.057097 15.833497 1310.385 1.0 19.1702 0.011 18.58 0.0036 18.3379 0.002
19.0 88.105685 15.836063 27031.416 1.0 15.9091 0.002 15.3127 0.0023 15.0886 0.0018
19.0 88.023378 15.835214 6274.36 1.0 17.346 0.0063 16.9007 0.003 16.7112 0.0065
19.0 88.036355 15.835295 5460.034 1.0 17.8138 0.0067 17.0512 0.0071 16.7066 0.0088
19.0 88.181102 15.834604 996.113 1.0 19.4018 0.025 18.8511 0.0056 18.6097 0.0107
19.0 88.23876 15.835758 4122.828 1.0 17.9553 0.0015 17.3218 0.0029 17.0036 0.0031
19.0 88.071228 15.835153 1205.942 1.0 19.1237 0.0095 18.6701 0.0065 18.4531 0.0051
19.0 87.992523 15.836469 32897.982 1.0 15.4865 0.0032 15.0329 0.0032 14.8527 0.0015
19.0 88.223777 15.836461 6131.044 1.0 17.3998 0.0032 16.9179 0.0026 16.6985 0.006
19.0 88.210775 15.836922 6828.144 1.0 17.237 0.0076 16.7486 0.0026 16.5449 0.0052
19.0 88.012135 15.838194 12417.421 1.0 16.5612 0.0033 16.1362 0.0031 15.9615 0.0031
19.0 87.995008 15.836393 939.663 1.0 20.2198 0.035 18.936 0.0061 18.1527 0.0151
19.0 88.101285 15.837428 7081.365 1.0 17.2236 0.0053 16.7431 0.0021 16.5326 0.0073
19.0 88.079477 15.839588 37660.284 1.0 15.2284 0.0032 14.9382 0.0016 14.8419 0.0046
19.0 88.046142 15.839716 19852.231 1.0 16.7583 0.0021 15.6551 0.0021 15.1844 0.0018
19.0 88.197232 15.838887 1359.433 1.0 19.2894 0.0145 18.5476 0.004 18.1296 0.0051
19.0 88.228405 15.838837 1317.363 1.0 19.1534 0.0177 18.7157 0.009 18.5558 0.0078
19.0 88.216056 15.839133 1932.636 1.0 19.1129 0.0037 18.2 0.0038 17.7854 0.006
19.0 88.065837 15.838981 1041.105 1.0 19.9455 0.0176 19.0201 0.0056 18.6128 0.0055
19.0 88.203373 15.840248 4459.368 1.0 18.0033 0.0024 17.2431 0.0026 16.9433 0.0078
19.0 88.001703 15.842668 73679.322 1.0 14.6033 0.0012 14.1816 0.0016 14.034 0.0004
19.0 88.075313 15.8412 26301.859 1.0 15.7454 0.002 15.3394 0.0013 15.1781 0.0037
19.0 88.016958 15.839025 655.266 1.0 20.0077 0.0442 19.3689 0.0083 19.0727 0.0122
19.0 88.189659 15.839877 1508.338 1.0 18.8128 0.0099 18.466 0.0044 18.3473 0.0081
19.0 88.039977 15.840047 970.044 1.0 19.3308 0.0037 18.9562 0.0068 18.7653 0.0047
19.0 88.122467 15.843333 86336.45 1.0 14.8346 0.0014 14.0892 0.0023 13.7281 0.001
19.0 88.109491 15.840818 1789.677 1.0 19.2693 0.0134 18.2421 0.0054 17.7816 0.0057
19.0 88.165607 15.841084 1979.711 1.0 18.6829 0.0079 18.1511 0.0054 17.903 0.0059
19.0 88.185398 15.8411 1554.826 1.0 18.8898 0.0093 18.3559 0.0045 18.1139 0.0121
19.0 88.169929 15.84089 1468.851 1.0 19.1167 0.0081 18.4189 0.0042 18.1098 0.0012
19.0 88.057682 15.841272 3024.386 1.0 18.0729 0.0022 17.6603 0.0037 17.4777 0.0076
19.0 88.151934 15.840992 883.673 1.0 19.4473 0.0093 18.8836 0.0047 18.6145 0.0085
19.0 88.013893 15.841232 2177.932 1.0 18.648 0.0063 18.0356 0.0036 17.7586 0.0066
19.0 88.052925 15.841766 1896.105 1.0 18.6952 0.0097 18.1456 0.0027 17.8763 0.009
19.0 88.018264 15.84113 877.869 1.0 19.8381 0.0413 18.9795 0.0066 18.617 0.0098
19.0 88.059412 15.84223 5252.106 1.0 17.6143 0.0051 17.1256 0.0025 16.9225 0.0026
19.0 88.0248 15.842582 6563.052 1.0 17.2164 0.0016 16.8431 0.006 16.6991 0.0073
19.0 88.123573 15.841165 943.448 1.0 19.5653 0.0166 19.002 0.0073 18.7234 0.0051
19.0 88.211032 15.842048 1723.329 1.0 19.2332 0.0273 18.306 0.0061 17.9345 0.0022
19.0 88.076554 15.842577 3548.96 1.0 18.0099 0.0037 17.5281 0.0023 17.3199 0.0054
19.0 88.218669 15.842395 1638.471 1.0 19.463 0.0107 18.2804 0.0053 17.7291 0.0045
19.0 88.143402 15.843017 5712.383 1.0 18.0086 0.0078 16.993 0.0031 16.5622 0.003
19.0 88.068076 15.843816 21895.474 1.0 15.8854 0.0025 15.5543 0.0026 15.4286 0.0033
19.0 88.240925 15.843069 1915.298 1.0 18.947 0.0055 18.1192 0.0041 17.7607 0.0063
19.0 88.036123 15.844362 28259.752 1.0 15.7112 0.0032 15.2541 0.0019 15.0558 0.006
19.0 88.13283 15.844076 11929.37 1.0 16.9555 0.0049 16.2111 0.0025 15.9089 0.0026
19.0 88.157879 15.843063 723.076 1.0 19.8148 0.0079 19.2672 0.0072 19.0206 0.0108
19.0 88.119172 15.843619 2504.283 1.0 18.5672 0.0061 17.9053 0.0045 17.6281 0.0039
19.0 88.181197 15.844142 4392.774 1.0 17.7128 0.0146 17.246 0.0044 17.0567 0.0
19.0 88.051068 15.845239 9500.865 1.0 17.0552 0.0063 16.4961 0.0017 16.254 0.0041
19.0 88.104167 15.845815 5865.604 1.0 17.3229 0.0043 16.9756 0.0023 16.8393 0.0026
19.0 88.169895 15.84672 6186.23 1.0 17.2057 0.0014 16.8909 0.0027 16.7808 0.0036
19.0 88.047133 15.84652 3857.466 1.0 18.1373 0.0069 17.4108 0.0028 17.0945 0.0084
19.0 88.093152 15.845918 1317.452 1.0 19.221 0.0112 18.7205 0.0072 18.4919 0.0092
19.0 88.080051 15.846314 2391.906 1.0 18.6694 0.0033 18.0 0.0031 17.7106 0.0053
19.0 88.144473 15.847031 2263.849 1.0 18.4292 0.0172 17.9739 0.0021 17.7621 0.0029
19.0 88.132017 15.848862 23692.924 1.0 16.4299 0.0014 15.437 0.002 14.9902 0.0031
19.0 88.002168 15.846613 895.715 1.0 20.2525 0.0172 19.0383 0.0051 18.4649 0.0131
19.0 88.14705 15.846698 604.762 1.0 19.8118 0.0183 19.3957 0.009 19.1799 0.0165
19.0 88.053961 15.847476 2264.075 1.0 18.6377 0.0077 17.9525 0.0034 17.6463 0.0053
19.0 88.147915 15.848671 6966.253 1.0 17.2453 0.0032 16.7513 0.0025 16.5071 0.0014
19.0 88.185566 15.847186 659.465 1.0 19.9101 0.0088 19.3508 0.0097 19.1064 0.0187
19.0 88.158907 15.848702 3099.67 1.0 18.1532 0.009 17.5906 0.0031 17.3435 0.0044
19.0 88.012436 15.848939 6353.378 1.0 17.3199 0.0043 16.838 0.0018 16.617 0.0061
19.0 88.152056 15.848962 3134.138 1.0 18.1945 0.0112 17.6497 0.0024 17.397 0.0084
19.0 88.219301 15.850087 2256.004 1.0 18.5039 0.0142 18.025 0.0038 17.797 0.0088
19.0 88.027499 15.850986 17844.474 1.0 16.4612 0.003 15.7798 0.003 15.4544 0.0104
19.0 88.098095 15.850241 2969.804 1.0 18.1864 0.0052 17.6731 0.0035 17.4417 0.0055
19.0 88.001643 15.85027 2864.882 1.0 18.3201 0.0035 17.729 0.0026 17.4853 0.0081
19.0 88.199625 15.850235 2333.882 1.0 19.0302 0.0122 17.9182 0.0041 17.3954 0.007
19.0 88.184972 15.850091 1536.205 1.0 18.9946 0.0027 18.3722 0.0044 18.0766 0.0043
19.0 88.148887 15.850558 1030.676 1.0 19.3863 0.0272 18.9108 0.004 18.6448 0.0072
19.0 88.174239 15.851293 3572.518 1.0 18.1309 0.0076 17.5157 0.0035 17.2559 0.0032
19.0 88.225729 15.853767 64909.635 1.0 14.8486 0.0014 14.375 0.0043 14.1722 0.0033
19.0 88.212715 15.850506 755.424 1.0 20.2564 0.0339 19.2017 0.0054 18.7357 0.0113
19.0 88.137281 15.852071 613.979 1.0 20.2896 0.0163 19.4082 0.0116 19.0541 0.0093
19.0 88.147133 15.853111 3085.185 1.0 18.1899 0.0083 17.6229 0.0041 17.3435 0.0023
19.0 88.18332 15.853526 3981.362 1.0 17.935 0.0123 17.3924 0.0042 17.1515 0.0059
19.0 88.01759 15.85311 4090.111 1.0 18.1892 0.0134 17.3477 0.0023 16.996 0.0037
19.0 88.212851 15.852634 1371.728 1.0 19.597 0.0256 18.5553 0.0054 18.1325 0.0071
19.0 88.07176 15.855355 35315.245 1.0 15.5479 0.0016 15.0311 0.0022 14.8009 0.0026
19.0 88.144792 15.853404 892.179 1.0 19.5531 0.0075 19.0915 0.0086 18.8375 0.0057
19.0 88.086328 15.854567 9043.786 1.0 16.942 0.0037 16.5155 0.0031 16.3368 0.0042
19.0 88.179103 15.854159 2287.963 1.0 18.9835 0.0123 18.0231 0.0037 17.5927 0.0036
19.0 88.045797 15.853917 1589.131 1.0 18.9048 0.0102 18.4222 0.0053 18.187 0.0112
19.0 88.014501 15.854176 2385.459 1.0 18.5775 0.0073 17.9985 0.0037 17.7368 0.0062
19.0 88.162999 15.853807 1531.346 1.0 19.0752 0.0085 18.4389 0.0035 18.1476 0.0046
19.0 88.136093 15.854913 2209.475 1.0 18.4331 0.0046 17.9339 0.0077 17.6576 0.0143
19.0 88.175683 15.856056 9436.061 1.0 16.9375 0.0025 16.4312 0.0036 16.1921 0.0052
19.0 88.075618 15.857802 84804.322 1.0 14.557 0.0288 13.9314 0.0015 13.7397 0.001
19.0 88.124837 15.855645 1997.259 1.0 18.654 0.0082 18.1182 0.0028 17.8701 0.0048
19.0 88.207522 15.855724 2951.736 1.0 18.0405 0.0037 17.6596 0.0058 17.4759 0.005
19.0 88.177777 15.856579 9599.28 1.0 17.1518 0.006 16.4123 0.0038 16.0944 0.0033
19.0 88.096655 15.856266 4832.199 1.0 17.5341 0.0055 17.1827 0.0024 17.0463 0.0043
19.0 88.127696 15.855734 1824.719 1.0 18.9403 0.0031 18.1802 0.0057 17.8119 0.0036
19.0 88.003577 15.857074 6945.57 1.0 17.1263 0.0028 16.7305 0.0034 16.5921 0.005
19.0 88.166483 15.857442 13975.542 1.0 16.224 0.0009 16.0141 0.0028 15.9396 0.0023
19.0 88.100749 15.856798 3266.743 1.0 18.0037 0.0069 17.5618 0.0024 17.3558 0.0057
19.0 88.026281 15.857106 4320.053 1.0 17.8454 0.0063 17.3111 0.0028 17.1472 0.014
19.0 88.020655 15.860479 70767.605 1.0 14.5222 0.0024 14.3103 0.008 14.1962 0.002
19.0 88.034399 15.859379 24603.963 1.0 15.9306 0.0019 15.4368 0.0022 15.2333 0.0027
19.0 88.108421 15.859356 15774.815 1.0 16.473 0.0038 15.8907 0.0018 15.6329 0.0022
19.0 88.037598 15.857702 1184.16 1.0 19.2582 0.0111 18.8111 0.0042 18.6238 0.0195
19.0 88.040926 15.859749 27023.933 1.0 15.8723 0.0058 15.3316 0.0019 15.1254 0.0029
19.0 88.106197 15.857725 873.865 1.0 19.9071 0.0272 19.0803 0.0065 18.662 0.0037
19.0 88.00985 15.858288 981.989 1.0 19.5801 0.0185 18.9317 0.0081 18.6344 0.0046
19.0 88.03209 15.85936 10407.443 1.0 16.7764 0.0036 16.3722 0.003 16.2203 0.0035
19.0 87.99299 15.859161 3350.046 1.0 17.9081 0.0068 17.5328 0.0041 17.3976 0.0074
19.0 88.177658 15.859047 1316.724 1.0 19.1771 0.0074 18.5973 0.0037 18.3168 0.0057
19.0 88.020912 15.862689 58018.824 1.0 14.8609 0.001 14.4902 0.0014 14.346 0.0076
19.0 88.139165 15.86 1776.465 1.0 18.8474 0.0155 18.1904 0.0045 17.8708 0.0057
19.0 88.151747 15.862256 48008.029 1.0 15.5583 0.0058 14.6692 0.0031 14.26 0.0012
19.0 88.030467 15.86081 6233.964 1.0 17.6598 0.0053 16.9031 0.0037 16.5742 0.0092
19.0 88.122658 15.860275 1950.841 1.0 19.4669 0.0102 18.1893 0.0058 17.4306 0.0029
19.0 88.199344 15.859993 943.406 1.0 20.0407 0.0019 19.0704 0.0057 18.6603 0.0096
19.0 88.048095 15.859717 938.056 1.0 20.0079 0.0176 19.2317 0.0061 18.8875 0.017
19.0 88.232071 15.860666 5312.197 1.0 17.644 0.0038 17.0949 0.0042 16.856 0.0026
19.0 88.099356 15.861337 5170.508 1.0 17.6457 0.0043 17.1086 0.0025 16.8599 0.0056
19.0 88.141097 15.861082 3844.566 1.0 18.055 0.0099 17.4151 0.0027 17.1324 0.0138
