cat_id ra dec i_Swope_flux i_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
28.0 88.147043 15.846691 668.688 1.0 19.8118 0.0183 19.3957 0.009 19.1799 0.0165
28.0 88.132027 15.848866 32443.041 1.0 16.4299 0.0014 15.437 0.002 14.9902 0.0031
28.0 88.132917 15.847104 1277.791 1.0 20.91 0.0027 19.4337 0.0086 18.5546 0.0134
28.0 88.185567 15.847184 707.338 1.0 19.9101 0.0088 19.3508 0.0097 19.1064 0.0187
28.0 88.147926 15.848665 8084.043 1.0 17.2453 0.0032 16.7513 0.0025 16.5071 0.0014
28.0 88.158908 15.848695 3738.938 1.0 18.1532 0.009 17.5906 0.0031 17.3435 0.0044
28.0 88.246221 15.849222 8127.337 1.0 17.5749 0.0066 16.8425 0.0028 16.4558 0.0047
28.0 88.012439 15.848934 7199.815 1.0 17.3199 0.0043 16.838 0.0018 16.617 0.0061
28.0 88.152058 15.848943 3488.644 1.0 18.1945 0.0112 17.6497 0.0024 17.397 0.0084
28.0 88.02751 15.850994 21092.699 1.0 16.4612 0.003 15.7798 0.003 15.4544 0.0104
28.0 88.098099 15.850234 3308.244 1.0 18.1864 0.0052 17.6731 0.0035 17.4417 0.0055
28.0 88.154825 15.849354 1426.368 1.0 20.5903 0.0224 19.1929 0.0049 18.438 0.0104
28.0 88.219294 15.850077 2222.157 1.0 18.5039 0.0142 18.025 0.0038 17.797 0.0088
28.0 88.19956 15.850275 3596.743 1.0 19.0302 0.0122 17.9182 0.0041 17.3954 0.007
28.0 88.184981 15.850061 1924.028 1.0 18.9946 0.0027 18.3722 0.0044 18.0766 0.0043
28.0 88.225732 15.853777 67353.874 1.0 14.8486 0.0014 14.375 0.0043 14.1722 0.0033
28.0 88.250388 15.851288 6276.094 1.0 17.4795 0.0075 16.9603 0.0033 16.7269 0.0044
28.0 88.174248 15.8513 3963.043 1.0 18.1309 0.0076 17.5157 0.0035 17.2559 0.0032
28.0 88.148847 15.850555 1129.395 1.0 19.3863 0.0272 18.9108 0.004 18.6448 0.0072
28.0 88.212693 15.850529 1074.739 1.0 20.2564 0.0339 19.2017 0.0054 18.7357 0.0113
28.0 88.086028 15.850862 939.155 1.0 20.5646 0.0417 19.3696 0.0059 18.7921 0.0031
28.0 88.163983 15.852124 799.233 1.0 20.3642 0.0089 19.3693 0.0075 18.9866 0.0102
28.0 88.004848 15.851826 817.443 1.0 21.4005 0.0245 19.9358 0.0099 18.9703 0.0065
28.0 88.017605 15.853105 4995.992 1.0 18.1892 0.0134 17.3477 0.0023 16.996 0.0037
28.0 88.157293 15.85208 785.749 1.0 19.9804 0.0117 19.37 0.0061 19.0357 0.0163
28.0 88.212835 15.852637 1864.645 1.0 19.597 0.0256 18.5553 0.0054 18.1325 0.0071
28.0 88.137253 15.852046 735.517 1.0 20.2896 0.0163 19.4082 0.0116 19.0541 0.0093
28.0 88.18332 15.853537 4285.886 1.0 17.935 0.0123 17.3924 0.0042 17.1515 0.0059
28.0 88.07177 15.85537 38179.174 1.0 15.5479 0.0016 15.0311 0.0022 14.8009 0.0026
28.0 88.179109 15.854154 2933.987 1.0 18.9835 0.0123 18.0231 0.0037 17.5927 0.0036
28.0 88.086338 15.854564 9095.005 1.0 16.942 0.0037 16.5155 0.0031 16.3368 0.0042
28.0 88.045789 15.853934 1608.249 1.0 18.9048 0.0102 18.4222 0.0053 18.187 0.0112
28.0 88.144797 15.853376 902.547 1.0 19.5531 0.0075 19.0915 0.0086 18.8375 0.0057
28.0 88.163021 15.853797 1809.087 1.0 19.0752 0.0085 18.4389 0.0035 18.1476 0.0046
28.0 88.124812 15.855579 2153.054 1.0 18.654 0.0082 18.1182 0.0028 17.8701 0.0048
28.0 88.253179 15.855111 4050.56 1.0 19.6439 0.0191 18.372 0.0035 17.3342 0.003
28.0 88.136088 15.854916 2072.864 1.0 18.4331 0.0046 17.9339 0.0077 17.6576 0.0143
28.0 88.175691 15.856053 10601.77 1.0 16.9375 0.0025 16.4312 0.0036 16.1921 0.0052
28.0 88.177782 15.856568 11225.363 1.0 17.1518 0.006 16.4123 0.0038 16.0944 0.0033
28.0 88.12769 15.855731 2464.884 1.0 18.9403 0.0031 18.1802 0.0057 17.8119 0.0036
28.0 88.207533 15.855699 3198.66 1.0 18.0405 0.0037 17.6596 0.0058 17.4759 0.005
28.0 88.096659 15.856265 4861.034 1.0 17.5341 0.0055 17.1827 0.0024 17.0463 0.0043
28.0 88.042557 15.854993 608.959 1.0 20.2615 0.0316 19.5417 0.0084 19.2915 0.0164
28.0 88.075579 15.855435 757.213 1.0 20.3368 0.0163 19.4484 0.0065 19.0345 0.0101
28.0 88.024498 15.85551 660.581 1.0 20.3914 0.0233 19.4889 0.0114 19.1472 0.0004
28.0 88.003582 15.857078 7021.757 1.0 17.1263 0.0028 16.7305 0.0034 16.5921 0.005
28.0 88.100757 15.856801 3700.852 1.0 18.0037 0.0069 17.5618 0.0024 17.3558 0.0057
28.0 88.026279 15.857112 4618.743 1.0 17.8454 0.0063 17.3111 0.0028 17.1472 0.014
28.0 88.02066 15.860472 63849.101 1.0 14.5222 0.0024 14.3103 0.008 14.1962 0.002
28.0 88.143067 15.857129 1722.278 1.0 20.7374 0.0211 19.4979 0.0067 18.2758 0.0068
28.0 88.034414 15.859378 25406.363 1.0 15.9306 0.0019 15.4368 0.0022 15.2333 0.0027
28.0 88.106196 15.857714 1174.668 1.0 19.9071 0.0272 19.0803 0.0065 18.662 0.0037
28.0 88.037603 15.857713 1085.682 1.0 19.2582 0.0111 18.8111 0.0042 18.6238 0.0195
28.0 88.10844 15.859366 17676.104 1.0 16.473 0.0038 15.8907 0.0018 15.6329 0.0022
28.0 88.230515 15.857906 705.53 1.0 20.1149 0.0152 19.3623 0.0145 19.0299 0.0103
28.0 88.032092 15.859356 10407.006 1.0 16.7764 0.0036 16.3722 0.003 16.2203 0.0035
28.0 88.040942 15.859752 28227.792 1.0 15.8723 0.0058 15.3316 0.0019 15.1254 0.0029
28.0 88.009866 15.858308 1003.213 1.0 19.5801 0.0185 18.9317 0.0081 18.6344 0.0046
28.0 88.177637 15.859041 1517.531 1.0 19.1771 0.0074 18.5973 0.0037 18.3168 0.0057
28.0 88.255331 15.858805 762.442 1.0 20.1735 0.0263 19.4596 0.0087 19.0993 0.0146
28.0 88.122668 15.860262 3683.065 1.0 19.4669 0.0102 18.1893 0.0058 17.4306 0.0029
28.0 88.020924 15.862688 56267.258 1.0 14.8609 0.001 14.4902 0.0014 14.346 0.0076
28.0 88.139153 15.860008 2301.431 1.0 18.8474 0.0155 18.1904 0.0045 17.8708 0.0057
28.0 88.048108 15.859677 952.167 1.0 20.0079 0.0176 19.2317 0.0061 18.8875 0.017
28.0 88.151743 15.862246 64385.785 1.0 15.5583 0.0058 14.6692 0.0031 14.26 0.0012
28.0 88.030475 15.860803 7575.592 1.0 17.6598 0.0053 16.9031 0.0037 16.5742 0.0092
28.0 88.199332 15.860002 1081.926 1.0 20.0407 0.0019 19.0704 0.0057 18.6603 0.0096
28.0 88.141098 15.861075 4372.476 1.0 18.055 0.0099 17.4151 0.0027 17.1324 0.0138
28.0 88.099372 15.861332 5621.417 1.0 17.6457 0.0043 17.1086 0.0025 16.8599 0.0056
28.0 88.220401 15.861625 7083.171 1.0 17.9738 0.0064 17.0207 0.0047 16.6122 0.0039
28.0 88.247838 15.860464 554.57 1.0 21.8257 0.1158 20.4533 0.0506 19.427 0.007
28.0 88.217598 15.861297 1462.144 1.0 19.1852 0.0128 18.613 0.006 18.3345 0.018
28.0 88.136688 15.861516 1163.037 1.0 19.698 0.0278 19.0173 0.0055 18.7116 0.006
28.0 88.050397 15.86366 5809.543 1.0 17.5801 0.0014 17.0515 0.0025 16.8267 0.0062
28.0 88.179515 15.866307 31780.367 1.0 15.7042 0.0012 15.2109 0.0011 15.0056 0.0022
28.0 88.223092 15.862656 462.869 1.0 21.2934 0.0262 20.1921 0.0229 19.6772 0.0163
28.0 88.239103 15.863243 1303.951 1.0 19.3648 0.0153 18.7369 0.0086 18.4565 0.0112
28.0 88.082293 15.864207 6320.52 1.0 18.2248 0.0038 17.1928 0.0021 16.7665 0.002
28.0 88.031974 15.864224 4760.762 1.0 18.0013 0.0036 17.3302 0.004 17.0419 0.0048
28.0 88.100493 15.863778 901.266 1.0 20.7891 0.0827 19.4645 0.0044 18.8497 0.0161
28.0 88.230241 15.865305 2617.178 1.0 18.4565 0.0064 17.9305 0.0036 17.6945 0.0066
28.0 88.013932 15.86506 1286.644 1.0 19.2593 0.0051 18.709 0.0051 18.4841 0.0045
28.0 88.198117 15.865226 2327.711 1.0 18.3818 0.0037 17.9651 0.006 17.7793 0.0066
28.0 88.126532 15.865155 805.206 1.0 19.978 0.0297 19.2792 0.0103 18.9777 0.011
28.0 88.243239 15.865114 635.351 1.0 20.4176 0.0271 19.6065 0.0121 19.2072 0.0136
28.0 88.018736 15.866573 3447.951 1.0 18.2024 0.0048 17.637 0.0034 17.4047 0.0073
28.0 88.248347 15.866719 7439.519 1.0 17.2885 0.0033 16.7864 0.0012 16.5579 0.0054
28.0 88.085868 15.865717 436.106 1.0 20.8609 0.0408 19.9113 0.0085 19.5126 0.0086
28.0 88.24489 15.868136 14951.355 1.0 16.5346 0.0022 16.0364 0.0027 15.8054 0.0032
28.0 88.175942 15.867657 4091.304 1.0 17.7902 0.0072 17.3756 0.0028 17.2024 0.0033
28.0 88.036597 15.866556 716.232 1.0 20.2524 0.0356 19.5477 0.0106 19.2364 0.0149
28.0 88.105676 15.866636 809.944 1.0 20.041 0.0141 19.3373 0.0059 19.0513 0.0092
28.0 88.16592 15.867502 2871.722 1.0 18.7546 0.0116 17.9957 0.0029 17.6371 0.0077
28.0 88.198079 15.871692 102084.418 1.0 14.8473 0.0098 14.1284 0.0046 13.7335 0.001
28.0 88.029588 15.86921 11858.069 1.0 17.0035 0.003 16.3381 0.0022 16.0517 0.0051
28.0 88.133773 15.869457 7769.169 1.0 17.1983 0.0076 16.74 0.002 16.5452 0.0036
28.0 88.173997 15.868632 1104.527 1.0 19.3991 0.0096 18.8564 0.0054 18.6095 0.007
28.0 88.057877 15.868577 607.16 1.0 21.7251 0.0366 20.3268 0.0111 19.3676 0.0165
28.0 88.141717 15.870554 11504.359 1.0 18.0306 0.0086 16.8279 0.0021 16.1495 0.0061
28.0 88.096561 15.869631 1203.891 1.0 20.8263 0.0209 19.4075 0.0054 18.6036 0.0053
28.0 88.146842 15.870276 2755.963 1.0 18.2787 0.0104 17.8604 0.0023 17.6626 0.0128
28.0 88.117015 15.870156 2447.989 1.0 18.6271 0.0072 18.0621 0.0034 17.8138 0.0053
28.0 88.229091 15.871718 14228.974 1.0 16.5945 0.0037 16.0796 0.0056 15.8498 0.0036
28.0 88.238758 15.870456 903.657 1.0 19.5385 0.0084 19.0525 0.025 18.845 0.0146
28.0 88.149599 15.871623 3801.195 1.0 18.4045 0.006 17.6641 0.0032 17.3357 0.0078
28.0 88.063858 15.87373 54994.371 1.0 15.0485 0.0021 14.5737 0.0017 14.3842 0.003
28.0 88.080454 15.870613 711.318 1.0 19.9694 0.0125 19.4097 0.0083 19.0619 0.015
28.0 88.224014 15.871377 2643.875 1.0 18.4259 0.0037 17.9075 0.0045 17.6622 0.0054
28.0 88.163701 15.871112 1373.53 1.0 20.7521 0.0399 19.3767 0.0082 18.5061 0.0068
28.0 88.034345 15.871759 2104.807 1.0 19.3272 0.0045 18.3673 0.0046 17.9696 0.0079
28.0 88.201267 15.871363 660.663 1.0 21.5869 0.0437 20.2743 0.0104 19.2995 0.0111
28.0 88.105588 15.87156 1692.707 1.0 19.6641 0.0197 18.7144 0.0041 18.2808 0.007
28.0 88.232925 15.872794 12783.747 1.0 16.6463 0.0038 16.147 0.0023 15.9283 0.004
28.0 88.205333 15.873734 2754.937 1.0 18.5808 0.0041 17.9678 0.0045 17.6997 0.0022
28.0 88.12597 15.87326 3805.321 1.0 17.869 0.0068 17.4813 0.0027 17.313 0.0042
28.0 88.029591 15.874738 34808.565 1.0 15.4495 0.002 15.0542 0.0011 14.9051 0.0025
28.0 88.208216 15.872813 803.658 1.0 19.8304 0.0086 19.2797 0.0073 19.0311 0.0154
28.0 88.027388 15.873139 2373.856 1.0 19.2418 0.0083 18.2532 0.0048 17.8615 0.0101
28.0 88.003212 15.874002 1665.681 1.0 18.9434 0.0053 18.4317 0.004 18.2127 0.008
28.0 88.166541 15.873773 1564.808 1.0 19.0794 0.0076 18.5161 0.0044 18.2467 0.0112
28.0 88.214068 15.874837 2623.807 1.0 18.8456 0.0068 18.0416 0.0036 17.6678 0.0049
28.0 88.187048 15.87472 620.498 1.0 20.266 0.0355 19.6386 0.015 19.3384 0.0026
28.0 88.07869 15.876806 23217.053 1.0 16.2572 0.0039 15.6215 0.0013 15.3444 0.0051
28.0 88.182786 15.875249 943.278 1.0 19.5601 0.032 19.0813 0.0036 18.8709 0.0134
28.0 88.007081 15.875373 870.937 1.0 20.9256 0.0165 19.6572 0.0074 18.9617 0.0188
28.0 88.062761 15.875666 1931.862 1.0 20.0289 0.028 18.7666 0.0055 18.0509 0.0025
28.0 88.104891 15.876686 8298.971 1.0 17.24 0.0013 16.7151 0.0018 16.4914 0.0024
28.0 88.217044 15.875749 902.833 1.0 19.5601 0.0106 19.0068 0.0043 18.7719 0.0064
28.0 88.119917 15.877666 2007.367 1.0 18.8165 0.0217 18.2231 0.0054 17.9647 0.006
28.0 88.230937 15.87765 2249.029 1.0 18.639 0.0082 18.0691 0.004 17.8254 0.0096
28.0 88.216501 15.87806 751.069 1.0 21.4105 0.0402 20.0811 0.0202 19.0151 0.0101
28.0 88.084333 15.879939 25346.127 1.0 15.904 0.0019 15.4396 0.0012 15.2448 0.0043
28.0 88.245329 15.879578 5234.536 1.0 18.8731 0.0076 17.6199 0.004 16.9851 0.0023
28.0 88.137302 15.879466 2552.567 1.0 18.4683 0.0068 17.9735 0.0024 17.7336 0.0099
28.0 88.135094 15.880418 2841.588 1.0 18.3693 0.0083 17.8746 0.0032 17.663 0.0073
28.0 88.124269 15.8802 2640.52 1.0 19.0283 0.0069 18.1522 0.0065 17.7807 0.005
28.0 88.034331 15.880458 4896.706 1.0 18.1634 0.0039 17.4016 0.0022 17.0407 0.0042
28.0 88.057683 15.880575 2685.22 1.0 18.5299 0.0073 17.9206 0.0048 17.6478 0.0032
28.0 88.194087 15.880589 1500.4 1.0 18.9911 0.0053 18.5112 0.0056 18.286 0.0058
28.0 88.079378 15.881197 4571.225 1.0 17.9154 0.0052 17.3454 0.0033 17.1119 0.0085
28.0 88.243491 15.880234 544.234 1.0 20.1428 0.026 19.6643 0.0107 19.4231 0.0102
28.0 88.111677 15.882233 17849.015 1.0 16.2109 0.0033 15.789 0.0024 15.617 0.0039
28.0 88.230015 15.881421 1222.256 1.0 19.4127 0.017 18.852 0.0115 18.5924 0.0042
28.0 88.042265 15.881401 1143.424 1.0 19.5338 0.0137 18.8981 0.0062 18.6159 0.0095
28.0 88.183392 15.882571 11531.017 1.0 16.8723 0.0049 16.3287 0.0018 16.0929 0.0014
28.0 88.105917 15.881026 802.964 1.0 20.3827 0.0376 19.4719 0.0058 19.1062 0.0152
28.0 88.128785 15.882056 1930.536 1.0 20.0988 0.0238 18.7578 0.0063 18.0353 0.0023
28.0 88.019519 15.882228 4669.85 1.0 17.5 0.0031 17.193 0.0032 17.0846 0.0022
28.0 88.12379 15.882861 7549.127 1.0 18.7071 0.012 17.4198 0.007 16.6399 0.0066
28.0 88.211002 15.882678 954.553 1.0 19.4293 0.0081 18.9258 0.0063 18.7234 0.0126
28.0 88.046218 15.885564 83936.104 1.0 15.3177 0.002 14.3935 0.002 13.9823 0.0011
28.0 88.102385 15.883884 4924.563 1.0 18.6826 0.0054 17.543 0.0036 17.0558 0.0039
28.0 88.24856 15.882802 646.177 1.0 20.1997 0.0187 19.5116 0.0103 19.2141 0.0137
28.0 88.016558 15.883448 1460.351 1.0 19.0561 0.0117 18.5708 0.0056 18.3522 0.0109
28.0 88.004354 15.883124 1037.822 1.0 19.6349 0.0074 18.9929 0.0043 18.7203 0.0068
28.0 88.034176 15.884366 2587.853 1.0 18.9206 0.0087 18.1083 0.0053 17.7576 0.0073
28.0 88.23188 15.885955 13969.378 1.0 16.4129 0.0022 16.0243 0.0031 15.8596 0.0016
28.0 88.154271 15.884512 1714.132 1.0 18.5753 0.0101 18.2945 0.0057 18.1459 0.0183
28.0 88.122983 15.884753 3173.24 1.0 18.9873 0.0138 18.0211 0.0037 17.5904 0.0056
28.0 88.073769 15.884403 1236.47 1.0 19.2896 0.0139 18.7369 0.0063 18.5425 0.0194
28.0 88.174104 15.885487 10847.039 1.0 17.3387 0.0003 16.5758 0.0015 16.188 0.0125
28.0 88.031191 15.884179 1001.783 1.0 19.6121 0.0183 19.0554 0.0089 18.7893 0.0114
28.0 88.171933 15.885575 7763.536 1.0 17.9566 0.0043 16.9889 0.0029 16.5369 0.0052
28.0 88.214479 15.884344 1168.67 1.0 19.35 0.0063 18.8277 0.0084 18.5741 0.0143
28.0 88.145991 15.88523 2808.21 1.0 18.4209 0.0065 17.8975 0.0018 17.6741 0.0055
28.0 88.241973 15.88522 2296.494 1.0 19.1508 0.0123 18.2295 0.005 17.8408 0.0084
28.0 88.076661 15.888022 93828.937 1.0 15.0569 0.0028 14.2393 0.0041 13.8641 0.0054
28.0 88.082569 15.88709 48116.516 1.0 15.3374 0.0027 14.781 0.0016 14.5536 0.0013
28.0 88.019033 15.885659 6669.085 1.0 17.9073 0.0037 17.0206 0.0035 16.6864 0.0066
28.0 88.089951 15.885783 2023.874 1.0 19.1928 0.0148 18.3531 0.0025 17.989 0.02
28.0 88.236455 15.888208 33428.519 1.0 15.3806 0.0028 15.0426 0.0012 14.9051 0.0034
28.0 88.084374 15.88575 2038.275 1.0 18.5961 0.008 18.1533 0.0048 17.9499 0.0111
28.0 88.032267 15.886259 2192.498 1.0 20.5137 0.0274 19.2162 0.0052 18.0261 0.0098
28.0 88.004294 15.885721 1603.095 1.0 19.0964 0.0066 18.5062 0.0025 18.2311 0.0049
28.0 88.127845 15.886616 2840.641 1.0 18.3758 0.0042 17.8648 0.004 17.6152 0.0041
28.0 88.087702 15.887019 2743.437 1.0 18.4063 0.0065 17.887 0.003 17.7025 0.0165
28.0 88.243696 15.886657 1487.479 1.0 19.6302 0.0197 18.6937 0.0078 18.2967 0.0107
28.0 88.142613 15.88801 10944.868 1.0 16.9224 0.0029 16.4058 0.0023 16.1635 0.0043
28.0 88.04035 15.887334 1041.757 1.0 19.7718 0.0125 19.045 0.0094 18.7282 0.0104
28.0 88.011363 15.887396 816.68 1.0 19.9413 0.0091 19.2079 0.0059 18.9074 0.0129
28.0 88.186136 15.88848 5186.278 1.0 17.442 0.0044 17.1148 0.0041 16.979 0.0075
28.0 88.195959 15.887375 636.283 1.0 20.4995 0.0322 19.5324 0.0101 19.1452 0.018
28.0 88.170782 15.888315 2429.49 1.0 18.578 0.0082 18.0739 0.0044 17.8371 0.0057
28.0 88.04612 15.888462 2968.293 1.0 19.9618 0.0214 18.7213 0.0085 17.6688 0.0097
28.0 88.069542 15.888254 1606.27 1.0 19.0336 0.0089 18.4996 0.0041 18.2609 0.0166
28.0 88.132999 15.888752 2335.495 1.0 18.3528 0.0059 17.9938 0.0032 17.8311 0.0085
28.0 88.130398 15.889118 2503.325 1.0 18.4652 0.0041 17.9671 0.0044 17.7433 0.0044
28.0 88.134966 15.88927 1556.348 1.0 19.1603 0.0147 18.5899 0.005 18.3206 0.0061
28.0 88.062774 15.889297 1906.081 1.0 18.7599 0.01 18.2891 0.0039 18.0873 0.0073
28.0 88.19312 15.889717 3545.874 1.0 18.1592 0.0076 17.6203 0.0059 17.3698 0.0056
28.0 88.148798 15.890148 4688.162 1.0 18.5192 0.0112 17.6318 0.0095 17.1119 0.009
28.0 88.23736 15.891478 7928.906 1.0 19.3352 0.0134 18.0812 0.0038 16.5854 0.0032
28.0 88.066149 15.890903 3531.563 1.0 18.0932 0.0005 17.5935 0.0038 17.3796 0.0122
28.0 88.218459 15.890798 1119.866 1.0 20.6041 0.0242 19.3019 0.0129 18.6507 0.0087
28.0 88.02523 15.891804 1696.375 1.0 20.5646 0.0152 19.1627 0.0086 18.2551 0.0102
28.0 88.032695 15.892151 2898.155 1.0 18.4149 0.0066 17.8749 0.0019 17.6201 0.0067
28.0 88.109614 15.891923 1660.232 1.0 19.0355 0.0154 18.4502 0.0051 18.1942 0.0064
28.0 88.046729 15.893068 20105.002 1.0 16.5356 0.0065 15.7833 0.0024 15.5176 0.0037
28.0 88.194213 15.892476 2041.054 1.0 18.576 0.0151 18.0844 0.0045 17.8628 0.0015
28.0 88.085988 15.892392 1978.375 1.0 19.9388 0.0111 18.6562 0.0037 18.0541 0.0078
28.0 88.244052 15.892524 916.74 1.0 19.6297 0.0211 19.0932 0.0115 18.8336 0.0146
28.0 88.209379 15.892914 2022.858 1.0 19.0784 0.0088 18.2916 0.0074 17.9803 0.0052
28.0 88.215013 15.892113 554.502 1.0 20.0111 0.0215 19.6117 0.0077 19.4004 0.0103
28.0 88.241763 15.89429 11546.438 1.0 17.2243 0.0031 16.4611 0.0023 16.0766 0.0023
28.0 88.131297 15.893142 1366.119 1.0 19.244 0.0066 18.6947 0.0055 18.4343 0.0157
28.0 88.076552 15.896573 111724.337 1.0 15.3472 0.0024 14.2301 0.0026 13.9374 0.0014
28.0 88.162881 15.895459 18133.902 1.0 16.2051 0.0025 15.7955 0.0027 15.6138 0.0081
28.0 88.164158 15.893698 1352.152 1.0 19.4944 0.0265 18.7623 0.004 18.452 0.0144
28.0 88.169721 15.893997 1518.875 1.0 18.9705 0.0124 18.5538 0.0072 18.3752 0.0058
28.0 88.028434 15.895438 14821.151 1.0 17.018 0.0032 16.1706 0.0016 15.8248 0.0055
28.0 88.132716 15.894525 2536.247 1.0 18.3612 0.0049 17.9551 0.0037 17.767 0.0035
28.0 88.190277 15.896009 6728.333 1.0 17.3896 0.0035 16.8838 0.0032 16.6452 0.0044
28.0 88.184504 15.894535 1031.3 1.0 19.6161 0.0088 19.0219 0.0053 18.7379 0.0084
28.0 88.252959 15.895697 1199.408 1.0 20.6058 0.0333 19.3294 0.0077 18.6747 0.0193
28.0 88.010004 15.896274 3355.017 1.0 18.0573 0.0054 17.6025 0.004 17.4167 0.0057
28.0 88.060866 15.896242 2045.823 1.0 19.8212 0.0102 18.5686 0.0032 17.9663 0.0028
28.0 88.197985 15.897165 8128.876 1.0 17.6756 0.0037 16.8118 0.0008 16.454 0.0027
28.0 88.106652 15.897872 7247.997 1.0 17.3738 0.0062 16.8505 0.0026 16.6121 0.0034
28.0 88.121715 15.896702 1374.188 1.0 19.6566 0.0059 18.8547 0.0055 18.5 0.0128
28.0 88.102075 15.898624 20106.601 1.0 16.2603 0.0027 15.7346 0.0016 15.4918 0.0193
28.0 88.233686 15.897559 2179.08 1.0 18.7531 0.0096 18.17 0.0035 17.9301 0.0198
28.0 88.043091 15.899151 4241.806 1.0 17.8424 0.0053 17.3878 0.0027 17.1884 0.0048
28.0 88.245441 15.898352 606.753 1.0 21.796 0.0317 20.3966 0.0197 19.4315 0.0066
28.0 88.203491 15.898965 1861.654 1.0 18.8859 0.0053 18.2935 0.0055 18.0329 0.0028
28.0 88.241472 15.90008 9330.394 1.0 17.2631 0.0027 16.6243 0.0032 16.3252 0.0024
28.0 88.183849 15.901078 25867.186 1.0 15.9425 0.0017 15.4166 0.0013 15.1859 0.0037
28.0 88.007236 15.8997 3154.427 1.0 20.0659 0.0173 18.8537 0.0045 17.5908 0.0012
28.0 88.020851 15.901044 11600.848 1.0 16.8478 0.0023 16.294 0.0052 16.0626 0.0011
28.0 88.128154 15.899713 942.557 1.0 21.2249 0.0307 19.7854 0.0077 18.8882 0.015
28.0 88.11279 15.899908 617.674 1.0 20.7277 0.0162 19.6894 0.0106 19.2631 0.0054
28.0 88.014202 15.903859 117827.523 1.0 14.1586 0.0002 13.7869 0.002 13.5759 0.001
28.0 88.229206 15.901098 3847.658 1.0 18.1641 0.0012 17.5357 0.0035 17.2627 0.0067
28.0 88.209385 15.902147 14807.323 1.0 16.3476 0.0006 15.9716 0.0017 15.8212 0.0031
28.0 88.200985 15.900988 700.104 1.0 20.5369 0.0275 19.6092 0.0085 19.1747 0.0123
28.0 88.21773 15.904109 57545.03 1.0 14.8958 0.0012 14.4941 0.0049 14.3247 0.0039
28.0 88.168197 15.901086 1105.633 1.0 21.4329 0.0611 20.1413 0.0165 18.8282 0.0186
28.0 88.163276 15.901362 1971.767 1.0 19.1862 0.0162 18.4324 0.0039 18.081 0.0095
28.0 88.154679 15.901758 3030.815 1.0 18.7577 0.008 17.9 0.0022 17.5295 0.0081
28.0 88.219561 15.901739 2940.406 1.0 18.3047 0.0052 17.7811 0.0048 17.541 0.011
28.0 88.205834 15.902027 2472.844 1.0 18.5739 0.0049 18.0163 0.0036 17.7749 0.0058
28.0 88.24432 15.901972 1641.023 1.0 18.8765 0.0097 18.3872 0.0074 18.1776 0.0038
28.0 88.035226 15.90201 1652.181 1.0 18.9598 0.0114 18.4506 0.0051 18.2027 0.0057
28.0 88.081188 15.902137 968.939 1.0 19.5713 0.0146 19.0431 0.0064 18.816 0.0166
28.0 88.181914 15.901913 571.652 1.0 20.31 0.028 19.6349 0.0065 19.2824 0.0156
28.0 88.057023 15.90269 765.974 1.0 20.8305 0.0438 19.623 0.0076 19.0838 0.0196
28.0 88.246854 15.90366 7098.764 1.0 17.2057 0.0033 16.8087 0.0021 16.6268 0.0014
28.0 88.198311 15.904709 22809.31 1.0 16.6264 0.0004 15.7342 0.0018 15.3292 0.0039
28.0 88.214193 15.904668 3858.169 1.0 18.3034 0.0106 17.5931 0.0036 17.2708 0.0066
28.0 88.02729 15.903882 1174.651 1.0 19.728 0.0065 18.9953 0.0095 18.6532 0.0094
28.0 88.076835 15.906021 28423.781 1.0 15.6116 0.0022 15.2477 0.0015 15.0987 0.0041
28.0 88.017963 15.904724 4965.066 1.0 17.6825 0.0025 17.2149 0.0023 17.0077 0.0088
28.0 88.233656 15.905432 22419.314 1.0 16.088 0.0029 15.5821 0.0023 15.3583 0.0019
28.0 88.180567 15.904189 673.719 1.0 20.1776 0.0342 19.5768 0.0079 19.2952 0.0088
28.0 88.207567 15.905455 4542.677 1.0 17.912 0.0075 17.3305 0.0019 17.0887 0.0049
28.0 88.240896 15.905423 4895.677 1.0 17.9826 0.0055 17.3008 0.003 17.0077 0.0043
28.0 88.142466 15.90635 21306.718 1.0 16.2238 0.0032 15.6841 0.0025 15.4209 0.0009
28.0 88.139093 15.905006 2272.353 1.0 18.8307 0.0052 18.1889 0.0036 17.889 0.0032
28.0 88.013707 15.906237 9483.638 1.0 17.1599 0.0028 16.559 0.0019 16.3045 0.004
28.0 88.136655 15.905539 3454.127 1.0 18.0813 0.0046 17.6156 0.0039 17.4021 0.006
28.0 88.22508 15.905578 3519.642 1.0 17.8653 0.0041 17.5198 0.0018 17.3593 0.0156
28.0 88.020974 15.905308 788.766 1.0 19.7099 0.0101 19.1683 0.0149 18.9214 0.0102
28.0 88.159438 15.905387 1294.896 1.0 19.2575 0.016 18.7186 0.0025 18.4741 0.0145
28.0 88.254856 15.90607 1130.317 1.0 19.3302 0.007 18.8265 0.0087 18.5592 0.0095
28.0 88.166913 15.907965 10355.004 1.0 17.7341 0.0035 16.6838 0.0026 16.2075 0.0041
28.0 88.117873 15.909636 45050.965 1.0 15.1445 0.0041 14.7749 0.0029 14.6233 0.0017
28.0 88.235268 15.906442 1033.366 1.0 19.5622 0.0114 19.04 0.0063 18.7806 0.0196
