cat_id ra dec i_Swope_flux i_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
0.0 88.227846 15.776912 4297.462 51.069899784878 18.2998 0.0061 17.8665 0.0024 17.6737 0.0087
0.0 88.157515 15.777365 4831.655 43.087462316751 18.7884 0.0147 17.8834 0.0032 17.4989 0.0073
0.0 88.14203 15.777696 3147.299 50.687806542106 18.785 0.0165 18.2812 0.003 18.0407 0.005
0.0 88.054091 15.778376 4729.949 52.323794554587 18.5185 0.0047 17.819 0.0029 17.5283 0.0027
0.0 88.222259 15.784003 210213.124 45.731858182278 14.918 0.0038 13.9306 0.0018 13.4761 0.0
0.0 88.012011 15.780163 9039.733 54.780388429007 17.3971 0.003 16.986 0.0022 16.799 0.0034
0.0 88.000545 15.780978 5820.509 46.912109739526 18.0158 0.0126 17.57 0.0064 17.3484 0.0074
0.0 88.200554 15.782067 14852.308 42.60804280974 18.5981 0.0122 17.3045 0.0032 16.3642 0.0057
0.0 88.233689 15.781233 5476.438 65.35638964436 18.2262 0.0095 17.6836 0.003 17.4371 0.0
0.0 88.147687 15.782059 6752.552 47.904646864267 18.5973 0.0058 17.6484 0.0037 17.1739 0.0039
0.0 88.0685 15.784264 72364.537 52.674879430448 15.1689 0.001 14.7624 0.0021 14.5939 0.001
0.0 88.155086 15.782124 3204.525 52.739359016983 19.2327 0.0169 18.4058 0.0064 18.0089 0.008
0.0 88.012877 15.785863 88869.949 52.817279926006 14.7874 0.0032 14.4557 0.0015 14.3424 0.0095
0.0 88.122678 15.784428 15511.682 108.09630376395 16.9294 0.0077 16.4891 0.002 16.2713 0.0029
0.0 88.071568 15.785756 6297.402 55.813463134917 17.9258 0.001 17.4418 0.0039 17.2103 0.0
0.0 88.017987 15.787149 61913.459 52.061409700358 15.506 0.0018 14.9716 0.0015 14.7305 0.0022
0.0 88.065398 15.785084 4496.225 49.34916766876 19.2024 0.0099 18.1518 0.0034 17.6619 0.0047
0.0 88.179698 15.785227 12416.187 46.204083657929 17.4697 0.004 16.8088 0.0035 16.5239 0.0046
0.0 88.201593 15.785686 4543.58 50.589450781737 18.969 0.0133 18.0546 0.0024 17.6831 0.0088
0.0 88.145284 15.787011 26249.54 49.335842036293 16.3396 0.004 15.8888 0.0023 15.6872 0.0038
0.0 88.162703 15.786592 16967.572 44.708362683878 16.9191 0.0032 16.4155 0.0019 16.1857 0.0053
0.0 88.004271 15.786833 10779.795 74.888406634257 17.2515 0.0028 16.8166 0.0021 16.6177 0.0021
0.0 88.128489 15.786686 6550.232 53.881923892384 17.914 0.006 17.4344 0.0023 17.1976 0.0052
0.0 88.089568 15.786417 4661.212 68.652093510256 18.6442 0.0047 17.9136 0.0035 17.6055 0.0026
0.0 88.113013 15.787621 15921.211 144.71343411106 17.0033 0.0052 16.4944 0.0025 16.2668 0.0016
0.0 88.141184 15.790754 125815.45 59.928705411066 14.6521 0.0022 14.2064 0.0042 14.0149 0.0036
0.0 88.004073 15.790465 108045.213 43.934345989854 15.1348 0.0021 14.4303 0.002 14.1448 0.0012
0.0 88.191121 15.787683 5528.847 42.9588967251 18.6386 0.0051 17.7525 0.003 17.3978 0.0049
0.0 88.221214 15.789146 9721.014 46.809978946371 17.5421 0.0043 17.0149 0.002 16.7762 0.0047
0.0 88.021141 15.789511 14791.057 77.608934605623 17.4765 0.0086 16.6644 0.0047 16.3189 0.0038
0.0 88.133895 15.789461 9681.528 50.896965840439 17.4756 0.0048 17.0082 0.0024 16.7999 0.0048
0.0 88.150024 15.789579 3988.055 53.103275572469 18.7093 0.0053 18.0617 0.0039 17.7567 0.0032
0.0 88.096627 15.790336 2850.086 51.803951412443 19.7107 0.01 18.6383 0.0048 18.1285 0.0033
0.0 88.147359 15.790351 5398.855 50.930692839353 18.3126 0.0033 17.7284 0.0028 17.4558 0.0035
0.0 88.123591 15.792315 22080.874 98.767869030564 16.6419 0.0028 16.1354 0.0027 15.8895 0.0031
0.0 87.988337 15.79647 113020.752 214.59245109508 15.2491 0.0028 14.4469 0.0011 14.0717 0.0083
0.0 87.988536 15.792832 12038.671 78.729318122122 18.2567 0.0057 17.068 0.0023 16.4953 0.0024
0.0 88.218727 15.793564 25791.623 60.51763745114 16.3047 0.0023 15.904 0.0021 15.7331 0.0067
0.0 87.99081 15.792009 6066.852 63.310035670433 17.9352 0.0055 17.4541 0.0022 17.2509 0.0064
0.0 88.059534 15.792532 9747.576 55.301223376951 18.8279 0.0067 17.5456 0.0032 16.8038 0.0027
0.0 88.161612 15.792258 4824.886 49.325063615325 18.3205 0.0081 17.7977 0.0037 17.5664 0.0053
0.0 88.082168 15.792513 3312.035 50.182271147554 18.8849 0.0048 18.2525 0.0038 17.9634 0.0067
0.0 88.188887 15.794656 24520.944 70.186917790757 16.6999 0.0042 16.0434 0.0017 15.7854 0.0022
0.0 88.118492 15.795092 11203.839 173.17045517374 17.8163 0.0063 17.0053 0.0041 16.634 0.01
0.0 88.192562 15.796154 55201.716 56.659715110864 15.3703 0.0019 15.033 0.0041 14.9033 0.0032
0.0 88.083236 15.796881 24824.976 49.942600448767 16.3267 0.0028 15.9275 0.0019 15.7698 0.0061
0.0 87.997115 15.795214 3644.865 53.423531299962 18.8175 0.0076 18.1698 0.0035 17.8788 0.0083
0.0 88.175278 15.795747 11245.522 68.148722568292 17.3227 0.002 16.8562 0.0025 16.6465 0.0061
0.0 87.991543 15.799454 90514.202 46.6379684763 14.9539 0.0039 14.4912 0.0002 14.3109 0.0007
0.0 88.146455 15.796411 3194.451 46.961754315764 20.4937 0.0292 19.2125 0.0071 18.0181 0.0047
0.0 88.15166 15.7993 30648.786 43.635145117577 16.3628 0.0032 15.7919 0.0013 15.5322 0.0052
0.0 88.189525 15.798353 10975.148 51.078983043055 17.8316 0.0023 17.0498 0.0022 16.7012 0.0061
0.0 88.129949 15.799755 15764.79 53.788969438727 16.7816 0.0048 16.4067 0.0026 16.2437 0.0056
0.0 88.071719 15.798088 4146.015 57.114983284369 18.37 0.0026 17.9024 0.0045 17.7102 0.0059
0.0 88.12607 15.798076 3723.002 49.950211573885 19.1488 0.0129 18.2263 0.0034 17.8151 0.0069
0.0 87.994613 15.79988 42153.113 50.457728337394 16.1894 0.0032 15.4809 0.0016 15.1522 0.0019
0.0 88.206364 15.798467 7274.234 108.2175312457 17.745 0.0032 17.3184 0.0017 17.1311 0.004
0.0 88.096905 15.800644 20364.748 52.081730365928 16.5402 0.0039 16.1339 0.002 15.9822 0.009
0.0 88.043907 15.800823 17761.86 50.957775121736 16.8651 0.0023 16.3223 0.0024 16.0959 0.0029
0.0 88.103063 15.805325 118994.683 57.742032351998 14.6626 0.0064 14.2452 0.0015 14.0803 0.0037
0.0 87.992058 15.805527 173640.726 71.373797024149 14.8194 0.0024 14.0002 0.005 13.6087 0.001
0.0 88.207777 15.802323 4984.753 49.620912311717 19.3289 0.0032 18.1433 0.0037 17.5513 0.0025
0.0 88.040213 15.803064 12441.83 74.596494396555 17.2516 0.004 16.7203 0.0024 16.5111 0.0072
0.0 88.024914 15.80589 124656.888 59.29146764195 14.6102 0.0028 14.168 0.0035 14.0004 0.0032
0.0 88.226053 15.803972 11934.622 65.435250029929 17.2359 0.0041 16.8044 0.0021 16.6053 0.0033
0.0 88.136661 15.804834 26938.977 235.07195431809 16.5592 0.003 15.9323 0.0017 15.6798 0.0046
0.0 88.190441 15.803633 4743.762 72.224428895844 19.9705 0.0199 18.5888 0.0059 17.6531 0.0084
0.0 88.177146 15.805923 42728.797 52.814456282418 15.8519 0.0032 15.3871 0.0025 15.1957 0.0012
0.0 88.165112 15.804588 5131.351 53.625951812774 18.1059 0.0083 17.6841 0.0045 17.5026 0.0086
0.0 88.129645 15.808209 78442.466 50.713117411436 15.3081 0.0029 14.757 0.0027 14.5229 0.0031
0.0 88.001988 15.806479 4398.992 57.665106364679 19.4099 0.005 18.2026 0.0029 17.6226 0.0083
0.0 88.099979 15.80724 5776.065 55.975509602643 18.13 0.0116 17.6126 0.0023 17.3661 0.0052
0.0 88.008109 15.808803 32223.301 51.467600578422 16.0534 0.0025 15.6346 0.0011 15.4683 0.003
0.0 88.097852 15.808538 30008.195 59.731557942378 16.2616 0.0034 15.7757 0.0016 15.5649 0.0067
0.0 88.01647 15.808847 17442.148 50.873718221214 17.1813 0.0048 16.4622 0.0024 16.1518 0.0038
0.0 88.157596 15.808182 6031.379 89.763271402917 18.1311 0.0091 17.5613 0.003 17.2958 0.0055
0.0 88.171749 15.807725 2988.579 42.688248733774 19.0345 0.0057 18.3869 0.0051 18.1229 0.0047
0.0 88.067388 15.808493 4853.014 43.92189045613 18.298 0.0102 17.7991 0.0034 17.5538 0.001
0.0 88.102157 15.810107 18705.034 149.32704792177 16.9551 0.0056 16.3418 0.0032 16.0651 0.006
0.0 88.226294 15.809327 4236.663 54.528328213638 19.7638 0.0249 18.5075 0.0098 17.7373 0.0061
0.0 88.121835 15.810732 24598.458 75.356638379687 16.4927 0.0033 15.9885 0.0029 15.7742 0.0055
0.0 88.107416 15.809655 3225.6 47.125274556433 18.8553 0.0139 18.2947 0.0035 18.077 0.013
0.0 88.03828 15.810311 3678.847 45.816013711065 19.0415 0.0084 18.1912 0.0051 17.8583 0.0183
0.0 88.206881 15.810736 10419.995 49.374307271383 19.1399 0.0106 17.8421 0.006 16.8207 0.004
0.0 88.155828 15.810093 2654.699 45.987436781148 18.9544 0.0102 18.4754 0.0073 18.2736 0.0079
0.0 88.142697 15.813516 59657.664 53.90059821447 15.7467 0.0017 15.1232 0.0019 14.8365 0.0074
0.0 88.22759 15.814489 99083.452 67.062216128463 15.0642 0.0035 14.4988 0.0031 14.2828 0.0047
0.0 88.087227 15.811552 5129.761 50.399718286622 18.8314 0.0072 17.9094 0.0037 17.5197 0.0039
0.0 88.024448 15.813041 19536.244 44.900159581719 16.7467 0.0046 16.249 0.0022 16.024 0.0015
0.0 88.010954 15.813443 29438.311 47.673130669868 16.1625 0.003 15.7553 0.0032 15.5671 0.0015
0.0 88.050804 15.814709 28360.444 52.889069932786 16.8554 0.0023 15.998 0.0022 15.6006 0.0041
0.0 88.04633 15.817259 155534.904 170.42751608801 14.3 0.0022 13.9528 0.004 13.7758 0.0044
0.0 88.180619 15.814214 14984.741 74.450302895805 16.8439 0.0049 16.4608 0.0029 16.3127 0.0054
0.0 88.166146 15.814664 20404.932 99.786211408777 16.663 0.0021 16.202 0.0009 15.9983 0.0035
0.0 88.175274 15.814582 24886.102 53.595130886565 16.356 0.0056 15.9485 0.0016 15.7902 0.0109
0.0 88.171804 15.814819 10480.134 55.958781857473 17.1374 0.0021 16.8282 0.0041 16.7024 0.0064
0.0 87.995948 15.814913 18017.841 145.55595990747 16.8669 0.0024 16.3138 0.0022 16.0615 0.0054
0.0 88.20497 15.815659 7789.192 48.019623106372 18.7003 0.0074 17.5642 0.0043 17.0643 0.0007
0.0 88.22996 15.815439 4396.447 76.569078115114 18.3051 0.0082 17.8334 0.0029 17.5668 0.0099
0.0 88.040525 15.815593 3492.774 47.936691631542 18.932 0.0088 18.2078 0.0037 17.883 0.0068
0.0 88.093356 15.816275 8836.359 58.294822595667 18.0201 0.0064 17.2531 0.0026 16.8862 0.0051
0.0 88.170809 15.816576 8868.818 51.860093258185 18.0071 0.0035 17.2625 0.004 16.9173 0.0073
0.0 88.077251 15.816416 3051.347 51.794677244796 18.9583 0.0088 18.36 0.0049 18.0784 0.0053
0.0 88.157317 15.81728 10674.329 44.953492326056 17.5136 0.0052 16.9382 0.0028 16.687 0.0007
0.0 88.160955 15.818564 42746.441 65.911888629018 15.8388 0.0007 15.377 0.0017 15.1861 0.0033
0.0 88.074269 15.818049 7826.158 89.035955957739 17.6946 0.0059 17.2255 0.0016 17.0149 0.0049
0.0 88.183061 15.819454 30217.449 48.895470079495 16.7542 0.005 15.9597 0.003 15.5953 0.0046
0.0 88.007502 15.819901 39093.293 104.63283473723 15.8243 0.0051 15.4304 0.0014 15.2527 0.0019
0.0 88.004979 15.820674 21011.628 57.938020845724 16.578 0.0034 16.1171 0.0019 15.9163 0.0063
0.0 88.073028 15.821935 71269.005 61.272572342669 15.2562 0.0011 14.8071 0.0024 14.6262 0.0027
0.0 88.212962 15.819814 3158.928 44.940095631289 20.3584 0.0115 18.9693 0.0058 18.132 0.0056
0.0 88.010355 15.821109 10772.87 50.917659818412 17.2165 0.0035 16.8186 0.0018 16.6464 0.0032
0.0 88.226979 15.820815 2818.889 47.873406646069 20.3601 0.0238 18.945 0.007 18.2013 0.011
0.0 88.110774 15.821592 12766.198 55.467675446656 17.8252 0.0053 16.9336 0.0021 16.509 0.0102
0.0 88.123766 15.821587 7305.079 60.155314917503 17.7539 0.0041 17.294 0.0029 17.0904 0.0053
0.0 88.034851 15.822736 5352.992 52.054476058767 17.9536 0.0069 17.5656 0.0028 17.3868 0.005
0.0 88.229223 15.824464 11273.902 47.885288548095 17.2732 0.002 16.8294 0.003 16.6359 0.009
0.0 88.039188 15.825798 4634.971 72.834950185876 18.5222 0.0178 17.881 0.0034 17.607 0.0024
0.0 88.109007 15.827851 8011.245 48.683723955177 18.4568 0.0083 17.4029 0.0029 16.9758 0.0107
0.0 88.089239 15.827723 8899.171 49.001091439504 17.6148 0.0028 17.1016 0.0019 16.8496 0.0044
0.0 88.181728 15.829337 36387.915 49.352492042007 16.0659 0.0026 15.565 0.0023 15.3631 0.0084
0.0 88.050174 15.827995 4000.317 52.374964168755 18.6477 0.0101 18.0072 0.0041 17.7311 0.0037
0.0 88.036207 15.83144 10205.829 93.240908623409 17.7553 0.001 17.0361 0.0029 16.7162 0.0034
0.0 87.994441 15.829715 10209.834 66.415317201287 18.5468 0.0053 17.3393 0.0033 16.7447 0.0067
0.0 88.068583 15.830255 20118.006 50.569523523957 16.4522 0.0021 16.0968 0.001 15.9901 0.0042
0.0 88.174853 15.829344 4228.304 54.451749865014 18.8329 0.0088 18.0969 0.0048 17.7285 0.0061
0.0 88.166285 15.831151 10389.043 46.600138187606 18.1113 0.0019 17.1978 0.0049 16.7824 0.0037
0.0 88.175086 15.832208 21145.134 46.29199643768 16.7115 0.0001 16.2122 0.0023 15.9832 0.0094
0.0 88.201556 15.83258 13968.02 57.150224452383 17.0131 0.0003 16.5839 0.0017 16.4095 0.0064
0.0 87.992531 15.836486 55305.122 44.495839782286 15.4865 0.0032 15.0329 0.0032 14.8527 0.0015
0.0 88.105687 15.836078 46067.912 50.052841023439 15.9091 0.002 15.3127 0.0023 15.0886 0.0018
0.0 88.023391 15.835225 10301.785 109.28968583354 17.346 0.0063 16.9007 0.003 16.7112 0.0065
0.0 88.036327 15.835322 10806.184 53.443732287411 17.8138 0.0067 17.0512 0.0071 16.7066 0.0088
0.0 88.22376 15.836481 10698.455 95.203764506785 17.3998 0.0032 16.9179 0.0026 16.6985 0.006
0.0 88.210773 15.836941 12342.852 141.54249336233 17.237 0.0076 16.7486 0.0026 16.5449 0.0052
0.0 88.238764 15.835783 8204.5 74.074649093317 17.9553 0.0015 17.3218 0.0029 17.0036 0.0031
0.0 88.012131 15.838217 20652.091 258.72291565819 16.5612 0.0033 16.1362 0.0031 15.9615 0.0031
0.0 88.101278 15.837439 12128.256 220.18924355823 17.2236 0.0053 16.7431 0.0021 16.5326 0.0073
0.0 88.046167 15.839751 43679.827 49.114613394092 16.7583 0.0021 15.6551 0.0021 15.1844 0.0018
0.0 88.075322 15.841192 42045.563 58.281801404115 15.7454 0.002 15.3394 0.0013 15.1781 0.0037
0.0 88.197237 15.83891 2610.58 47.322502598638 19.2894 0.0145 18.5476 0.004 18.1296 0.0051
0.0 88.001714 15.842681 122977.087 80.859462737198 14.6033 0.0012 14.1816 0.0016 14.034 0.0004
0.0 88.216055 15.839121 4118.836 50.935618798488 19.1129 0.0037 18.2 0.0038 17.7854 0.006
0.0 88.203345 15.840265 8597.278 56.504600524457 18.0033 0.0024 17.2431 0.0026 16.9433 0.0078
0.0 88.122472 15.843352 163414.359 50.298725430953 14.8346 0.0014 14.0892 0.0023 13.7281 0.001
0.0 88.109511 15.840824 4033.496 55.94418948758 19.2693 0.0134 18.2421 0.0054 17.7816 0.0057
0.0 88.057695 15.841283 4919.386 48.297383015046 18.0729 0.0022 17.6603 0.0037 17.4777 0.0076
0.0 88.013903 15.841259 3669.303 52.691812923001 18.648 0.0063 18.0356 0.0036 17.7586 0.0066
0.0 88.059424 15.842227 8509.29 91.776687249139 17.6143 0.0051 17.1256 0.0025 16.9225 0.0026
0.0 88.211024 15.842017 3415.466 46.865892298316 19.2332 0.0273 18.306 0.0061 17.9345 0.0022
0.0 88.068085 15.843809 34444.635 123.72590584068 15.8854 0.0025 15.5543 0.0026 15.4286 0.0033
0.0 88.07656 15.842569 5968.538 60.133120669847 18.0099 0.0037 17.5281 0.0023 17.3199 0.0054
0.0 88.143401 15.843024 12073.124 46.73965992975 18.0086 0.0078 16.993 0.0031 16.5622 0.003
0.0 88.218673 15.842427 4138.451 61.540021407115 19.463 0.0107 18.2804 0.0053 17.7291 0.0045
0.0 88.036135 15.844369 47857.977 49.30651675368 15.7112 0.0032 15.2541 0.0019 15.0558 0.006
0.0 88.132833 15.84407 21880.222 68.870645483511 16.9555 0.0049 16.2111 0.0025 15.9089 0.0026
0.0 88.119178 15.843627 4538.361 73.967844283647 18.5672 0.0061 17.9053 0.0045 17.6281 0.0039
0.0 88.181205 15.844162 7653.067 41.86758806281 17.7128 0.0146 17.246 0.0044 17.0567 0.0
0.0 88.051075 15.845243 16122.367 73.976722212506 17.0552 0.0063 16.4961 0.0017 16.254 0.0041
0.0 88.104165 15.845812 9019.732 54.964050618865 17.3229 0.0043 16.9756 0.0023 16.8393 0.0026
0.0 88.080054 15.846285 4230.078 49.938293495012 18.6694 0.0033 18.0 0.0031 17.7106 0.0053
0.0 88.047145 15.846523 7321.153 55.247962137305 18.1373 0.0069 17.4108 0.0028 17.0945 0.0084
0.0 88.132017 15.84887 52227.311 59.074405916351 16.4299 0.0014 15.437 0.002 14.9902 0.0031
0.0 88.144478 15.847038 3951.146 53.905434395381 18.4292 0.0172 17.9739 0.0021 17.7621 0.0029
0.0 88.147917 15.848671 12479.563 50.923828305709 17.2453 0.0032 16.7513 0.0025 16.5071 0.0014
0.0 88.158909 15.848714 6069.118 53.004244490911 18.1532 0.009 17.5906 0.0031 17.3435 0.0044
0.0 88.152057 15.848956 5472.58 55.329504319643 18.1945 0.0112 17.6497 0.0024 17.397 0.0084
0.0 88.027506 15.850991 33567.909 58.776668989356 16.4612 0.003 15.7798 0.003 15.4544 0.0104
0.0 88.001643 15.850262 5141.549 66.496265034996 18.3201 0.0035 17.729 0.0026 17.4853 0.0081
0.0 88.219294 15.850089 3924.648 49.713013375911 18.5039 0.0142 18.025 0.0038 17.797 0.0088
0.0 88.225729 15.853807 109174.364 59.022312126677 14.8486 0.0014 14.375 0.0043 14.1722 0.0033
0.0 88.098091 15.850243 5330.635 51.064754239918 18.1864 0.0052 17.6731 0.0035 17.4417 0.0055
0.0 88.19955 15.850294 5675.338 46.699583504011 19.0302 0.0122 17.9182 0.0041 17.3954 0.007
0.0 88.174239 15.851294 6447.449 52.111484467912 18.1309 0.0076 17.5157 0.0035 17.2559 0.0032
0.0 88.017607 15.853109 8037.982 46.902802758862 18.1892 0.0134 17.3477 0.0023 16.996 0.0037
0.0 88.071772 15.855378 61176.929 60.441396300438 15.5479 0.0016 15.0311 0.0022 14.8009 0.0026
0.0 88.183311 15.85354 7022.836 71.628809779124 17.935 0.0123 17.3924 0.0042 17.1515 0.0059
0.0 88.08634 15.854568 14558.924 128.53465885038 16.942 0.0037 16.5155 0.0031 16.3368 0.0042
0.0 88.179109 15.854171 4776.41 69.374712132204 18.9835 0.0123 18.0231 0.0037 17.5927 0.0036
0.0 88.136093 15.854929 4356.396 62.89084775375 18.4331 0.0046 17.9339 0.0077 17.6576 0.0143
0.0 88.175688 15.856057 17177.683 51.558861684215 16.9375 0.0025 16.4312 0.0036 16.1921 0.0052
0.0 87.990224 15.855579 10945.913 48.609535580019 17.2933 0.0038 16.8253 0.0023 16.6272 0.0046
0.0 88.096655 15.856268 7260.519 91.858476310429 17.5341 0.0055 17.1827 0.0024 17.0463 0.0043
0.0 88.20753 15.855724 5259.275 51.152374020713 18.0405 0.0037 17.6596 0.0058 17.4759 0.005
0.0 88.127686 15.855717 3800.0 49.377252459183 18.9403 0.0031 18.1802 0.0057 17.8119 0.0036
0.0 88.196401 15.860495 57421.925 136.81646060254 15.5011 0.0055 15.056 0.002 14.8751 0.0037
0.0 88.003591 15.857065 11622.312 59.354870571268 17.1263 0.0028 16.7305 0.0034 16.5921 0.005
0.0 88.026283 15.857094 7259.594 54.987437876449 17.8454 0.0063 17.3111 0.0028 17.1472 0.014
0.0 88.040936 15.85975 45888.762 52.643494168699 15.8723 0.0058 15.3316 0.0019 15.1254 0.0029
0.0 88.034422 15.859377 41271.139 50.638260316237 15.9306 0.0019 15.4368 0.0022 15.2333 0.0027
0.0 88.143051 15.857136 2628.59 45.142212989372 20.7374 0.0211 19.4979 0.0067 18.2758 0.0068
0.0 88.108435 15.859362 28195.827 128.38529431591 16.473 0.0038 15.8907 0.0018 15.6329 0.0022
0.0 88.139154 15.859963 3604.465 60.4405852329 18.8474 0.0155 18.1904 0.0045 17.8708 0.0057
0.0 88.032102 15.85936 16587.692 89.24698536958 16.7764 0.0036 16.3722 0.003 16.2203 0.0035
0.0 87.992997 15.859167 5558.252 49.995679033294 17.9081 0.0068 17.5328 0.0041 17.3976 0.0074
0.0 88.151744 15.862253 102336.068 52.307787517482 15.5583 0.0058 14.6692 0.0031 14.26 0.0012
0.0 88.030468 15.860805 12156.933 68.62049383777 17.6598 0.0053 16.9031 0.0037 16.5742 0.0092
0.0 88.122656 15.860264 5541.081 53.725444776909 19.4669 0.0102 18.1893 0.0058 17.4306 0.0029
0.0 88.141094 15.861086 7030.646 78.352052808803 18.055 0.0099 17.4151 0.0027 17.1324 0.0138
0.0 88.099358 15.861334 9006.762 59.941888106236 17.6457 0.0043 17.1086 0.0025 16.8599 0.0056
0.0 88.050391 15.863656 9433.099 44.558201786411 17.5801 0.0014 17.0515 0.0025 16.8267 0.0062
0.0 88.179528 15.86632 50805.125 45.812003940572 15.7042 0.0012 15.2109 0.0011 15.0056 0.0022
0.0 88.031984 15.864216 7767.389 51.263263746281 18.0013 0.0036 17.3302 0.004 17.0419 0.0048
0.0 88.082285 15.864206 10126.623 55.81225227303 18.2248 0.0038 17.1928 0.0021 16.7665 0.002
0.0 88.230238 15.865312 4174.763 46.531305987066 18.4565 0.0064 17.9305 0.0036 17.6945 0.0066
0.0 88.018746 15.866577 5399.688 61.377452856997 18.2024 0.0048 17.637 0.0034 17.4047 0.0073
0.0 88.198082 15.871706 165515.717 52.258235221353 14.8473 0.0098 14.1284 0.0046 13.7335 0.001
0.0 88.165921 15.867503 4483.529 50.91911611392 18.7546 0.0116 17.9957 0.0029 17.6371 0.0077
0.0 88.0296 15.869213 19430.219 105.4586242786 17.0035 0.003 16.3381 0.0022 16.0517 0.0051
0.0 88.133781 15.869465 12446.903 59.828336360521 17.1983 0.0076 16.74 0.002 16.5452 0.0036
0.0 87.995963 15.870215 17797.779 54.881504650936 16.8783 0.0025 16.3352 0.0032 16.1256 0.003
0.0 88.141715 15.870561 17950.178 80.9454301528 18.0306 0.0086 16.8279 0.0021 16.1495 0.0061
