#mjd: 58910.00509
#filter: i
#airmass: 1.423
#seeing: 2.14063413
#m5sigma: 18.1227
#exptime: 15.0
#night: ut200301
#ra dec flux fluxerror
88.024679,15.763885,102235.948,636.51866820137
87.994663,15.764903,9409.633,313.50396502495
88.118562,15.764311,7252.880,329.40396086208
88.001168,15.764134,5410.253,309.30202778662
88.191726,15.764700,7935.851,258.70803597491
88.048614,15.765445,6612.905,308.64099343745
88.013286,15.768379,25024.857,273.89836156991
88.011055,15.770316,7042.008,274.05686088496
88.013647,15.771864,4209.495,274.27987743282
88.197497,15.768272,20460.268,273.09499461441
88.078735,15.766944,4258.293,285.36247594107
88.099346,15.767492,2311.852,249.06637715736
88.168445,15.768874,7348.374,233.22899394946
88.038271,15.768941,5461.280,360.48906875947
88.105359,15.768163,1454.668,263.13843902255
88.106971,15.770084,8499.349,263.07051703972
88.120220,15.768247,1536.612,262.29634653216
88.149406,15.771464,17591.324,248.13158755381
88.235643,15.771367,7228.942,259.95482251401
88.072888,15.773327,31802.644,311.20123392862
88.168309,15.772734,15398.787,252.37838626223
88.036868,15.774814,66064.644,571.90989299294
88.008075,15.772878,8325.401,327.63151577983
88.051184,15.772734,3360.275,342.14794223661
88.146134,15.773976,7602.464,253.48306048844
88.049055,15.776494,26844.662,367.95950391035
88.045832,15.776629,6467.294,367.86037355392
88.216933,15.776714,12226.845,252.95448445282
88.206223,15.776850,13406.662,237.76560023170
88.007188,15.778976,78897.608,421.95485074988
88.167455,15.776390,5433.295,247.84816634387
88.020102,15.778278,22092.742,291.07393050846
88.012039,15.780121,7182.975,241.73819806149
88.164339,15.781922,43604.825,345.06600830408
88.222254,15.783965,159634.486,686.92622419743
88.200578,15.782022,11509.254,283.32990095663
88.000548,15.780958,3101.598,309.89062834178
88.068495,15.784241,55810.855,329.21733012880
88.071603,15.785835,4581.978,329.07338435270
88.147716,15.782035,5128.173,251.30383892125
88.122679,15.784420,12500.343,237.79542508634
88.012863,15.785842,71431.795,359.05603255840
88.179700,15.785214,9469.760,264.58738817761
88.104745,15.785718,14784.845,269.31916627798
88.017971,15.787129,50910.165,331.50515564325
88.162696,15.786581,12517.622,268.97914793202
88.145274,15.787006,20136.563,282.23887887616
88.113014,15.787624,11723.761,308.80319446871
88.128503,15.786691,4570.899,249.68930745406
88.004233,15.786840,6362.644,447.42935719820
88.057759,15.787272,5912.856,254.34949224886
88.192978,15.788395,17614.002,283.39384276768
88.191137,15.787673,4444.259,283.46189538799
88.004049,15.790442,83151.970,581.64617562840
88.141167,15.790731,94664.590,445.11549485578
88.021154,15.789491,11380.655,293.43372417609
88.221210,15.789086,7048.146,263.95077708973
88.133849,15.789446,6963.193,280.92140446195
88.123574,15.792320,16723.334,279.80844051058
88.183072,15.791882,4600.138,280.01961731567
88.218752,15.793517,19254.831,252.92220177543
88.059531,15.792487,8299.178,219.98691585413
88.019091,15.792555,4721.239,240.14455402051
88.000688,15.794430,28492.416,375.29539085336
88.188888,15.794641,18564.821,281.47326832465
88.192561,15.796129,42017.509,346.23721018204
88.118494,15.795066,8500.841,274.37880012268
88.083260,15.796824,19045.258,306.24994989431
88.175267,15.795732,8266.873,260.51307213501
88.006721,15.796286,8263.738,369.97199789148
88.151637,15.799282,24084.241,253.95343195860
88.189540,15.798349,8107.078,268.43190461503
87.994629,15.799841,35046.321,397.03200475895
88.120832,15.798406,6944.980,279.72971970620
88.206387,15.798428,4965.723,277.49416216486
88.129933,15.799754,11420.931,304.08733635392
88.096910,15.800611,15129.948,298.62001739881
88.043956,15.800832,14207.060,322.35472872090
88.238831,15.802934,6241.844,287.21470905128
88.103063,15.805311,90013.062,358.51126101349
88.102182,15.802677,17819.508,358.50731847864
88.040199,15.803051,9063.310,383.53271670380
88.158648,15.801980,4373.525,250.14104896571
88.171533,15.803001,11066.695,260.41637975845
88.207813,15.802337,3820.497,217.91687259539
88.031236,15.803698,8600.464,285.44165128759
88.024898,15.805867,96635.584,537.61639582360
88.136645,15.804811,19870.851,290.81550966798
88.226051,15.803914,8032.123,285.58301005275
88.177134,15.805913,32410.995,269.01864551353
88.187080,15.806463,42590.740,308.78288892861
88.129636,15.808177,58931.401,319.55223031168
88.208190,15.806758,7578.801,275.53427200994
88.097831,15.808509,22368.422,298.98655074245
88.008118,15.808797,24467.191,377.31582214558
88.006283,15.807417,3869.827,377.44110452239
88.157580,15.808163,4592.037,253.99570970725
88.160914,15.809864,21215.703,360.81704596938
88.016480,15.808831,13585.840,280.30853585008
88.227763,15.811734,157975.084,596.20083624656
88.227584,15.814471,72672.305,596.15492119715
88.067386,15.808492,3946.473,324.27400221004
88.102153,15.810090,13877.848,266.81387186382
88.121828,15.810690,18043.629,314.75802630589
88.206882,15.810744,7651.429,274.69555435682
88.142667,15.813496,44181.649,295.97217912983
88.010925,15.813431,23274.276,318.23074204365
88.024433,15.813039,15033.728,267.39202827630
88.162352,15.814375,12753.883,316.52882202000
88.180624,15.814216,11136.629,283.40086379675
88.175278,15.814569,18381.667,297.37678651144
88.171783,15.814797,8102.273,297.48731237424
88.170792,15.816604,5988.515,297.48864366003
88.050795,15.814680,21540.481,295.88205530836
88.166142,15.814653,13729.345,315.69008654728
88.046321,15.817250,116864.896,537.78708994433
87.995893,15.814918,13734.988,362.15096699452
88.079907,15.816960,44477.343,287.50129332106
88.104925,15.816467,20724.834,241.74664284447
88.204961,15.815655,5897.346,309.80912846491
88.093308,15.816281,6558.136,288.06711039996
88.160942,15.818551,30955.797,335.00785584762
88.157313,15.817278,7615.588,299.16155592380
